time,offcore_req,l2_cache_miss,offcore_req_scaled,l2_cache_miss_scaled,Temp0,Temp1,Temp2,Ambient_Temp0,Temp3,Ambient_Temp1,Ambient_Temp2,Planar_Temp,Temp4,Temp5,Temp6,FAN_MOD_1A_RPM,FAN_MOD_2A_RPM,FAN_MOD_3A_RPM,FAN_MOD_4A_RPM,FAN_MOD_5A_RPM,FAN_MOD_6A_RPM,FAN_MOD_1B_RPM,FAN_MOD_2B_RPM,FAN_MOD_3B_RPM,FAN_MOD_4B_RPM,FAN_MOD_5B_RPM,FAN_MOD_6B_RPM,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_kbytes,disk_write_kbytes
20,24782495,17976621,2.4782495,1.7976621,57,60,38,29,35,27,15,39,28,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1382,1105.6,829.2,41.46,41.46,0,0
30,6208821,4396925,0.6208821,0.4396925,54,60,38,29,35,27,15,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1393,1114.4,835.8,41.79,41.79,0,0
40,11433676,8089987,1.1433676,0.8089987,57,58,38,29,35,27,15,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1404,1123.2,842.4,42.12,42.12,0,29.4
50,17845916,10994589,1.7845916,1.0994589,53,60,38,29,35,27,15,39,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1750,1400,1050,52.5,52.5,0,0
60,9445995,6410819,0.9445995,0.6410819,53,60,38,29,35,27,15,39,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1393,1114.4,835.8,41.79,41.79,0,0
70,16044122,12653140,1.6044122,1.265314,57,58,38,29,35,27,15,39,27,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1408,1126.4,844.8,42.24,42.24,0,15.5
80,19771615,14782195,1.9771615,1.4782195,53,60,38,29,35,27,15,39,28,30,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1380,1104,828,41.4,41.4,0,0
90,19246898,14209830,1.9246898,1.420983,53,60,38,29,35,27,15,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1580,1264,948,47.4,47.4,0,0
100,23167182,14733985,2.3167182,1.4733985,52,61,38,29,35,27,15,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1387,1109.6,832.2,41.61,41.61,0,16.6
110,13277732,8825207,1.3277732,0.8825207,52,61,38,29,35,27,15,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1551,1240.8,930.6,46.53,46.53,0,0
120,9469290,6623796,0.946929,0.6623796,53,60,38,29,35,27,15,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1383,1106.4,829.8,41.49,41.49,0,0
130,22357505,16416281,2.2357505,1.6416281,53,61,38,29,35,27,14,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1518,1214.4,910.8,45.54,45.54,0,17.3
140,20465584,15163694,2.0465584,1.5163694,52,61,38,29,35,27,14,39,28,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1385,1108,831,41.55,41.55,0,0
150,17056392,13596907,1.7056392,1.3596907,57,58,38,29,35,27,14,39,29,29,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1644,1315.2,986.4,49.32,49.32,0,0
160,29569606,21127930,2.9569606,2.112793,56,58,38,29,35,27,14,39,28,30,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1694,1355.2,1016.4,50.82,50.82,0,17.7
