pic0: pic0=NB_ht_bus1_bandwidth,umask0=0x01
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x02
pic2: pic2=NB_ht_bus1_bandwidth,umask=0x04
pic3: pic3=NB_ht_bus1_bandwidth,umask=0x08,sys
   time cpu event      pic0      pic1      pic2      pic3 
  5.008   0  tick   1811998   2637017   2637017   2637017 
  5.008   1  tick  23556424  13210860  13210865  13210875 
 10.008   1  tick 112052283 247782499 247782494 247782484 
 10.008   0  tick   2808799     18274     18274     18274 
 15.008   1  tick 115059087  64507478  64507478  64507478 
 15.856   0  tick   2248399      9951      9951      9951 
 20.008   0  tick    740472      8586      8586      8586 
 20.008   1  tick 104502505  91451953  91451953  91451953 
 25.008   0  tick   1593346     18246     18246     18246 
 25.008   1  tick 101104044  73041493  73041493  73041496 
 30.008   1  tick 184361301 272296874 272296874 272296871 
 30.008   0  tick   1632172     30124     30124     30124 
 35.008   0  tick    541345      7056      7056      7056 
 35.009   1  tick 174574256 176068461 176068480 176068480 
 40.008   0  tick   2261106     11596     11596     11596 
 40.008   1  tick 160691363 344869797 344869778 344869778 
 45.008   1  tick  65555241  38735124  38735124  38735124 
 45.008   0  tick   3047178    177124    177124    177124 
 50.008   1  tick 103691464  99920938  99920938  99920938 
 50.009   0  tick    534620      6550      6550      6550 
 55.008   1  tick 145930724 257126440 257126440 257126442 
 55.008   0  tick   2361033     12046     12046     12046 
 60.008   0  tick   2929551     27549     27549     27549 
 60.008   1  tick 168026824 396740198 396740198 396740196 
 65.008   0  tick    490677      6182      6182      6182 
 65.009   1  tick 110029931 149634196 149634216 149634227 
 70.008   0  tick   1058927     12336     12336     12336 
 70.008   1  tick 179564375 133361652 133361632 133361621 
 75.008   0  tick   1668588     18124     18124     18124 
 75.008   1  tick 190730065 310952459 310952459 310952474 
 80.008   1  tick  79896914  87601425  87601425  87601420 
 80.008   0  tick   2933855     18248     18248     18248 
 85.008   0  tick     14771    147298    147298    147298 
 85.008   1  tick  77772139  38611333  38611333  38611323 
 90.008   0  tick   1614579     28975     28975     28975 
 90.008   1  tick  90520434 205106475 205106490 205106503 
 95.008   0  tick   2858005     18761     18761     18761 
 95.008   1  tick  88086867 152641570 152641555 152641555 
100.008   0  tick   1007327    282455    282455    282455 
100.010   1  tick  83511594  70499547  70499547  70499534 
105.008   0  tick    667898     85940     85940     85940 
105.008   1  tick  88272283 141818973 141818973 141818973 
110.008   1  tick  80654433  62211123  62211137  62211137 
110.008   0  tick   2939238     18264     18264     18264 
115.008   1  tick  89654616 148423355 148423341 148423341 
115.008   0  tick   1680987     18230     18230     18230 
120.008   1  tick 110872586  54799523  54799523  54799523 
120.010   0  tick    419529      9091      9091      9091 
125.008   0  tick   1250170    277817    277817    277817 
125.008   1  tick  76325349  33924053  33924053  33924053 
130.008   0  tick   1658034    127219    127219    127219 
130.008   1  tick  89364266 128075148 128075148 128075148 
135.008   1  tick  94851224 155614031 155614031 155614031 
135.008   0  tick   2731970     54112     54112     54112 
140.008   0  tick    152558      1434      1434      1434 
140.008   1  tick  81028710  74455445  74455445  74455445 
145.008   0  tick   1650658     18326     18326     18326 
145.008   1  tick  77566671  92234546  92234546  92234546 
150.008   0  tick   2981587    289000    289000    289000 
150.008   1  tick  62857364  12678705  12678705  12678705 
155.008   1  tick  74339030  71546000  71546000  71546000 
155.008   0  tick    813793      9386      9386      9386 
160.008   0  tick    848315    235847    235847    235847 
160.008   1  tick  73787275  19538870  19538870  19538870 
165.008   0  tick   1612924     49000     49000     49000 
165.008   1  tick  88030052 102898907 102898907 102898922 
170.008   0  tick   1663157     18212     18212     18212 
170.008   1  tick  88146130 114381644 114381644 114381629 
175.008   1  tick  88609323 126583700 126583700 126583700 
175.009   0  tick   1377032     15520     15520     15520 
180.008   0  tick    262867      9689      9689      9689 
180.008   1  tick  75566449  61597684  61597684  61597685 
185.008   0  tick   1617445     19005     19005     19005 
185.008   1  tick 154721193 110511115 110511115 110511114 
190.008   0  tick   2866680    271792    271792    271792 
190.008   1  tick 101438860 267493592 267493606 267493606 
195.008   1  tick  60297139  45778908  45778894  45778894 
195.008   0  tick    843087    182812    182812    182812 
200.008   0  tick    785003      9288      9288      9288 
200.008   1  tick  42520432  11387838  11387857  11387860 
205.008   0  tick   2884123    172437    172437    172437 
205.008   1  tick  52240037  32212844  32212839  32212838 
210.008   0  tick   1619895     61485     61485     61485 
210.008   1  tick 190991274 325729413 325729415 325729428 
215.008   0  tick    148096      1876      1876      1876 
215.011   1  tick  93672742 124260494 124260478 124260463 
220.008   0  tick   1457698     18353     18353     18353 
220.008   1  tick  30407615  16920314  16920330  16920330 
