 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 10457224 7312164 13 198 0 0 0  0  8  1 -0 -0  0  433  227  198  1  0 99
 0 0 0 10456860 7297060 93 2380 0 0 0 0  0  0  0  0  0  527 1930  266  0  3 97
 0 0 0 10456888 7296960 81 2038 0 0 0 0  0  0  0  0  0  481 1538  261  0  3 97
 0 0 0 10456648 7296868 81 2033 0 0 0 0  0  0  0  0  0  477 1531  259  0  3 97
 1 0 0 10456868 7296968 82 2028 0 0 0 0  0  0  0  0  0  520 1533  306  0  3 97
 0 0 0 10456632 7296888 81 2031 0 0 0 0  0  0  0  0  0  488 1534  265  0  3 97
 1 0 0 10456600 7296844 81 2035 0 0 0 0  0  0  0  0  0  489 1531  263  0  4 96
 0 0 0 10456840 7297036 87 2038 0 0 0 0  0  0  0  0  0  479 1535  264  0  3 97
 0 0 0 10456588 7296836 81 2027 0 0 0 0  0  0  0  0  0  482 1538  267  0  3 97
 0 0 0 10456828 7296924 52 1102 0 0 0 0  0  0  0  0  0  435 1142  220  0  2 98
 0 0 0 10456784 7296880 30 935 0 0 0  0  0  2  0  0  0  490 1032  271  0  1 99
 1 0 0 10456540 7296788 81 2032 0 0 0 0  0  0  0  0  0  470 1528  262  0  3 97
 0 0 0 10456724 7296836 81 2036 0 0 0 0  0  0  0  0  0  464 1535  262  0  3 97
 0 0 0 10456496 7296796 90 2032 0 0 0 0  0  0  0  0  0  479 1531  262  0  3 97
 0 0 0 10456436 7296684 81 2031 0 0 0 0  0  0  0  0  0  468 1536  264  0  3 97
 1 0 0 10456676 7296772 80 2033 0 0 0 0  0  0  0  0  0  471 1533  260  0  3 97
 0 0 0 10456364 7296640 82 2038 0 0 0 0  0  2  0  0  0  518 1532  308  0  3 97
 0 0 0 10456576 7296684 81 2030 0 0 0 0  0  0  0  0  0  480 1534  262  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 10456336 7296588 88 2043 0 0 0 0  0  0  0  0  0  473 1536  261  0  3 97
 0 0 0 10456512 7296608 18 312 0 0 0  0  0  0  0  0  0  428  831  193  0  1 99
 0 0 0 10456512 7296608 63 1721 0 0 0 0  0  0  0  0  0  444 1355  247  0  2 98
 0 0 0 10456264 7296508 80 2034 0 0 0 0  0  0  0  0  0  465 1532  260  0  3 97
 0 0 0 10456192 7296440 82 2032 0 0 0 0  0  2  0  0  0  513 1534  307  0  3 97
 0 0 0 10456392 7296488 81 2030 0 0 0 0  0  0  0  0  0  506 1619  305  0  3 97
 0 0 0 10456112 7296396 81 2035 0 0 0 0  0  0  0  0  0  498 1531  262  0  3 97
 0 0 0 10456308 7296516 90 2042 0 0 0 0  0  0  0  0  0  479 1536  270  0  3 97
 0 0 0 10456268 7296404 81 2031 0 0 0 0  0  0  0  0  0  471 1536  258  0  3 97
 0 0 0 10456264 7296360 82 2043 0 0 0 0  0  0  0  0  0  472 1537  262  0  3 97
 0 0 0 10455980 7296244 81 2037 0 0 0 0  0  2  0  0  0  498 1532  301  0  3 97
 0 0 0 10456140 7296236 12 98 0 0  0  0  0  0  0  0  0  403  718  172  0  1 99
 0 0 0 10456016 7296244 69 1943 0 0 0 0  0  0  0  0  0  480 1453  265  0  3 97
 0 0 0 10456024 7296156 90 2035 0 0 0 0  0  0  0  0  0  497 1533  267  0  3 97
 0 0 0 10455784 7296032 81 2037 0 0 0 0  0  0  0  0  0  492 1533  264  0  3 97
 1 0 0 10455956 7296056 81 2042 0 0 0 0  0  0  0  0  0  470 1537  262  0  3 97
 0 0 0 10455904 7296036 82 2042 0 0 0 0  0  2  0  0  0  513 1531  301  0  3 97
