 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 8998692 5912924 116 2082 0 0 0 0  4  3 -0  0  0  700 1606  268 24  3 73
 0 0 0 9387956 6248160 150 2545 0 0 0 0  0  0  0  0  0  666 2108  266  0  4 96
 0 0 0 9388052 6248048 147 2166 0 0 0 0  0  0  0  0  0  569 1688  257  0  4 96
 0 0 0 9387804 6247892 129 2159 0 0 0 0  0  0  0  0  0  571 1762  300  0  4 96
 0 0 0 9387760 6247908 129 2154 0 0 0 0  0  0  0  0  0  580 1685  268  0  4 96
 0 0 0 9387964 6248052 131 2156 0 0 0 0  0  0  0  0  0  591 1672  279  0  4 96
 0 0 0 9387752 6247980 129 2153 0 0 0 0  0  2  0  0  0  614 1684  303  0  4 96
 0 0 0 9387712 6248000 147 2168 0 0 0 0  0  0  0  0  0  566 1685  264  0  4 96
 0 0 0 9388008 6248064 77 1179 0 0 0  0  0  0  0  0  0  516 1247  216  0  2 98
 0 0 0 9388004 6248060 52 980 0 0  0  0  0  0  0  0  0  494 1101  215  0  2 98
 0 0 0 9387752 6248000 128 2157 0 0 0 0  0  0  0  0  0  571 1688  267  0  4 96
 0 0 0 9387712 6247960 134 2158 0 0 0 0  0  0  0  0  0  583 1672  261  0  4 96
 0 0 0 9387968 6248028 129 2158 0 0 0 0  0  3  0  0  0  628 1685  317  0  4 96
 0 0 0 9387708 6247932 139 2162 0 0 0 0  0  0  0  0  0  590 1674  265  0  4 96
 0 0 0 9387664 6247912 130 2157 0 0 0 0  0  0  0  0  0  565 1683  256  0  4 96
 0 0 0 9387964 6248024 129 2160 0 0 0 0  0  0  0  0  0  577 1675  252  0  4 96
 0 0 0 9387712 6247940 134 2159 0 0 0 0  0  0  0  0  0  568 1685  263  0  4 96
 0 0 0 9387816 6247888 12 98 0  0  0  0  0  0  0  0  0  457  732  195  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9387640 6247868 117 2061 0 0 0 0  0  2  0  0  0  611 1618  299  0  3 96
 0 0 0 9387932 6248132 129 2157 0 0 0 0  0  0  0  0  0  562 1685  263  0  4 96
 0 0 0 9387680 6248024 147 2166 0 0 0 0  0  0  0  0  0  582 1685  260  0  4 96
 0 0 0 9387632 6247860 129 2158 0 0 0 0  0  0  0  0  0  576 1672  258  0  4 96
 0 0 0 9387928 6248000 131 2159 0 0 0 0  0  0  0  0  0  584 1687  267  0  4 96
 0 0 0 9387640 6247888 131 2159 0 0 0 0  0  0  0  0  0  583 1675  257  0  4 96
 0 0 0 9387596 6247824 129 2156 0 0 0 0  0  2  0  0  0  594 1682  298  0  4 96
 0 0 0 9387888 6248092 95 1188 0 0 0  0  0  0  0  0  0  527 1244  226  0  2 98
 0 0 0 9387888 6247948 52 978 0 0  0  0  0  0  0  0  0  497 1108  213  0  2 98
 0 0 0 9387640 6247856 129 2158 0 0 0 0  0  0  0  0  0  739 1761  304  0  4 96
 0 0 0 9387596 6247856 129 2157 0 0 0 0  0  0  0  0  0  563 1687  265  0  4 96
 0 0 0 9387784 6247900 134 2160 0 0 0 0  0  0  0  0  0  590 1675  274  0  4 96
 0 0 0 9387612 6247832 129 2159 0 0 0 0  0  2  0  0  0  643 1685  301  0  4 96
 0 0 0 9387572 6247800 146 2163 0 0 0 0  0  0  0  0  0  589 1682  263  0  4 96
 0 0 0 9387868 6247928 129 2160 0 0 0 0  0  0  0  0  0  583 1689  257  0  4 96
 0 0 0 9387612 6247832 129 2156 0 0 0 0  0  0  0  0  0  574 1669  256  0  4 96
 0 0 0 9387864 6247956 17 98 0  0  0  0  0  0  0  0  0  464  736  181  0  1 99
 0 0 0 9387572 6247800 117 2061 0 0 0 0  0  0  0  0  0  585 1612  258  0  3 97
 0 0 0 9387868 6247928 129 2159 0 0 0 0  0  2  0  0  0  608 1683  300  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9387612 6247972 129 2160 0 0 0 0  0  0  0  0  0  590 1680  262  0  4 96
 0 0 0 9387568 6247940 147 2170 0 0 0 0  0  0  0  0  0  582 1689  260  0  4 96
 0 0 0 9387868 6247928 129 2161 0 0 0 0  0  0  0  0  0  576 1672  257  0  4 96
 0 0 0 9387596 6247824 131 2161 0 0 0 0  0  0  0  0  0  582 1694  268  0  4 96
 0 0 0 9387464 6247696 128 2161 0 0 0 0  0  0  0  0  0  578 1670  274  0  4 96
 0 0 0 9387840 6247900 77 1183 0 0 0  0  0  2  0  0  0  548 1249  261  0  2 98
 0 0 0 9387844 6248048 52 980 0 0  0  0  0  0  0  0  0  496 1110  218  0  2 98
 0 0 0 9387592 6247864 147 2169 0 0 0 0  0  0  0  0  0  574 1686  257  0  4 96
 0 0 0 9387544 6247772 129 2166 0 0 0 0  0  0  0  0  0  573 1674  257  0  4 96
 1 0 0 9387840 6247932 129 2167 0 0 0 0  0  0  0  0  0  578 1689  270  0  4 96
 1 0 0 9387592 6247852 133 2162 0 0 0 0  0  0  0  0  0  576 1670  258  0  4 96
 1 0 0 9387548 6247776 129 2166 0 0 0 0  0  4  0  0  0  631 1685  329  0  4 96
 1 0 0 9387840 6247972 147 2177 0 0 0 0  0  0  0  0  0  582 1681  263  0  4 96
 0 0 0 9387564 6247784 129 2165 0 0 0 0  0  0  0  0  0  576 1685  259  0  4 96
 0 0 0 9387820 6247880 12 98 0  0  0  0  0  0  0  0  0  463  813  217  0  0 100
