64.5,0,26,30,25,18,21,10.956,0.05443,105.5,0,3150,7650,5325,7500,5400,7575,5325,8025,5250
44.55,5,26,30,25,18,21,2.2523,3.1365,0,0,3150,7650,5250,7500,5400,7575,5250,8025,5250
44.61,10,27,30,25,18,21,0.49473,6.4822,0,0,3150,7650,5250,7425,5400,7575,5250,8025,5325
61.26,15,27,30,25,18,21,5.3151,2.7435,0,0,3150,7650,5325,7425,5325,7575,5325,8025,5250
42.96,20,27,31,25,18,21,4.8373,2.5148,0,0,3150,7650,5325,7500,5400,7575,5325,8025,5250
42.75,25,27,31,25,18,21,2.0626,3.055,347.5,0,3150,7575,5250,7425,5400,7500,5250,8025,5250
48.12,30,27,31,25,18,21,0.11033,6.7424,0,0,3225,7575,5325,7425,5400,7575,5325,8025,5325
42.27,35,27,31,25,18,21,8.3437,0.25067,0,0,3150,7650,5250,7425,5400,7575,5250,8025,5250
42.3,40,27,31,25,18,21,7.204,1.2464,0,0,3150,7650,5325,7425,5400,7575,5325,8025,5250
42.36,45,27,31,25,18,21,4.0938,1.9626,0,0,3150,7650,5250,7425,5400,7575,5250,7950,5250
42.18,50,27,31,25,18,21,6.0115,1.6979,0,0,3150,7650,5325,7425,5400,7575,5250,7950,5250
42.72,55,27,31,25,18,21,8.1907,0.582,186,0,3150,7650,5250,7500,5400,7500,5325,7950,5250
42.24,60,28,31,25,18,21,9.172,0.13681,0,0,3150,7650,5250,7500,5400,7575,5325,8025,5250
42.15,65,27,31,25,18,21,0.98257,2.674,0,0,3150,7575,5325,7425,5400,7575,5325,7950,5250
42.09,70,27,31,25,18,21,3.5139,1.6476,0,0,3150,7575,5325,7500,5400,7575,5250,8025,5250
42.21,75,28,31,25,18,21,5.3626,2.8017,0,0,3150,7650,5250,7425,5400,7575,5325,7950,5250
42.12,80,28,31,25,18,21,9.698,2.0898,0,0,3150,7650,5325,7425,5400,7575,5250,7950,5250
42.57,85,27,31,25,18,21,1.9265,2.9217,189.5,0,3150,7650,5325,7425,5400,7575,5250,8025,5250
42.15,90,28,31,25,18,21,0.1084,3.0095,0,0,3150,7650,5250,7425,5400,7575,5325,7950,5250
42.12,95,28,31,25,18,21,8.4191,0.24018,0,0,3150,7650,5250,7500,5400,7575,5325,7950,5250
42.15,100,28,31,25,18,21,1.1734,3.0682,0,0,3150,7650,5250,7425,5400,7575,5325,8025,5325
42.24,105,28,31,25,18,21,0.44759,3.3442,0,0,3150,7650,5325,7500,5400,7575,5250,7950,5325
42.27,110,31,33,25,18,21,6.1867,1.279,0,0,3150,7650,5325,7500,5325,7500,5250,7950,5250
42.75,115,29,31,25,18,21,8.467,0.76388,806,0,3150,7650,5325,7500,5400,7575,5250,8025,5250
42.15,120,28,31,25,18,21,6.8864,4.0672,0,0,3150,7650,5325,7425,5400,7500,5325,8025,5250
42.3,125,30,34,25,18,21,0.89046,3.228,0,0,3150,7575,5250,7500,5325,7575,5250,7950,5250
42.18,130,28,33,25,18,21,8.3427,0.22502,0,0,3225,7650,5325,7500,5400,7575,5325,7950,5325
42.21,135,27,31,25,18,21,17.914,0.13263,0,0,3150,7575,5325,7425,5400,7575,5325,7950,5325
42.15,140,28,35,25,18,21,4.6409,3.1019,0,0,3150,7575,5250,7425,5400,7575,5250,8025,5250
42.75,145,29,32,25,18,21,1.0699,2.6681,219,0,3150,7575,5250,7425,5400,7575,5250,7950,5250
42.18,150,28,31,25,18,21,11.604,1.0397,0,0,3225,7650,5325,7500,5400,7575,5325,7950,5250
42.24,155,28,34,25,18,20,8.4637,0.33852,0,0,3150,7575,5250,7425,5400,7575,5250,7950,5250
42.24,160,29,33,25,18,20,1.151,3.3859,0,0,3225,7650,5250,7425,5400,7575,5250,7950,5250
42.27,165,28,31,25,18,20,0.47795,6.6255,0,0,3225,7650,5250,7425,5400,7575,5250,7950,5250
42.3,170,28,34,25,18,20,6.5529,2.0376,0,0,3150,7575,5250,7425,5400,7575,5250,8025,5250
42.69,175,28,35,25,18,20,4.0851,0.35545,234,0,3150,7650,5325,7425,5400,7575,5325,7950,5250
42.21,180,27,32,25,17,20,1.3354,5.2195,0,0,3150,7650,5325,7425,5400,7575,5325,7950,5250
42.06,185,30,32,25,17,20,0.41622,2.7117,0,0,3150,7575,5325,7425,5400,7575,5325,7950,5250
42.18,190,31,33,25,17,20,8.4106,0.39616,0,0,3150,7650,5250,7500,5400,7500,5250,7950,5250
42,195,28,31,25,17,20,7.012,0.19525,0,0,3150,7650,5250,7500,5400,7500,5250,7950,5250
42.15,200,30,31,25,17,20,4.5624,3.0731,0,0,3150,7575,5250,7425,5400,7575,5250,7950,5250
42.81,205,30,33,25,17,20,1.017,1.7028,249.5,0,3225,7650,5250,7500,5400,7500,5250,7950,5250
42.15,210,29,31,25,17,20,21.264,0.32135,0,0,3225,7650,5250,7500,5400,7500,5250,7950,5250
42.18,215,30,31,25,17,20,18.069,0.090985,0,0,3150,7650,5325,7425,5400,7575,5325,7950,5250
42.3,220,29,34,25,17,20,1.0171,6.3608,0,0,3150,7650,5325,7425,5400,7575,5325,8025,5325
42.21,225,28,32,25,17,20,0.4548,2.114,0,0,3150,7650,5325,7425,5400,7575,5325,8025,5325
