Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,44,47,35,44,3567.2,3645.6,8662,8236,1531183,1531775,1531479,14468109,20591812,17529961,23501830,23552320,23527075,590052,491974,338873,525359,207.7,115.9,1.65,155.78,124.62,62.31,1.53,17.53,23.53,5.9,4.92,3.39,5.25,6,1.5,81,5.5,82944,5632
5,44,47,35,45,3567.2,3645.6,8662,8449,1527468,1527426,1527447,16079969,16087246,16083608,20000302,19991407,19995855,357870,209709,375669,599419,207.7,116,1.65,155.78,124.62,62.31,1.53,16.08,20,3.58,2.1,3.76,5.99,0,0,0,0,0,0
10,44,47,35,44,3567.2,3567.2,8449,8236,1557317,1557359,1557338,14930390,14931083,14930737,16112163,16118081,16115122,404205,206477,377673,417120,207.8,116,1.65,155.85,124.68,62.34,1.56,14.93,16.12,4.04,2.06,3.78,4.17,0,1,0,1,0,1024
15,44,47,35,44,3567.2,3567.2,8449,8449,1531518,1531518,1531518,18489352,18491617,18490485,26134685,26135899,26135292,364388,246046,387425,819433,207.9,115.9,1.65,155.93,124.74,62.37,1.53,18.49,26.14,3.64,2.46,3.87,8.19,0,0,0,0,0,0
20,44,47,35,44,3567.2,3567.2,8662,8236,1537607,1537607,1537607,14842579,14842299,14842439,16033147,16041019,16037083,444133,139548,418783,394893,207.4,116,1.66,155.55,124.44,62.22,1.54,14.84,16.04,4.44,1.4,4.19,3.95,0,1,0,22,0,22528
25,44,47,35,44,3567.2,3567.2,8449,8236,1548348,1548348,1548348,14276762,14274889,14275826,14496303,14490414,14493359,459234,363922,338922,222646,207.3,116,1.68,155.48,124.38,62.19,1.55,14.28,14.49,4.59,3.64,3.39,2.23,0,0,0,0,0,0
30,44,46,35,45,3567.2,3567.2,8449,8236,1541369,1541369,1541369,16044563,16044671,16044617,17784550,17781260,17782905,438355,391213,291291,478044,207.4,116,1.65,155.55,124.44,62.22,1.54,16.04,17.78,4.38,3.91,2.91,4.78,0,0,0,0,0,0
35,45,46,35,45,3567.2,3567.2,8449,8449,1545445,1545419,1545432,15621317,15619786,15620552,18030703,18026587,18028645,474375,313151,315176,438815,207.5,116,1.65,155.63,124.5,62.25,1.55,15.62,18.03,4.74,3.13,3.15,4.39,0,4,0,5,0,5120
40,44,47,35,44,3645.6,3567.2,8662,8236,1315072,1315086,1315079,10604901,10587784,10596343,11569198,11577410,11573304,215116,171369,255060,262398,207.6,116,1.65,155.7,124.56,62.28,1.32,10.6,11.57,2.15,1.71,2.55,2.62,0,1,0,3,0,3072
45,44,47,35,44,3645.6,3645.6,8449,8236,440060,440072,440066,11779592,11800458,11790025,18930558,18928608,18929583,203530,136394,180519,650885,207.7,116,1.65,155.78,124.62,62.31,0.44,11.79,18.93,2.04,1.36,1.81,6.51,0,0,0,0,0,0
50,45,47,35,45,3567.2,3567.2,8449,8449,1550569,1550531,1550550,25274509,25270995,25272752,26246615,26237910,26242263,438376,1507346,442814,399503,207.8,115.9,1.65,155.85,124.68,62.34,1.55,25.27,26.24,4.38,15.07,4.43,4,0,3,0,12.5,0,12800
