Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,42,45,33,42,3567.2,3567.2,8662,8236,1524860,1524572,1524716,15359307,14585029,14972168,15876161,15844033,15860097,435790,334019,334656,251141,206.7,114.8,1.66,155.03,124.02,62.01,1.52,14.97,15.86,4.36,3.34,3.35,2.51,0,0,0,0,0,0
5,42,45,33,42,3567.2,3567.2,8662,8449,1544061,1544067,1544064,16079609,16077158,16078383.5,16014775,16030123,16022449,462412,340615,363035,334013,206.8,114.8,1.66,155.1,124.08,62.04,1.54,16.08,16.02,4.62,3.41,3.63,3.34,29,0,0,0,0,0
10,42,45,33,42,3567.2,3567.2,8662,8449,1547714,1547696,1547705,17594477,17595963,17595220,21850322,21847168,21848745,378211,170667,440220,605093,207,114.9,1.66,155.25,124.2,62.1,1.55,17.6,21.85,3.78,1.71,4.4,6.05,0,1,0,3,0,3072
15,42,45,33,42,3567.2,3567.2,8449,8236,1516921,1516929,1516925,16744177,16740120,16742148.5,18721755,18722160,18721957.5,388256,153668,511834,377469,207.1,114.9,1.66,155.33,124.26,62.13,1.52,16.74,18.72,3.88,1.54,5.12,3.77,0,3,0,27,0,27648
20,42,45,33,42,3567.2,3567.2,8662,8236,1533212,1533177,1533194.5,15845182,15849492,15847337,17066595,17024706,17045650.5,402710,217549,504281,282852,207.1,114.9,1.66,155.33,124.26,62.13,1.53,15.85,17.05,4.03,2.18,5.04,2.83,0,0,0,0,0,0
25,42,45,33,42,3488.8,3645.6,8662,8449,1531191,1531192,1531191.5,18003755,18001770,18002762.5,18009825,18048967,18029396,680041,359602,417636,195243,207.2,114.7,1.66,155.4,124.32,62.16,1.53,18,18.03,6.8,3.6,4.18,1.95,0,0,0,0,0,0
30,42,45,33,42,3488.8,3567.2,8449,8236,1529591,1529635,1529613,15956613,15958965,15957789,16303569,16308229,16305899,447495,326441,344165,291871,206.7,114.8,1.73,155.03,124.02,62.01,1.53,15.96,16.31,4.47,3.26,3.44,2.92,0,0,0,0,0,0
35,42,45,33,42,3488.8,3567.2,8662,8449,1552093,1552093,1552093,15486261,15472878,15479569.5,15441702,15444402,15443052,484383,388939,321196,292637,206.7,114.9,1.68,155.03,124.02,62.01,1.55,15.48,15.44,4.84,3.89,3.21,2.93,0,0,0,0,0,0
40,42,45,33,42,3567.2,3645.6,8662,8236,1340534,1340578,1340556,12091791,10590970,11341380.5,13189106,13196771,13192938.5,255697,174374,215422,404611,206.7,114.8,1.66,155.03,124.02,62.01,1.34,11.34,13.19,2.56,1.74,2.15,4.05,0,5,0,13,0,13312
45,42,45,33,42,3567.2,3645.6,8662,8023,423285,423241,423263,7306061,8815504,8060782.5,9047315,9039636,9043475.5,294548,162885,160079,141032,206.8,114.8,1.67,155.1,124.08,62.04,0.42,8.06,9.04,2.95,1.63,1.6,1.41,0,5,0,15.5,0,15872
50,42,45,33,42,3567.2,3567.2,8662,8236,1538688,1538688,1538688,16290427,16295002,16292714.5,17226293,17223802,17225047.5,438957,345343,382393,256549,206.8,114.8,1.67,155.1,124.08,62.04,1.54,16.29,17.23,4.39,3.45,3.82,2.57,0,0,0,0,0,0
55,42,45,33,42,3488.8,3567.2,8662,8236,1540327,1540327,1540327,16435683,16433615,16434649,17702003,17705752,17703877.5,417182,255315,468704,319259,206.9,114.8,1.67,155.18,124.14,62.07,1.54,16.43,17.7,4.17,2.55,4.69,3.19,0,1,0,8,0,8192
60,42,45,33,42,3567.2,3567.2,8449,8236,1533639,1533639,1533639,16172017,16169045,16170531,16456808,16455125,16455966.5,462642,335516,462480,145906,207,114.9,1.67,155.25,124.2,62.1,1.53,16.17,16.46,4.63,3.36,4.62,1.46,0,0,0,0,0,0
65,42,45,33,42,3567.2,3645.6,8662,8449,1542267,1542267,1542267,16840059,16840085,16840072,17587096,17585131,17586113.5,517525,299583,367971,353213,207,114.9,1.67,155.25,124.2,62.1,1.54,16.84,17.59,5.18,3,3.68,3.53,0,0,0,0,0,0
70,42,44,33,42,3488.8,3645.6,8662,8236,1539129,1539095,1539112,18138474,18140328,18139401,21074463,21070808,21072635.5,441828,333234,337826,505444,207.1,114.8,1.67,155.33,124.26,62.13,1.54,18.14,21.07,4.42,3.33,3.38,5.05,0,3,0,10,0,10240
75,42,44,33,42,3567.2,3567.2,8662,8449,1537662,1537696,1537679,16303927,16307803,16305865,16447826,16449194,16448510,457683,403172,385518,204563,206.9,114.9,1.67,155.18,124.14,62.07,1.54,16.31,16.45,4.58,4.03,3.86,2.05,0,4,0,17.5,0,17920
80,42,44,33,42,3567.2,3567.2,8662,8449,1554190,1554190,1554190,15572130,15568072,15570101,16049781,16053424,16051602.5,500549,315236,396345,226958,206.5,114.8,1.72,154.88,123.9,61.95,1.55,15.57,16.05,5.01,3.15,3.96,2.27,0,0,0,0,0,0
85,42,44,33,42,3567.2,3645.6,8662,8236,1560680,1560680,1560680,15528838,15529669,15529253.5,15897496,15902271,15899883.5,558507,303376,388142,221142,206.7,114.9,1.67,155.03,124.02,62.01,1.56,15.53,15.9,5.59,3.03,3.88,2.21,0,0,0,0,0,0
90,42,44,33,42,3567.2,3567.2,8662,8449,956704,956712,956708,10142653,10117715,10130184,10369077,10368236,10368656.5,292927,194306,313017,88256,206.7,114.7,1.68,155.03,124.02,62.01,0.96,10.13,10.37,2.93,1.94,3.13,0.88,0,0,0,0,0,0
95,42,44,33,42,3567.2,3645.6,8662,8236,821757,821749,821753,10049788,10074914,10062351,10529857,10525526,10527691.5,295686,134020,155648,276648,206.7,114.8,1.68,155.03,124.02,62.01,0.82,10.06,10.53,2.96,1.34,1.56,2.77,0,0,0,0,0,0
100,42,44,33,42,3567.2,3645.6,8449,8236,1551834,1551804,1551819,17108191,17106487,17107339,20091760,20087637,20089698.5,478230,298786,326861,503595,206.8,114.8,1.68,155.1,124.08,62.04,1.55,17.11,20.09,4.78,2.99,3.27,5.04,0,4,0,21,0,21504
105,42,44,33,42,3567.2,3645.6,8662,8449,1554447,1554477,1554462,15670383,15671869,15671126,15581974,15587420,15584697,510305,376730,303937,258331,206.8,114.8,1.68,155.1,124.08,62.04,1.55,15.67,15.58,5.1,3.77,3.04,2.58,0,5,0,17,0,17408
110,42,45,33,42,3567.2,3567.2,8662,8449,1541339,1541339,1541339,16196618,16196443,16196530.5,16806321,16805392,16805856.5,437969,314206,336222,336323,206.9,114.9,1.68,155.18,124.14,62.07,1.54,16.2,16.81,4.38,3.14,3.36,3.36,0,0,0,0,0,0
115,42,45,33,42,3567.2,3567.2,8662,8449,1542805,1542805,1542805,16503755,16504069,16503912,16806004,16809457,16807730.5,457832,374870,340909,280980,207,114.7,1.68,155.25,124.2,62.1,1.54,16.5,16.81,4.58,3.75,3.41,2.81,0,0,0,0,0,0
120,42,45,33,42,3488.8,3567.2,8449,8449,1536542,1536542,1536542,15482678,15482695,15482686.5,17089976,17084638,17087307,379743,140349,427909,429082,207.2,114.8,1.67,155.4,124.32,62.16,1.54,15.48,17.09,3.8,1.4,4.28,4.29,0,1,0,9.5,0,9728
125,42,45,33,42,3567.2,3567.2,8662,8236,1530369,1530369,1530369,17955753,17958541,17957147,19468413,19470254,19469333.5,415426,240226,421000,489630,207,114.8,1.66,155.25,124.2,62.1,1.53,17.96,19.47,4.15,2.4,4.21,4.9,0,0,0,0,0,0
130,42,45,33,42,3567.2,3567.2,8662,8449,1531632,1531632,1531632,18554206,18553600,18553903,22797550,22799998,22798774,386345,185001,459399,573814,206.7,114.9,1.73,155.03,124.02,62.01,1.53,18.55,22.8,3.86,1.85,4.59,5.74,0,5,0,25,0,25600
135,42,44,33,42,3567.2,3567.2,8662,8236,1530914,1530914,1530914,16188422,16184005,16186213.5,17630652,17627429,17629040.5,419040,184712,463035,375634,206.6,114.9,1.66,154.95,123.96,61.98,1.53,16.19,17.63,4.19,1.85,4.63,3.76,0,4,0,19,0,19456
140,42,44,33,42,3567.2,3567.2,8662,8236,732031,732011,732021,4622527,4580991,4601759,5076894,5079210,5078052,88607,34454,62922,112823,206.6,114.9,1.66,154.95,123.96,61.98,0.73,4.6,5.08,0.89,0.34,0.63,1.13,0,0,0,0,0,0
145,42,44,33,42,3567.2,3567.2,8662,8449,1025995,1026015,1026005,14989688,15033132,15011410,17372276,17373473,17372874.5,407801,116945,394058,465527,206.8,114.9,1.66,155.1,124.08,62.04,1.03,15.01,17.37,4.08,1.17,3.94,4.66,0,1,0,4,0,4096
150,42,44,33,42,3567.2,3567.2,8449,8236,1559646,1559646,1559646,15296159,15296468,15296313.5,15496875,15497717,15497296,479519,344809,336947,266798,206.8,114.9,1.66,155.1,124.08,62.04,1.56,15.3,15.5,4.8,3.45,3.37,2.67,0,0,0,0,0,0
155,42,45,33,42,3567.2,3567.2,8662,8236,1540617,1540617,1540617,16454128,16451708,16452918,16848689,16843671,16846180,462946,338754,356347,350181,206.8,114.9,1.66,155.1,124.08,62.04,1.54,16.45,16.85,4.63,3.39,3.56,3.5,0,0,0,0,0,0
