155.78,152.46,3.3167,0.021291
155.78,152.83,2.9488,0.018929
155.85,151.25,4.6019,0.029528
155.93,151.35,4.5816,0.029382
155.55,151.65,3.9006,0.025076
155.48,151.25,4.2336,0.027229
155.55,152.15,3.4009,0.021863
155.63,152.8,2.8269,0.018164
155.7,151.66,4.0445,0.025976
155.78,151.12,4.656,0.029888
155.85,153.55,2.3001,0.014759
155.85,150.96,4.8885,0.031366
155.93,152.79,3.1446,0.020167
156,152.95,3.048,0.019539
155.55,151.99,3.5596,0.022884
155.63,152.87,2.7609,0.01774
155.63,153.14,2.4946,0.016029
155.63,152.6,3.0314,0.019478
155.7,153.07,2.632,0.016904
155.78,151.56,4.222,0.027102
155.78,153.45,2.325,0.014925
155.93,151.63,4.3041,0.027603
156,151.77,4.2327,0.027133
155.85,152.89,2.9592,0.018988
155.63,153.38,2.2535,0.01448
155.63,152.88,2.7505,0.017673
155.7,151.59,4.1065,0.026374
155.78,152.82,2.9578,0.018987
155.78,153.28,2.4965,0.016026
155.85,152.89,2.964,0.019018
155.93,152.95,2.9787,0.019103
155.93,153.53,2.3982,0.01538
156,153.19,2.8127,0.01803
155.93,153.01,2.9219,0.018738
155.63,153.47,2.1574,0.013863
155.7,152.81,2.8947,0.018592
155.78,153.52,2.262,0.01452
155.7,153.34,2.3563,0.015134
155.78,152.77,3.0124,0.019337
155.85,152.99,2.8644,0.018379
155.93,153.53,2.4021,0.015405
155.93,152.87,3.0619,0.019637
156,153.38,2.6234,0.016816
155.78,153.32,2.4554,0.015762
155.63,152.9,2.7328,0.01756
155.7,153.7,2.0032,0.012866
155.7,153.48,2.2248,0.014289
155.78,153.46,2.3247,0.014923
155.85,151.01,4.8367,0.031035
155.85,153.75,2.0997,0.013473
155.93,152.95,2.9831,0.019131
156,153.41,2.5879,0.016589
156,153.64,2.3632,0.015149
155.63,153.52,2.1136,0.013581
155.63,151.98,3.6542,0.02348
155.63,154.36,1.273,0.0081799
155.7,152.97,2.7255,0.017505
173.63,154.74,18.888,0.10878
172.28,153,19.283,0.11193
171.6,153.04,18.557,0.10814
171.3,158.49,12.807,0.074761
171.3,165.81,5.4921,0.032061
171.23,165.73,5.4992,0.032116
170.93,164.41,6.5189,0.038138
170.93,167.22,3.7106,0.021709
170.93,166.12,4.8107,0.028144
171.15,165.97,5.178,0.030254
171.08,166.55,4.5305,0.026482
171.08,165.92,5.1623,0.030175
171.3,167.1,4.2023,0.024532
171.68,163.59,8.0877,0.047109
171.68,163.99,7.6944,0.044818
171.6,167.24,4.3646,0.025435
171.38,169.49,1.8934,0.011048
171.45,169.48,1.9657,0.011465
171.6,166.59,5.0064,0.029175
171.53,169.02,2.5051,0.014604
171.68,167.97,3.7106,0.021614
171.75,168.86,2.8931,0.016845
171.53,168.54,2.989,0.017425
171.38,167.89,3.4929,0.020381
171.45,168.54,2.9089,0.016967
171.53,164.27,7.2621,0.042337
171.38,165.24,6.1354,0.0358
171.53,163.44,8.0875,0.047149
171.6,169.46,2.138,0.012459
171.68,169.42,2.2576,0.01315
171.75,170.58,1.168,0.0068003
171.83,168.22,3.6119,0.02102
171.9,170.1,1.8018,0.010482
171.98,169.81,2.1742,0.012642
172.05,169.3,2.7456,0.015958
171.45,169.79,1.6634,0.0097021
171.23,168.97,2.2583,0.013189
171,169.27,1.7263,0.010095
171.3,165.28,6.0184,0.035133
171.75,163.84,7.9131,0.046073
171.3,163.65,7.6472,0.044642
171.3,162.63,8.6736,0.050634
171.6,161.41,10.188,0.059368
171.3,160.38,10.924,0.063768
176.55,160.77,15.783,0.089399
174.75,161.03,13.72,0.078514
174.08,160.23,13.848,0.07955
173.78,161.89,11.893,0.068436
173.63,163.39,10.236,0.058954
173.48,163.74,9.7413,0.056152
173.48,162.72,10.756,0.062
173.63,162.52,11.108,0.063975
173.63,162.67,10.962,0.063134
173.63,162.14,11.494,0.066197
169.28,161.86,7.4174,0.043817
169.88,161.95,7.931,0.046686
173.93,163.19,10.735,0.061722
173.4,156.98,16.418,0.094683
173.1,159.44,13.655,0.078886
172.95,162.36,10.59,0.061229
172.95,162.28,10.672,0.061703
172.95,163.15,9.8031,0.056682
173.03,162.25,10.779,0.062296
173.1,161.96,11.139,0.064352
172.05,162.04,10.014,0.058204
171.68,162.67,9.0146,0.052508
174.23,162.77,11.465,0.065802
173.55,158.88,14.665,0.084502
173.25,159.72,13.532,0.078109
173.18,162.08,11.102,0.064104
173.1,162.11,10.992,0.063503
173.1,161.45,11.65,0.067302
173.25,161.49,11.761,0.067887
173.03,162.43,10.601,0.061266
172.8,162.31,10.491,0.060713
172.88,162.23,10.652,0.061617
172.88,162.49,10.387,0.060083
171.38,161.58,9.802,0.057194
172.43,161.89,10.544,0.061148
175.43,161.36,14.071,0.080206
174.38,157.62,16.757,0.096093
174,162.64,11.364,0.065312
173.78,162.27,11.509,0.066229
173.55,162.79,10.757,0.061981
173.25,161.86,11.393,0.065762
173.25,162.27,10.985,0.063405
173.33,162.22,11.11,0.064097
173.25,161.66,11.587,0.06688
173.33,162.74,10.594,0.061121
169.5,162.25,7.2496,0.042771
169.73,163.27,6.4577,0.038047
170.33,163.72,6.6053,0.038779
170.63,158.72,11.915,0.069829
170.78,157.24,13.54,0.079285
170.03,158.34,11.692,0.068767
170.33,156.12,14.209,0.08342
170.4,158.48,11.915,0.069924
170.55,157.59,12.964,0.07601
170.7,158.12,12.584,0.073723
170.78,158.19,12.59,0.073721
170.85,158.16,12.691,0.074281
170.93,158.3,12.625,0.073863
171.08,158.68,12.401,0.072486
170.7,157.2,13.501,0.079093
170.78,155.16,15.622,0.091475
170.85,154.24,16.61,0.097222
170.85,155.91,14.939,0.087437
170.93,156.9,14.03,0.082082
171,156.03,14.975,0.087572
171.08,157.23,13.853,0.080972
171.15,156.01,15.136,0.088437
171.23,156.37,14.858,0.086771
171.08,155.42,15.659,0.091532
170.78,158,12.783,0.07485
170.78,156.77,14.011,0.08204
170.78,154.64,16.14,0.094506
170.85,153.79,17.061,0.099858
171,153.43,17.569,0.10275
171.15,154.48,16.673,0.097419
171.23,154.18,17.052,0.099583
171.23,155.38,15.849,0.092559
171.3,155.45,15.851,0.092536
171.08,156.54,14.539,0.084983
171,155.48,15.519,0.090757
171,156.38,14.617,0.085482
171.08,155.8,15.277,0.089295
171.08,156.37,14.708,0.085973
171,156,14.996,0.087693
171,156.45,14.546,0.085066
171,155.15,15.855,0.092719
170.93,154.9,16.031,0.093785
170.85,154.57,16.277,0.095273
170.48,154.42,16.063,0.094224
170.4,158.02,12.383,0.072671
170.48,159.17,11.312,0.066352
170.55,159.14,11.412,0.066914
170.55,159.34,11.206,0.065707
170.55,159.35,11.195,0.065643
170.7,160.14,10.555,0.061835
170.7,159.74,10.962,0.064218
170.85,159.7,11.151,0.065271
170.7,159.26,11.439,0.067012
170.18,158.22,11.961,0.070284
169.58,157.78,11.796,0.069559
169.2,159.7,9.4968,0.056128
169.35,156.71,12.638,0.074629
170.03,156.83,13.197,0.077617
170.03,157.23,12.804,0.075305
170.4,158.32,12.079,0.070885
170.7,159.67,11.03,0.064614
170.93,159.95,10.979,0.064234
170.78,159.84,10.943,0.064076
170.63,159.22,11.407,0.066854
170.63,159.64,10.992,0.064421
170.63,159.64,10.988,0.064395
170.7,159.74,10.961,0.06421
170.78,159.9,10.881,0.063713
170.78,159.84,10.937,0.064039
170.85,159.33,11.519,0.06742
170.55,159.38,11.167,0.065475
169.58,159.14,10.444,0.061587
168.75,159.18,9.5658,0.056686
168.45,158.94,9.5055,0.056429
168.83,156.31,12.518,0.074147
172.2,156.1,16.104,0.093521
171.45,155.17,16.278,0.094945
171.15,158.3,12.848,0.07507
170.93,159.44,11.493,0.06724
170.93,158.91,12.024,0.070347
170.93,159.18,11.748,0.068731
170.85,159.3,11.553,0.06762
170.48,159.2,11.284,0.066189
170.55,159.21,11.341,0.066499
170.63,158.11,12.517,0.073356
170.63,158.56,12.068,0.070725
170.63,157.92,12.706,0.074466
170.78,158.08,12.703,0.074382
170.85,159.26,11.589,0.067829
170.93,157.79,13.138,0.076864
170.25,157.03,13.217,0.077634
169.2,158.07,11.134,0.065803
168.38,157.46,10.919,0.064847
168.23,156.44,11.789,0.070077
168.3,153.53,14.771,0.087766
172.2,153.21,18.985,0.11025
171.53,156.6,14.932,0.087052
171.15,155.52,15.625,0.091297
169.88,159.67,10.208,0.060088
170.33,158.73,11.603,0.068123
170.78,160.31,10.472,0.06132
170.48,158.75,11.731,0.06881
170.18,158.34,11.836,0.069548
170.1,158.52,11.582,0.06809
169.95,157.62,12.33,0.072553
170.55,154.79,15.764,0.092433
170.33,155.6,14.731,0.086484
170.78,159.33,11.448,0.067034
171.15,157.29,13.855,0.080954
