Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,time , HT0, HT1, HT2, c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,Watts,Amps,Volts,InputDCPwr,AllPwrExtBd,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
900,41,53,34,47,3567.2,3567.2,9656,9656,905,5.26E+05,5.99E+07,2.18E+07,1.93E+05,2.10E+05,4019766,5197254,0.5257397,59.89671,21.77518,1.93E+00,2.10E+00,4.02E+01,5.20E+01,2059,1144,2355.496,1648.8472,1319.07776,65.953888,0,0,0,0,0,0
905,41,52,34,47,3645.6,3645.6,9656,9656,910,517859,61005616,2.14E+07,1.93E+05,2.02E+05,5.36E+06,3.89E+06,0.517859,61.005616,21.44052,1.93E+00,2.02E+00,5.36E+01,3.89E+01,2059,1143,2353.437,1647.4059,1317.92472,65.896236,0,0,0,0,0,0
910,41,53,34,47,3645.6,3645.6,9372,9656,915,5.23E+05,6.29E+07,2.19E+07,179162,2.02E+05,523737,8746262,0.5229853,62.88632,21.9265,1.79E+00,2.02E+00,5.24E+00,8.75E+01,2061,1144,2357.784,1650.4488,1320.35904,66.017952,0,0,0,0,0,0
915,41,52,34,47,3645.6,3645.6,9372,9372,920,1110538,2.77E+07,3.97E+07,1.17E+05,1.05E+05,523737,5.58E+05,1.110538,27.72016,39.65509,1.17E+00,1.05E+00,5.24E+00,5.58E+00,2059,1144,2355.496,1648.8472,1319.07776,65.953888,0,0,0,0,0,0
920,41,52,34,47,3645.6,3645.6,9656,9656,925,116911,5.61E+07,1.90E+07,1.17E+05,1.59E+05,6.77E+04,9252337,0.116911,56.06717,19.03899,1.17E+00,1.59E+00,6.77E-01,9.25E+01,2216,1143,2532.888,1773.0216,1418.41728,70.920864,0,12.4,0,87.8,0,87800
925,41,53,34,47,3645.6,3567.2,9656,9656,930,5.16E+05,6.26E+07,21886667,1.17E+05,224701,6.09E+06,3.31E+06,0.5164437,62.64016,21.886667,1.17E+00,2.25E+00,6.09E+01,3.31E+01,2059,1143,2353.437,1647.4059,1317.92472,65.896236,0,0,0,0,0,0
930,42,52,34,47,3645.6,3645.6,9656,9372,935,5.21E+05,6.01E+07,2.18E+07,1.83E+05,224701,1.59E+05,9.20E+06,0.5205147,60.08089,21.80071,1.83E+00,2.25E+00,1.59E+00,9.20E+01,2060,1144,2356.64,1649.648,1319.7184,65.98592,0,0,0,0,0,0
935,41,52,34,47,3724,3645.6,9656,9656,940,5.25E+05,60908186,21343822,1.83E+05,2.12E+05,3.15E+06,6144303,0.5254193,60.908186,21.343822,1.83E+00,2.12E+00,3.15E+01,6.14E+01,2058,1145,2356.41,1649.487,1319.5896,65.97948,0,0,0,0,0,0
940,41,52,34,47,3645.6,3645.6,9656,9656,945,522844,6.29E+07,2.23E+07,1.83E+05,219095,3.38E+06,5937562,0.522844,62.92938,22.25906,1.83E+00,2.19E+00,3.38E+01,5.94E+01,2058,1144,2354.352,1648.0464,1318.43712,65.921856,0,0,0,0,0,0
945,41,51,34,47,3645.6,3645.6,9656,9656,950,5.71E+05,6.28E+07,2.28E+07,269189,219095,8.23E+06,1002967,0.5710083,62.84129,22.83641,2.69E+00,2.19E+00,8.23E+01,1.00E+01,2062,1143,2356.866,1649.8062,1319.84496,65.992248,0,0,0,0,0,0
950,41,51,34,46,3645.6,3645.6,9372,9656,955,5.26E+05,6.22E+07,21740473,3.02E+05,219095,5273281,3992230,0.5258807,62.21327,21.740473,3.02E+00,2.19E+00,5.27E+01,3.99E+01,2062,1144,2358.928,1651.2496,1320.99968,66.049984,0,16.2,0,100.6,0,100600
955,42,52,34,46,3645.6,3645.6,9656,9656,960,5.25E+05,8.93E+07,31412604,3.02E+05,1.74E+05,8.69E+05,1.30E+07,0.5246833,89.28544,31.412604,3.02E+00,1.74E+00,8.69E+00,1.30E+02,2058,1143,2352.294,1646.6058,1317.28464,65.864232,0,0,0,0,0,0
960,41,51,34,46,3645.6,3645.6,9372,9656,965,5.23E+05,5.85E+07,21216767,3.02E+05,1.33E+05,1.47E+07,13628398,0.5230797,58.52809,21.216767,3.02E+00,1.33E+00,1.47E+02,1.36E+02,2028,1143,2318.004,1622.6028,1298.08224,64.904112,0,0,0,0,0,0
965,41,51,34,46,3645.6,3645.6,9656,9372,970,7.42E+05,28881264,39720477,116418,166722,1.47E+07,26997315,0.7422577,28.881264,39.720477,1.16E+00,1.67E+00,1.47E+02,2.70E+02,2025,1144,2316.6,1621.62,1297.296,64.8648,0,0,0,0,0,0
970,41,51,34,46,3645.6,3645.6,9656,9372,975,3.75E+05,4.14E+07,27925881,116418,222163,25918879,26997315,0.3753265,41.35289,27.925881,1.16E+00,2.22E+00,2.59E+02,2.70E+02,2062,1144,2358.928,1651.2496,1320.99968,66.049984,0,0,0,0,0,0
975,41,51,34,46,3645.6,3645.6,9656,9372,980,8.51E+05,46570495,3.42E+07,528773,222163,25918879,40076660,0.8512415,46.570495,34.1916,5.29E+00,2.22E+00,2.59E+02,4.01E+02,2023,1143,2312.289,1618.6023,1294.88184,64.744092,0,0,0,0,0,0
980,41,51,34,46,3645.6,3645.6,9656,9656,985,5.23E+05,6.38E+07,2.26E+07,528773,2.12E+05,18525134,9.87E+06,0.5231307,63.84597,22.64992,5.29E+00,2.12E+00,1.85E+02,9.87E+01,2026,1144,2317.744,1622.4208,1297.93664,64.896832,0,11.4,0,90.4,0,90400
985,41,51,34,46,3645.6,3645.6,9656,9656,990,5.25E+05,62946382,22463191,528773,1.86E+05,19350867,9.01E+06,0.5246893,62.946382,22.463191,5.29E+00,1.86E+00,1.94E+02,9.01E+01,2024,1144,2315.456,1620.8192,1296.65536,64.832768,0,0,0,0,0,0
990,41,51,34,46,3645.6,3645.6,9656,9656,995,5.21E+05,60309350,21825500,2.10E+05,1.86E+05,16011301,1.22E+07,0.5211753,60.30935,21.8255,2.10E+00,1.86E+00,1.60E+02,1.22E+02,2023,1143,2312.289,1618.6023,1294.88184,64.744092,0,0,0,0,0,0
995,41,50,34,46,3645.6,3645.6,9656,9656,1000,5.16E+05,66430264,2.37E+07,2.10E+05,525817,1.53E+05,2.79E+07,0.5162577,66.430264,23.70859,2.10E+00,5.26E+00,1.53E+00,2.79E+02,2027,1143,2316.861,1621.8027,1297.44216,64.872108,0,0,0,0,0,0
1000,41,50,34,46,3724,3645.6,9656,9656,1005,5.24E+05,6.30E+07,2.22E+07,2.19E+05,525817,2.23E+07,6.25E+06,0.5236943,62.99597,22.17562,2.19E+00,5.26E+00,2.23E+02,6.25E+01,2027,1145,2320.915,1624.6405,1299.7124,64.98562,0,0,0,0,0,0
1005,41,50,34,46,3645.6,3645.6,9372,9656,1010,5.66E+05,6.13E+07,22214300,2.28E+05,525817,1.28E+07,15222458,0.5664207,61.25435,22.2143,2.28E+00,5.26E+00,1.28E+02,1.52E+02,2029,1144,2321.176,1624.8232,1299.85856,64.992928,0,0,0,0,0,0
1010,41,50,34,46,3645.6,3645.6,9656,9656,1015,5.24E+05,63869777,2.24E+07,2.28E+05,2.30E+05,1.68E+07,1.17E+07,0.5238913,63.869777,22.35165,2.28E+00,2.30E+00,1.68E+02,1.17E+02,2030,1144,2322.32,1625.624,1300.4992,65.02496,0,11,0,91.2,0,91200
1015,42,49,34,46,3567.2,3645.6,9372,9656,1020,4.37E+05,38963476,2.59E+07,4.42E+04,2.30E+05,5.57E+04,1.17E+07,0.4367975,38.963476,25.85525,4.42E-01,2.30E+00,5.57E-01,1.17E+02,2025,1142,2312.55,1618.785,1295.028,64.7514,0,0,0,0,0,0
1020,41,49,34,46,3645.6,3567.2,9372,9656,1025,3.21E+05,5.85E+07,2.14E+07,4.42E+04,1.39E+05,1.66E+05,28188702,0.3210363,58.52781,21.4047,4.42E-01,1.39E+00,1.66E+00,2.82E+02,2153,1141,2456.573,1719.6011,1375.68088,68.784044,0,0,0,0,0,0
1025,41,49,34,46,3645.6,3645.6,9656,9656,1030,5.18E+05,62263641,21661142,4.42E+04,2.30E+05,1.03E+07,1.79E+07,0.5183903,62.263641,21.661142,4.42E-01,2.30E+00,1.03E+02,1.79E+02,2024,1143,2313.432,1619.4024,1295.52192,64.776096,0,0,0,0,0,0
1030,41,49,34,45,3645.6,3645.6,9656,9656,1035,5.22E+05,6.28E+07,2.23E+07,2.19E+05,2.30E+05,6.47E+06,21768975,0.5219407,62.79916,22.34873,2.19E+00,2.30E+00,6.47E+01,2.18E+02,2031,1144,2323.464,1626.4248,1301.13984,65.056992,0,0,0,0,0,0
1035,42,48,34,45,3724,3645.6,9656,9656,1040,583190,1.29E+08,4.48E+07,214399,2.30E+05,2.69E+07,1.36E+06,0.58319,129.2191,44.80708,2.14E+00,2.30E+00,2.69E+02,1.36E+01,2027,1143,2316.861,1621.8027,1297.44216,64.872108,0,0,0,0,0,0
1040,42,48,34,45,3645.6,3645.6,9656,9656,1045,5.19E+05,2.25E+08,76220758,214399,2.39E+05,1.66E+07,11950135,0.5185667,225.2859,76.220758,2.14E+00,2.39E+00,1.66E+02,1.20E+02,2066,1143,2361.438,1653.0066,1322.40528,66.120264,0,10.4,0,92.9,0,92900
1045,41,48,34,45,3645.6,3645.6,9656,9656,1050,5.26E+05,224325894,76279974,214399,2.03E+05,1.93E+05,2.84E+07,0.5263323,224.325894,76.279974,2.14E+00,2.03E+00,1.93E+00,2.84E+02,2064,1142,2357.088,1649.9616,1319.96928,65.998464,0,0,0,0,0,0
1050,41,48,34,45,3645.6,3645.6,9656,9656,1055,5.30E+05,2.21E+08,7.51E+07,2.14E+05,2.03E+05,20756871,7.79E+06,0.5297277,220.7651,75.11896,2.14E+00,2.03E+00,2.08E+02,7.79E+01,2066,1142,2359.372,1651.5604,1321.24832,66.062416,0,0,0,0,0,0
1055,41,48,34,45,3645.6,3645.6,9656,9656,1060,5.16E+05,2.25E+08,7.61E+07,2.14E+05,2.22E+05,1.38E+06,27192458,0.5163167,225.3492,76.12031,2.14E+00,2.22E+00,1.38E+01,2.72E+02,2060,1142,2352.52,1646.764,1317.4112,65.87056,0,0,0,0,0,0
1060,41,48,34,45,3645.6,3645.6,9656,9656,1065,5.28E+05,2.23E+08,75515826,205717,2.22E+05,1.56E+07,1.29E+07,0.5275287,222.6775,75.515826,2.06E+00,2.22E+00,1.56E+02,1.29E+02,2072,1143,2368.296,1657.8072,1326.24576,66.312288,0,0,0,0,0,0
1065,41,48,34,45,3645.6,3645.6,9372,9656,1070,1.72E+05,211731619,7.12E+07,205717,6.03E+04,14115461,14402683,0.1719083,211.731619,71.21855,2.06E+00,6.03E-01,1.41E+02,1.44E+02,2070,1142,2363.94,1654.758,1323.8064,66.19032,0,0,0,0,0,0
1070,41,49,34,45,3645.6,3645.6,9656,9656,1075,492080,223731530,75523279,205717,2.39E+05,177077,2.82E+07,0.49208,223.73153,75.523279,2.06E+00,2.39E+00,1.77E+00,2.82E+02,2104,1142,2402.768,1681.9376,1345.55008,67.277504,0,15,0,106.1,0,106100
1075,41,48,34,45,3645.6,3645.6,9656,9656,1080,776941,1.70E+08,115999592,205717,296548,4.10E+07,2.82E+07,0.776941,170.4726,115.999592,2.06E+00,2.97E+00,4.10E+02,2.82E+02,2059,1141,2349.319,1644.5233,1315.61864,65.780932,0,0,0,0,0,0
1080,42,47,34,45,3645.6,3645.6,9656,9656,1085,5.30E+05,2.23E+08,76544512,2.15E+05,296548,9424114,1.92E+07,0.5301017,223.02,76.544512,2.15E+00,2.97E+00,9.42E+01,1.92E+02,2075,1142,2369.65,1658.755,1327.004,66.3502,0,0,0,0,0,0
1085,41,48,34,45,3567.2,3645.6,9656,9656,1090,5.27E+05,223531185,7.58E+07,2.15E+05,1.91E+05,2.82E+07,1.98E+05,0.5265757,223.531185,75.7974,2.15E+00,1.91E+00,2.82E+02,1.98E+00,2061,1142,2353.662,1647.5634,1318.05072,65.902536,0,0,0,0,0,0
1090,41,47,34,44,3645.6,3645.6,9656,9656,1095,522238,222579027,7.55E+07,2.15E+05,194281,14158286,1.42E+07,0.522238,222.579027,75.53585,2.15E+00,1.94E+00,1.42E+02,1.42E+02,2065,1143,2360.295,1652.2065,1321.7652,66.08826,0,0,0,0,0,0
1095,41,48,34,45,3567.2,3645.6,9656,9656,1100,5.81E+05,2.21E+08,7.58E+07,2.15E+05,1.34E+05,1.09E+07,17551692,0.5809503,221.2707,75.77383,2.15E+00,1.34E+00,1.09E+02,1.76E+02,2057,1142,2349.094,1644.3658,1315.49264,65.774632,0,0,0,0,0,0
1100,42,47,34,44,3645.6,3645.6,9656,9656,1105,5.29E+05,2.26E+08,7.63E+07,2.15E+05,2.43E+05,7.63E+06,2.10E+07,0.5293173,226.2926,76.28197,2.15E+00,2.43E+00,7.63E+01,2.10E+02,2058,1142,2350.236,1645.1652,1316.13216,65.806608,0,15.8,0,105.9,0,105900
1105,41,47,34,44,3567.2,3645.6,9656,9656,1110,784997,96643049,68036425,218858,2.43E+05,7.63E+06,23509036,0.784997,96.643049,68.036425,2.19E+00,2.43E+00,7.63E+01,2.35E+02,2061,1142,2353.662,1647.5634,1318.05072,65.902536,0,0,0,0,0,0
1110,41,48,34,44,3645.6,3645.6,9656,9656,1115,825782,4187717,7.65E+06,9.33E+04,101205,7.63E+06,4.05E+04,0.825782,4.187717,7.654534,9.33E-01,1.01E+00,7.63E+01,4.05E-01,1866,1143,2132.838,1492.9866,1194.38928,59.719464,0,0,0,0,0,0
1115,42,47,34,44,3645.6,3645.6,9656,9372,1120,312173,17011396,1.31E+07,9.33E+04,315581,7.63E+06,373110,0.312173,17.011396,13.14716,9.33E-01,3.16E+00,7.63E+01,3.73E+00,1902,1143,2173.986,1521.7902,1217.43216,60.871608,0,0,0,0,0,0
1120,42,47,33,44,3645.6,3645.6,9372,9656,1125,790910,1.06E+07,9.56E+06,2.40E+05,315581,211759,373110,0.79091,10.57931,9.55953,2.40E+00,3.16E+00,2.12E+00,3.73E+00,1867,1143,2133.981,1493.7867,1195.02936,59.751468,0.4,0,0.4,0,400,0
1125,42,47,34,44,3645.6,3645.6,9656,9656,1130,8.69E+05,10773613,9518962,254403,315581,198900,373110,0.8689795,10.773613,9.518962,2.54E+00,3.16E+00,1.99E+00,3.73E+00,1860,1142,2124.12,1486.884,1189.5072,59.47536,0,0,0,0,0,0
1130,41,47,33,44,3645.6,3645.6,9656,9656,1135,790930,13107449,1.02E+07,254403,346933,2.04E+05,373110,0.79093,13.107449,10.1848,2.54E+00,3.47E+00,2.04E+00,3.73E+00,1865,1143,2131.695,1492.1865,1193.7492,59.68746,0,12,0,123.1,0,123100
1135,42,47,33,44,3645.6,3567.2,9656,9656,1140,7.75E+05,11295724,10273813,254403,207415,2.04E+05,204276,0.7751785,11.295724,10.273813,2.54E+00,2.07E+00,2.04E+00,2.04E+00,1867,1144,2135.848,1495.0936,1196.07488,59.803744,0,0,0,0,0,0
1140,41,47,33,44,3645.6,3645.6,9372,9656,1145,787131,9.74E+06,8896693,218307,207415,190099,204276,0.787131,9.740492,8.896693,2.18E+00,2.07E+00,1.90E+00,2.04E+00,1861,1142,2125.262,1487.6834,1190.14672,59.507336,0,0,0,0,0,0
1145,42,47,33,44,3645.6,3645.6,9656,9656,1150,518739,1.59E+07,6.89E+06,218307,152536,1.69E+05,1.39E+05,0.518739,15.91339,6.894293,2.18E+00,1.53E+00,1.69E+00,1.39E+00,1863,1143,2129.409,1490.5863,1192.46904,59.623452,0,0,0,0,0,0
1150,41,47,33,44,3645.6,3645.6,9656,9656,1155,785899,1.13E+07,9.36E+06,218307,2.74E+05,180640,1.39E+05,0.785899,11.27349,9.36476,2.18E+00,2.74E+00,1.81E+00,1.39E+00,1864,1143,2130.552,1491.3864,1193.10912,59.655456,0,0,0,0,0,0
1155,41,47,33,44,3724,3645.6,9656,9656,1160,8.82E+05,10594739,9.46E+06,273763,2.74E+05,209952,1.39E+05,0.8817325,10.594739,9.46299,2.74E+00,2.74E+00,2.10E+00,1.39E+00,1863,1143,2129.409,1490.5863,1192.46904,59.623452,0,0,0,0,0,0
1160,41,47,33,44,3645.6,3645.6,9372,9656,1165,4.57E+05,9.45E+06,6020683,3.38E+05,2.74E+05,117419,1.39E+05,0.4572365,9.445666,6.020683,3.38E+00,2.74E+00,1.17E+00,1.39E+00,1861,1143,2127.123,1488.9861,1191.18888,59.559444,0,11.6,0,120.3,0,120300
1165,42,47,33,44,3645.6,3645.6,9656,9656,1170,480132,6.33E+06,5.51E+06,3.38E+05,1.21E+05,9.54E+04,1.39E+05,0.480132,6.328866,5.509276,3.38E+00,1.21E+00,9.54E-01,1.39E+00,1899,1143,2170.557,1519.3899,1215.51192,60.775596,0,0,0,0,0,0
1170,41,47,33,44,3567.2,3645.6,9656,9656,1175,791633,9792818,8969975,234398,1.21E+05,185927,1.39E+05,0.791633,9.792818,8.969975,2.34E+00,1.21E+00,1.86E+00,1.39E+00,1859,1142,2122.978,1486.0846,1188.86768,59.443384,0,0,0,0,0,0
1175,41,47,33,44,3567.2,3645.6,9656,9372,1180,7.81E+05,12218513,10272875,234398,2.43E+05,2.34E+05,1.39E+05,0.7808155,12.218513,10.272875,2.34E+00,2.43E+00,2.34E+00,1.39E+00,1861,1143,2127.123,1488.9861,1191.18888,59.559444,0,0,0,0,0,0
1180,42,47,33,44,3645.6,3645.6,9372,9372,1185,780526,10853493,8977024,234398,2.84E+05,2.34E+05,99865,0.780526,10.853493,8.977024,2.34E+00,2.84E+00,2.34E+00,9.99E-01,1859,1143,2124.837,1487.3859,1189.90872,59.495436,0,0,0,0,0,0
1185,42,47,33,44,3645.6,3645.6,9372,9656,1190,859562,9.34E+06,9258649,235025,2.84E+05,2.34E+05,1.97E+05,0.859562,9.336494,9.258649,2.35E+00,2.84E+00,2.34E+00,1.97E+00,1858,1144,2125.552,1487.8864,1190.30912,59.515456,0,0,0,0,0,0
1190,41,47,33,44,3645.6,3645.6,9656,9656,1195,7.79E+05,13642227,1.06E+07,235025,3.70E+05,2.34E+05,140582,0.7789885,13.642227,10.59089,2.35E+00,3.70E+00,2.34E+00,1.41E+00,1865,1143,2131.695,1492.1865,1193.7492,59.68746,0,11.4,0,96.1,0,96100
1195,41,47,33,44,3567.2,3567.2,9372,9656,1200,779748,10767426,1.04E+07,235025,163596,2.34E+05,234879,0.779748,10.767426,10.41267,2.35E+00,1.64E+00,2.34E+00,2.35E+00,1860,1143,2125.98,1488.186,1190.5488,59.52744,0,0,0,0,0,0
1200,42,47,33,43,3645.6,3645.6,9656,9656,1205,783900,9.42E+06,8.40E+06,2.54E+05,163596,2.34E+05,1.03E+05,0.7839,9.421508,8.403032,2.54E+00,1.64E+00,2.34E+00,1.03E+00,1856,1143,2121.408,1484.9856,1187.98848,59.399424,0,0,0,0,0,0
1205,42,47,33,44,3645.6,3645.6,9656,9656,1210,783086,12237191,1.02E+07,2.54E+05,286101,2.34E+05,1.91E+05,0.783086,12.237191,10.19031,2.54E+00,2.86E+00,2.34E+00,1.91E+00,1858,1143,2123.694,1486.5858,1189.26864,59.463432,0,0,0,0,0,0
1210,41,47,33,44,3645.6,3645.6,9656,9656,1215,5.01E+05,2.11E+06,3.09E+06,2.87E+04,9.13E+04,2.34E+05,9.13E+03,0.5005213,2.113473,3.092207,2.87E-01,9.13E-01,2.34E+00,9.13E-02,1861,1144,2128.984,1490.2888,1192.23104,59.611552,0,0,0,0,0,0
1215,41,47,33,44,3645.6,3645.6,9372,9372,1220,6.31E+05,9862348,8996011,2.87E+04,2.26E+05,2.16E+05,9.13E+03,0.6312575,9.862348,8.996011,2.87E-01,2.26E+00,2.16E+00,9.13E-02,1988,1142,2270.296,1589.2072,1271.36576,63.568288,0,0,0,0,0,0
1220,41,46,33,43,3645.6,3645.6,9656,9656,1225,5.24E+05,17000794,7000286,2.87E+04,1.78E+05,161267,142722,0.5240513,17.000794,7.000286,2.87E-01,1.78E+00,1.61E+00,1.43E+00,1861,1144,2128.984,1490.2888,1192.23104,59.611552,0,13,0,96.9,0,96900
1225,41,47,33,43,3645.6,3645.6,9656,9656,1230,7.89E+05,1.04E+07,8.58E+06,2.87E+04,2.70E+05,1.85E+05,142722,0.7887405,10.43736,8.579098,2.87E-01,2.70E+00,1.85E+00,1.43E+00,1857,1143,2122.551,1485.7857,1188.62856,59.431428,0,0,0,0,0,0
1230,42,47,33,43,3567.2,3645.6,9656,9656,1235,7.85E+05,9.84E+06,9077258,2.87E+04,203867,2.16E+05,142722,0.7846275,9.841798,9.077258,2.87E-01,2.04E+00,2.16E+00,1.43E+00,1859,1144,2126.696,1488.6872,1190.94976,59.547488,0,0,0,0,0,0
1235,41,47,33,44,3567.2,3645.6,9656,9656,1240,791818,12503700,10286319,2.87E+04,296072,2.29E+05,142722,0.791818,12.5037,10.286319,2.87E-01,2.96E+00,2.29E+00,1.43E+00,1855,1143,2120.265,1484.1855,1187.3484,59.36742,0,0,0,0,0,0
1240,41,47,33,44,3645.6,3645.6,9656,9656,1245,7.90E+05,1.07E+07,9135064,2.37E+05,296072,2.29E+05,104797,0.7896235,10.73419,9.135064,2.37E+00,2.96E+00,2.29E+00,1.05E+00,1861,1143,2127.123,1488.9861,1191.18888,59.559444,0,0,0,0,0,0
1245,42,46,33,43,3645.6,3645.6,9656,9372,1250,8.71E+05,9917817,8.87E+06,2.55E+05,296072,2.29E+05,135230,0.8709785,9.917817,8.87434,2.55E+00,2.96E+00,2.29E+00,1.35E+00,1859,1144,2126.696,1488.6872,1190.94976,59.547488,0,0,0,0,0,0
1250,41,47,33,43,3645.6,3645.6,9656,9656,1255,798677,13406339,9.79E+06,2.55E+05,397177,2.29E+05,111660,0.798677,13.406339,9.790664,2.55E+00,3.97E+00,2.29E+00,1.12E+00,1860,1143,2125.98,1488.186,1190.5488,59.52744,0,11.8,0,97.9,0,97900
1255,41,47,33,43,3645.6,3645.6,9372,9656,1260,7.85E+05,1.06E+07,9.00E+06,2.36E+05,397177,2.29E+05,125500,0.7846395,10.56433,9.000686,2.36E+00,3.97E+00,2.29E+00,1.26E+00,1855,1143,2120.265,1484.1855,1187.3484,59.36742,0,0,0,0,0,0
1260,41,47,33,43,3645.6,3645.6,9656,9372,1265,2.38E+05,1403235,2.55E+06,2.68E+04,5.68E+04,2.42E+04,125500,0.2379327,1.403235,2.550161,2.68E-01,5.68E-01,2.42E-01,1.26E+00,1854,1143,2119.122,1483.3854,1186.70832,59.335416,0,0,0,0,0,0
1265,41,46,33,43,3645.6,3645.6,9656,9656,1270,7.51E+05,1.25E+07,9.39E+06,2.68E+04,376861,1.61E+05,125500,0.7513255,12.51736,9.385408,2.68E-01,3.77E+00,1.61E+00,1.26E+00,1898,1142,2167.516,1517.2612,1213.80896,60.690448,0,0,0,0,0,0
1270,42,46,33,43,3567.2,3645.6,9656,9372,1275,7.92E+05,9563515,9082788,2.68E+04,1.82E+05,1.61E+05,201790,0.7921605,9.563515,9.082788,2.68E-01,1.82E+00,1.61E+00,2.02E+00,1856,1143,2121.408,1484.9856,1187.98848,59.399424,0,0,0,0,0,0
1275,42,46,33,43,3645.6,3645.6,9372,9656,1280,870266,1.05E+07,9.36E+06,2.68E+04,2.28E+05,1.99E+05,201790,0.870266,10.46073,9.364052,2.68E-01,2.28E+00,1.99E+00,2.02E+00,1859,1144,2126.696,1488.6872,1190.94976,59.547488,0,0,0,0,0,0
1280,41,47,33,43,3645.6,3645.6,9656,9656,1285,7.90E+05,13963673,1.03E+07,2.68E+04,3.96E+05,191884,201790,0.7900655,13.963673,10.34268,2.68E-01,3.96E+00,1.92E+00,2.02E+00,1856,1143,2121.408,1484.9856,1187.98848,59.399424,0,14.8,0,111,0,111000
1285,41,47,33,43,3567.2,3645.6,9656,9656,1290,7.84E+05,1.02E+07,8622029,2.68E+04,260599,1.72E+05,201790,0.7838765,10.21859,8.622029,2.68E-01,2.61E+00,1.72E+00,2.02E+00,1859,1143,2124.837,1487.3859,1189.90872,59.495436,0,0,0,0,0,0
1290,42,47,33,43,3645.6,3645.6,9656,9656,1295,782431,9.59E+06,9735401,193580,260599,1.72E+05,1.93E+05,0.782431,9.592164,9.735401,1.94E+00,2.61E+00,1.72E+00,1.93E+00,1860,1143,2125.98,1488.186,1190.5488,59.52744,0,0,0,0,0,0
1295,42,46,33,43,3645.6,3645.6,9372,9656,1300,785170,13208389,9.97E+06,193580,339670,1.75E+05,1.93E+05,0.78517,13.208389,9.973356,1.94E+00,3.40E+00,1.75E+00,1.93E+00,1858,1143,2123.694,1486.5858,1189.26864,59.463432,0,0,0,0,0,0
1300,41,46,33,43,3645.6,3645.6,9656,9656,1305,792306,1.05E+07,9299984,2.40E+05,339670,1.75E+05,110272,0.792306,10.54029,9.299984,2.40E+00,3.40E+00,1.75E+00,1.10E+00,1854,1143,2119.122,1483.3854,1186.70832,59.335416,0,0,0,0,0,0
1305,41,47,33,43,3645.6,3645.6,9372,9656,1310,5.43E+05,8.47E+06,4167659,8.80E+04,339670,1.04E+05,76321,0.5429567,8.473485,4.167659,8.80E-01,3.40E+00,1.04E+00,7.63E-01,1852,1142,2114.984,1480.4888,1184.39104,59.219552,0,0,0,0,0,0
1310,41,47,33,43,3645.6,3645.6,9656,9656,1315,1.88E+05,8861973,6330480,8.80E+04,2.93E+05,116774,76321,0.1876275,8.861973,6.33048,8.80E-01,2.93E+00,1.17E+00,7.63E-01,1853,1142,2116.126,1481.2882,1185.03056,59.251528,0,11.8,0,100.8,0,100800
1315,41,47,33,43,3645.6,3645.6,9656,9656,1320,784184,10831523,9692439,8.80E+04,227718,219438,76321,0.784184,10.831523,9.692439,8.80E-01,2.28E+00,2.19E+00,7.63E-01,1891,1143,2161.413,1512.9891,1210.39128,60.519564,0,0,0,0,0,0
1320,42,46,33,43,3645.6,3645.6,9372,9656,1325,7.97E+05,9.55E+06,8.60E+06,2.50E+05,227718,219438,111759,0.7971925,9.554606,8.595452,2.50E+00,2.28E+00,2.19E+00,1.12E+00,1857,1143,2122.551,1485.7857,1188.62856,59.431428,0,0,0,0,0,0
1325,41,47,33,43,3645.6,3567.2,9372,9656,1330,7.80E+05,12558617,10352780,193910,227718,2.36E+05,111759,0.7796845,12.558617,10.35278,1.94E+00,2.28E+00,2.36E+00,1.12E+00,1855,1143,2120.265,1484.1855,1187.3484,59.36742,0,0,0,0,0,0
1330,41,47,33,43,3645.6,3567.2,9656,9656,1335,791819,9.81E+06,8.53E+06,193910,2.46E+05,1.72E+05,111759,0.791819,9.813234,8.534438,1.94E+00,2.46E+00,1.72E+00,1.12E+00,1853,1143,2117.979,1482.5853,1186.06824,59.303412,0,0,0,0,0,0
1335,42,46,33,43,3645.6,3645.6,9656,9656,1340,861168,10275183,9.40E+06,231578,2.46E+05,1.72E+05,1.53E+05,0.861168,10.275183,9.39972,2.32E+00,2.46E+00,1.72E+00,1.53E+00,1856,1142,2119.552,1483.6864,1186.94912,59.347456,0,0,0,0,0,0
1340,41,47,33,43,3645.6,3567.2,9656,9656,1345,7.90E+05,1.41E+07,1.04E+07,2.42E+05,2.46E+05,216662,1.53E+05,0.7902005,14.09024,10.35863,2.42E+00,2.46E+00,2.17E+00,1.53E+00,1854,1142,2117.268,1482.0876,1185.67008,59.283504,0,11.8,0,101.8,0,101800
1345,42,46,33,43,3645.6,3645.6,9656,9656,1350,524246,1.28E+07,6368615,2.42E+05,94912,1.66E+05,134190,0.524246,12.84342,6.368615,2.42E+00,9.49E-01,1.66E+00,1.34E+00,1860,1144,2127.84,1489.488,1191.5904,59.57952,0,0,0,0,0,0
