Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,42,44,33,42,3567.2,3567.2,8662,8449,1522801,1515458,1519129.5,12889512,21319998,17104755,26342094,26152161,26247127.5,578597,541409,304259,539261,206.6,114.9,1.65,154.95,123.96,61.98,1.52,17.1,26.25,5.79,5.41,3.04,5.39,1,1,17,2.5,17408,2560
5,41,44,33,42,3488.8,3567.2,8662,8449,1526136,1526138,1526137,14730211,14740136,14735173.5,17135921,17138986,17137453.5,397929,202380,434471,368980,206.1,114.8,1.67,154.58,123.66,61.83,1.53,14.74,17.14,3.98,2.02,4.34,3.69,0,0,0,0,0,0
10,41,44,33,41,3567.2,3567.2,8662,8449,1531352,1531334,1531343,14252824,14252499,14252661.5,16031508,16025223,16028365.5,486525,282144,363329,322404,206,114.9,1.69,154.5,123.6,61.8,1.53,14.25,16.03,4.87,2.82,3.63,3.22,0,0,0,0,0,0
15,42,43,33,42,3567.2,3567.2,8662,8449,1529439,1529457,1529448,16997572,16997742,16997657,22330706,22334490,22332598,515771,445776,327205,521947,206.1,114.9,1.65,154.58,123.66,61.83,1.53,17,22.33,5.16,4.46,3.27,5.22,0,0,0,0,0,0
20,42,43,33,42,3567.2,3567.2,8662,8449,1532131,1532131,1532131,15205568,15204970,15205269,17486966,17492013,17489489.5,491219,327385,359042,258638,218.4,115,1.64,163.8,131.04,62,1.53,15.21,17.49,4.91,3.27,3.59,2.59,0,1,0,1,0,1024
25,41,44,33,42,3567.2,3567.2,8449,8236,1530591,1530591,1530591,15874041,15874894,15874467.5,21311801,21316881,21314341,438278,256486,373007,569543,204.9,114.9,1.66,153.68,122.94,61.47,1.53,15.87,21.31,4.38,2.56,3.73,5.7,0,1,0,22,0,22528
30,41,44,33,42,3567.2,3567.2,8662,8449,1554475,1554475,1554475,15546234,15545806,15546020,20619297,20608455,20613876,442438,238898,374374,523394,205,115,1.65,153.75,123,61.5,1.55,15.55,20.61,4.42,2.39,3.74,5.23,0,0,0,0,0,0
35,41,43,33,42,3567.2,3645.6,8662,8449,1539815,1539815,1539815,14170869,14171046,14170957.5,15163729,15166674,15165201.5,475173,426234,308709,203661,205.6,114.9,1.65,154.2,123.36,61.68,1.54,14.17,15.17,4.75,4.26,3.09,2.04,0,0,0,0,0,0
40,42,43,33,42,3567.2,3567.2,8662,8449,1428900,1429007,1428953.5,9527304,9501496,9514400,10451050,10465100,10458075,356795,191429,178272,212320,205.9,114.9,1.65,154.43,123.54,61.77,1.43,9.51,10.46,3.57,1.91,1.78,2.12,0,0,0,0,0,0
45,41,44,33,42,5997.6,5801.6,8662,8449,348436,348329,348382.5,10067245,10092985,10080115,15184861,15171710,15178285.5,323202,178665,121615,511649,206.2,114.9,1.65,154.65,123.72,61.86,0.35,10.08,15.18,3.23,1.79,1.22,5.12,0,6,0,14,0,14336
50,41,43,33,41,3567.2,3645.6,8662,8449,1524341,1524341,1524341,15982206,15984007,15983106.5,17210035,17209802,17209918.5,502806,366100,320751,237189,206.3,114.8,1.65,154.73,123.78,61.89,1.52,15.98,17.21,5.03,3.66,3.21,2.37,0,2,0,4,0,4096
55,41,43,33,41,3567.2,3567.2,8662,8449,1508181,1508181,1508181,16711071,16709907,16710489,22410598,22419603,22415100.5,422639,229143,428031,564580,205.7,114.8,1.74,154.28,123.42,61.71,1.51,16.71,22.42,4.23,2.29,4.28,5.65,0,3,0,20.5,0,20992
60,41,43,33,42,3567.2,3567.2,8662,8449,1513606,1513606,1513606,16320866,16319588,16320227,21852447,21842801,21847624,357655,244935,440522,519849,205.8,114.9,1.67,154.35,123.48,61.74,1.51,16.32,21.85,3.58,2.45,4.41,5.2,0,0,0,0,0,0
65,41,43,33,42,3567.2,3567.2,8662,8449,1538035,1538035,1538035,13826543,13827141,13826842,15992702,15993201,15992951.5,423663,241599,356319,384399,205.8,115,1.65,154.35,123.48,61.74,1.54,13.83,15.99,4.24,2.42,3.56,3.84,0,0,0,0,0,0
70,41,43,33,41,3567.2,3567.2,8662,8449,1553788,1553744,1553766,13546021,13545775,13545898,14584323,14574707,14579515,530229,397622,273871,254344,206,115,1.65,154.5,123.6,61.8,1.55,13.55,14.58,5.3,3.98,2.74,2.54,0,0,0,0,0,0
75,41,43,33,41,3567.2,3645.6,8662,8449,1535418,1535462,1535440,17978301,17978209,17978255,25000141,25009571,25004856,401961,289647,398186,714438,206,114.9,1.65,154.5,123.6,61.8,1.54,17.98,25,4.02,2.9,3.98,7.14,0,4,0,9,0,9216
80,41,43,33,41,3567.2,3567.2,8662,8449,1536628,1536628,1536628,14992961,14993481,14993221,16997150,16997506,16997328,476056,375856,335382,242611,206.1,115,1.65,154.58,123.66,61.83,1.54,14.99,17,4.76,3.76,3.35,2.43,0,2,0,6,0,6144
85,41,43,33,41,3567.2,3567.2,8662,8449,1541442,1541398,1541420,15815493,15816259,15815876,21679426,21670346,21674886,415227,224273,383395,627007,206.2,114.8,1.65,154.65,123.72,61.86,1.54,15.82,21.67,4.15,2.24,3.83,6.27,0,1,0,12,0,12288
90,41,43,33,41,3488.8,3567.2,8449,8449,1061724,1061748,1061736,10519741,10540053,10529897,14324941,14334008,14329474.5,307079,100555,215891,410606,206.2,114.9,1.65,154.65,123.72,61.86,1.06,10.53,14.33,3.07,1.01,2.16,4.11,0,0,0,0,0,0
95,41,43,33,41,3567.2,3645.6,8662,8449,692554,692574,692564,7286945,7264955,7275950,8669130,8669243,8669186.5,247451,66530,188463,244176,206.4,114.9,1.65,154.8,123.84,61.92,0.69,7.28,8.67,2.47,0.67,1.88,2.44,0,0,0,0,0,0
100,41,43,32,41,3567.2,3567.2,8662,8449,1521321,1521321,1521321,15053768,15056237,15055002.5,17724901,17728929,17726915,396453,160409,421329,450336,206.2,114.8,1.65,154.65,123.72,61.86,1.52,15.06,17.73,3.96,1.6,4.21,4.5,0,0,0,0,0,0
105,41,43,33,41,3567.2,3567.2,8662,8449,1548435,1548435,1548435,16849782,16848399,16849090.5,23542444,23535150,23538797,409225,286273,403777,706129,205.9,114.8,1.7,154.43,123.54,61.77,1.55,16.85,23.54,4.09,2.86,4.04,7.06,0,5,0,19,0,19456
110,41,43,32,41,3488.8,3567.2,8662,8236,1531545,1531545,1531545,14961452,14962774,14962113,16462997,16465666,16464331.5,496687,373660,354465,215849,205.9,114.9,1.65,154.43,123.54,61.77,1.53,14.96,16.46,4.97,3.74,3.54,2.16,0,1,0,7,0,7168
115,41,43,32,42,3567.2,3645.6,8662,8449,1523553,1523503,1523528,16080982,16079603,16080292.5,21229997,21220235,21225116,499751,364380,351216,448473,206,114.9,1.65,154.5,123.6,61.8,1.52,16.08,21.23,5,3.64,3.51,4.48,0,2,0,13,0,13312
120,41,43,33,41,3488.8,3567.2,8662,8449,1526009,1526059,1526034,14235933,14236446,14236189.5,18739946,18746898,18743422,429808,267688,369105,467487,206,114.8,1.65,154.5,123.6,61.8,1.53,14.24,18.74,4.3,2.68,3.69,4.67,0,0,0,0,0,0
125,41,43,33,41,3488.8,3567.2,8662,8236,1536416,1536416,1536416,16405884,16405904,16405894,19197181,19200262,19198721.5,602340,194452,479377,339309,206.1,114.9,1.65,154.58,123.66,61.83,1.54,16.41,19.2,6.02,1.94,4.79,3.39,0,0,0,0,0,0
130,41,43,32,41,3488.8,3567.2,8662,8449,1543348,1543348,1543348,14063920,14062287,14063103.5,16319532,16325413,16322472.5,435689,215504,385463,413887,206.2,114.9,1.66,154.65,123.72,61.86,1.54,14.06,16.32,4.36,2.16,3.85,4.14,0,2,0,12,0,12288
135,41,43,33,41,3488.8,3567.2,8449,8449,1546833,1546833,1546833,15764797,15763951,15764374,22675157,22659565,22667361,426654,220804,364716,768654,206.3,114.8,1.65,154.73,123.78,61.89,1.55,15.76,22.67,4.27,2.21,3.65,7.69,0,6,0,29,0,29696
140,41,43,33,41,3567.2,3567.2,8662,8449,848591,848591,848591,6267428,6268888,6268158,7345003,7351111,7348057,176464,56086,108825,188329,206.4,114.7,1.65,154.8,123.84,61.92,0.85,6.27,7.35,1.76,0.56,1.09,1.88,0,1,0,2,0,2048
145,41,43,32,41,3567.2,3567.2,8662,8449,935781,935735,935758,13356682,13355306,13355994,19756597,19750543,19753570,316610,198430,294727,612900,206.4,114.7,1.66,154.8,123.84,61.92,0.94,13.36,19.75,3.17,1.98,2.95,6.13,0,1,0,14.5,0,14848
150,41,43,32,41,3567.2,3567.2,8662,8449,1535103,1535149,1535126,15260944,15262023,15261483.5,18517857,18527295,18522576,495184,375563,312021,357481,206.2,114.8,1.66,154.65,123.72,61.86,1.54,15.26,18.52,4.95,3.76,3.12,3.57,0,2,0,17.5,0,17920
155,41,43,32,41,3567.2,3567.2,8662,8449,1540340,1540340,1540340,14280165,14280740,14280452.5,15396164,15399385,15397774.5,462627,418814,317889,221736,205.9,114.8,1.73,154.43,123.54,61.77,1.54,14.28,15.4,4.63,4.19,3.18,2.22,0,0,0,0,0,0
160,41,43,33,41,3567.2,3567.2,8449,8449,1540106,1540106,1540106,13968578,13970433,13969505.5,16512628,16518821,16515724.5,354370,238591,371864,469533,205.9,114.8,1.65,154.43,123.54,61.77,1.54,13.97,16.52,3.54,2.39,3.72,4.7,0,0,0,0,0,0
165,41,43,32,41,3567.2,3567.2,8449,8662,1548757,1548757,1548757,16009244,16007213,16008228.5,21641090,21631038,21636064,553619,364656,282141,586112,206,114.9,1.65,154.5,123.6,61.8,1.55,16.01,21.64,5.54,3.65,2.82,5.86,0,4,0,16,0,16384
170,41,43,32,41,3567.2,3567.2,8662,8449,1542968,1542968,1542968,14428168,14430306,14429237,17114257,17115121,17114689,433127,174226,398845,407340,206.1,114.8,1.66,154.58,123.66,61.83,1.54,14.43,17.11,4.33,1.74,3.99,4.07,0,4,0,13,0,13312
175,41,43,32,41,3567.2,3567.2,8449,8449,1537748,1537706,1537727,16677010,16675151,16676080.5,22129542,22120547,22125044.5,507090,387178,368737,438536,206.1,114.8,1.66,154.58,123.66,61.83,1.54,16.68,22.13,5.07,3.87,3.69,4.39,0,2,0,12,0,12288
180,41,43,32,41,3488.8,3567.2,8662,8662,1535597,1535641,1535619,14825801,14825464,14825632.5,17668864,17702378,17685621,502103,402467,351491,266449,206.2,114.7,1.65,154.65,123.72,61.86,1.54,14.83,17.69,5.02,4.02,3.51,2.66,0,0,0,0,0,0
185,41,43,32,41,3567.2,3567.2,8449,8449,1529680,1529678,1529679,14196880,14200569,14198724.5,15200397,15174423,15187410,451381,434293,366995,165517,206.2,114.8,1.65,154.65,123.72,61.86,1.53,14.2,15.19,4.51,4.34,3.67,1.66,0,0,0,0,0,0
190,41,43,32,41,3567.2,3567.2,8662,8449,512529,511113,511821,3286363,3281292,3283827.5,3970503,3947832,3959167.5,126538,34124,55591,144624,206.3,114.7,1.66,154.73,123.78,61.89,0.51,3.28,3.96,1.27,0.34,0.56,1.45,0,0,0,0,0,0
195,41,43,32,41,3567.2,3567.2,8449,8449,1251265,1252675,1251970,16618443,16619910,16619176.5,21825258,21849676,21837467,451636,419927,313927,524314,206.4,114.8,1.65,154.8,123.84,61.92,1.25,16.62,21.84,4.52,4.2,3.14,5.24,0,4,0,18,0,18432
200,41,43,32,41,3567.2,3567.2,8662,8449,1532998,1533004,1533001,14544250,14545804,14545027,15594703,15594423,15594563,479800,454901,281186,219479,206,114.8,1.66,154.5,123.6,61.8,1.53,14.55,15.59,4.8,4.55,2.81,2.19,0,1,0,4,0,4096
205,41,43,32,41,3567.2,3567.2,8662,8449,1535581,1535535,1535558,15625348,15624273,15624810.5,20926574,20916357,20921465.5,531574,436992,287457,465983,205.9,114.9,1.69,154.43,123.54,61.77,1.54,15.62,20.92,5.32,4.37,2.87,4.66,0,2,0,13.5,0,13824
210,41,43,32,41,3567.2,3567.2,8662,8449,1530464,1530510,1530487,14477578,14476832,14477205,18423301,18431589,18427445,392713,234948,358201,505481,206,115,1.65,154.5,123.6,61.8,1.53,14.48,18.43,3.93,2.35,3.58,5.05,0,0,0,0,0,0
215,41,43,32,41,3567.2,3567.2,8662,8449,1539528,1539528,1539528,14324064,14320511,14322287.5,15405768,15405676,15405722,514491,404249,303006,187458,205.9,114.9,1.65,154.43,123.54,61.77,1.54,14.32,15.41,5.14,4.04,3.03,1.87,0,0,0,0,0,0
220,41,43,32,41,3567.2,3645.6,8662,8449,1575103,1575103,1575103,14736327,14741340,14738833.5,16453165,16464090,16458627.5,454510,370146,348103,282598,206,114.9,1.65,154.5,123.6,61.8,1.58,14.74,16.46,4.55,3.7,3.48,2.83,0,0,0,0,0,0
225,41,43,32,41,3567.2,3567.2,8662,8449,1538790,1538790,1538790,17245669,17244522,17245095.5,23197278,23188519,23192898.5,443436,450434,317110,592346,206.1,114.9,1.65,154.58,123.66,61.83,1.54,17.25,23.19,4.43,4.5,3.17,5.92,0,4,0,20,0,20480
230,41,43,32,41,3567.2,3645.6,8662,8449,1521512,1521512,1521512,14947430,14947861,14947645.5,17172536,17171655,17172095.5,396315,275347,398634,365808,206.2,114.9,1.65,154.65,123.72,61.86,1.52,14.95,17.17,3.96,2.75,3.99,3.66,0,3,0,11,0,11264
235,41,43,32,41,3567.2,3567.2,8662,8449,1539121,1539121,1539121,15257797,15257398,15257597.5,20920985,20927555,20924270,475176,340504,265123,511100,206.3,114.9,1.66,154.73,123.78,61.89,1.54,15.26,20.92,4.75,3.41,2.65,5.11,0,1,0,12,0,12288
240,41,43,32,41,3488.8,3567.2,8449,8449,225282,225282,225282,4417282,4418003,4417642.5,6985181,6977902,6981541.5,113280,60246,64585,216252,206.4,114.9,1.65,154.8,123.84,61.92,0.23,4.42,6.98,1.13,0.6,0.65,2.16,0,0,0,0,0,0
245,41,43,32,41,3567.2,3567.2,8662,8449,1535054,1535054,1535054,14204055,14203368,14203711.5,14932411,14933630,14933020.5,515619,415544,296075,185120,206.4,114.9,1.65,154.8,123.84,61.92,1.54,14.2,14.93,5.16,4.16,2.96,1.85,0,1,0,8,0,8192
250,41,44,32,41,3567.2,3567.2,8662,8449,1552225,1552225,1552225,15133514,15135282,15134398,16362936,16371902,16367419,488923,403482,305596,269802,206,114.8,1.69,154.5,123.6,61.8,1.55,15.13,16.37,4.89,4.03,3.06,2.7,0,0,0,0,0,0
