 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9183944 6129204 121 2053 0 0 0 0  7  3 -0  0  0  709 1652  276 25  3 72
 0 0 0 9443816 6303896 151 2545 0 0 0 0  0  0  0  0  0  680 2100  263  0  4 96
 0 0 0 9443364 6303600 131 2157 0 0 0 0  0  0  0  0  0  584 1688  257  0  4 96
 0 0 0 9443328 6303572 129 2157 0 0 0 0  0  0  0  0  0  571 1672  262  0  4 96
 0 0 0 9443624 6303840 147 2161 0 0 0 0  0  0  0  0  0  585 1685  255  0  4 96
 0 0 0 9443364 6303604 129 2158 0 0 0 0  0  2  0  0  0  620 1676  301  0  4 96
 0 0 0 9443300 6303564 129 2156 0 0 0 0  0  0  0  0  0  575 1686  265  0  4 96
 0 0 0 9443532 6303728 134 2159 0 0 0 0  0  0  0  0  0  579 1684  283  0  4 96
 0 0 0 9443548 6303716 77 1179 0 0 0  0  0  0  0  0  0  509 1255  215  0  2 97
 0 0 0 9443600 6303724 52 980 0 0  0  0  0  0  0  0  0  518 1096  218  0  1 99
 0 0 0 9443512 6303684 146 2163 0 0 0 0  0  0  0  0  0  579 1681  257  0  4 96
 0 0 0 9443600 6303728 130 2158 0 0 0 0  0  2  0  0  0  607 1674  299  0  4 96
 0 0 0 9443512 6303684 129 2158 0 0 0 0  0  0  0  0  0  584 1685  264  0  4 96
 0 0 0 9443532 6303732 134 2159 0 0 0 0  0  0  0  0  0  582 1676  255  0  4 96
 0 0 0 9443576 6303700 129 2159 0 0 0 0  0  0  0  0  0  561 1681  258  0  4 96
 0 0 0 9443492 6303660 129 2156 0 0 0 0  0  0  0  0  0  578 1672  257  0  4 96
 0 0 0 9443548 6303996 147 2166 0 0 0 0  0  0  0  0  0  580 1777  301  0  4 96
 0 0 0 9443544 6303680 12 99 0  0  0  0  0  2  0  0  0  486  754  216  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9443544 6303668 117 2063 0 0 0 0  0  0  0  0  0  582 1606  262  0  3 97
 0 0 0 9443368 6303536 134 2157 0 0 0 0  0  0  0  0  0  592 1679  282  0  4 96
 0 0 0 9443580 6303700 129 2159 0 0 0 0  0  0  0  0  0  576 1687  255  0  4 96
 0 0 0 9443484 6303608 129 2159 0 0 0 0  0  0  0  0  0  567 1675  262  0  4 96
 0 0 0 9443344 6303732 147 2163 0 0 0 0  0  0  0  0  0  577 1679  258  0  4 96
 0 0 0 9443368 6303544 129 2157 0 0 0 0  0  2  0  0  0  620 1674  295  0  4 96
 0 0 0 9443448 6303572 129 2158 0 0 0 0  0  0  0  0  0  572 1684  263  0  4 96
 0 0 0 9443404 6303652 82 1180 0 0 0  0  0  0  0  0  0  526 1268  219  0  3 97
 0 0 0 9443444 6303568 52 978 0 0  0  0  0  0  0  0  0  498 1080  214  0  1 99
 0 0 0 9443456 6303592 129 2160 0 0 0 0  0  0  0  0  0  592 1678  261  0  4 96
 0 0 0 9443448 6303644 146 2163 0 0 0 0  0  0  0  0  0  565 1681  254  0  4 96
 0 0 0 9443336 6303516 129 2159 0 0 0 0  0  2  0  0  0  648 1674  302  0  4 96
 0 0 0 9443380 6303544 129 2160 0 0 0 0  0  0  0  0  0  587 1687  266  0  4 96
 0 0 0 9443348 6303528 134 2158 0 0 0 0  0  0  0  0  0  609 1681  282  0  4 96
 0 0 0 9443380 6303556 129 2158 0 0 0 0  0  0  0  0  0  574 1681  252  0  4 96
 0 0 0 9443332 6303504 136 2163 0 0 0 0  0  0  0  0  0  594 1673  256  0  4 96
 0 0 0 9443420 6303764 17 99 0  0  0  0  0  0  0  0  0  460  770  173  0  1 99
 0 0 0 9443424 6303548 123 2061 0 0 0 0  0  2  0  0  0  602 1573  289  0  3 97
 0 0 0 9443344 6303516 129 2163 0 0 0 0  0  0  0  0  0  573 1685  261  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9443328 6303520 134 2157 0 0 0 0  0  0  0  0  0  570 1671  258  0  4 96
 0 0 0 9443420 6303544 129 2162 0 0 0 0  0  0  0  0  0  569 1685  255  0  4 96
 0 0 0 9443376 6303544 128 2162 0 0 0 0  0  0  0  0  0  568 1671  254  0  4 96
 0 0 0 9443340 6303744 147 2168 0 0 0 0  0  0  0  0  0  576 1772  296  0  4 96
 0 0 0 9443376 6303500 129 2164 0 0 0 0  0  2  0  0  0  592 1675  298  0  4 96
 0 0 0 9443308 6303480 82 1182 0 0 0  0  0  0  0  0  0  523 1284  215  0  3 97
 0 0 0 9443260 6303384 52 981 0 0  0  0  0  0  0  0  0  525 1070  232  0  1 99
