 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6776924 7826924 14 154 3 0  0  0  3  0  0  0  0  421  163  187  1  0 99
 0 0 0 6799832 7830328 149 2126 0 0 0 0  0  0  0  0  0  554 1843  266  0  3 97
 0 0 0 6800096 7830460 148 1844 0 0 0 0  0  0  0  0  0  520 1521  319  0  3 97
 0 0 0 6799840 7830352 149 1840 0 1 1 0  0  0  0  0  0  496 1487  269  0  3 97
 0 0 0 6800096 7830460 148 1840 0 0 0 0  0  0  0  0  0  526 1499  312  0  3 97
 0 0 0 6799844 7830352 148 1839 0 0 0 0  0  0  0  0  0  519 1486  312  0  3 97
 0 0 0 6799812 7830320 148 1841 0 0 0 0  0  0  0  0  0  517 1501  321  0  3 97
 0 0 0 6800096 7830456 148 1840 0 0 0 0  0  0  0  0  0  501 1486  270  0  3 97
 0 0 0 6799812 7830320 149 1841 0 1 1 0  0  1  0  0  0  510 1503  272  0  3 97
 0 0 0 6800072 7830444 119 1474 0 0 0 0  0  0  0  0  0  479 1317  249  0  3 97
 0 0 0 6800072 7830432 29 366 0 0  0  0  0  0  0  0  0  434  707  204  0  0 100
 0 0 0 6799816 7830320 148 1839 0 0 0 0  0  0  0  0  0  516 1551  326  0  3 97
 0 0 0 6800072 7830428 148 1841 0 0 0 0  0  0  0  0  0  518 1503  320  0  3 97
 0 0 0 6799820 7830320 148 1839 0 0 0 0  0  0  0  0  0  508 1484  290  0  3 97
 0 0 0 6799788 7830288 149 1840 0 1 1 0  0  2  0  0  0  505 1503  278  0  3 97
 0 0 0 6800072 7830424 148 1840 0 0 0 0  0  0  0  0  0  511 1487  311  0  3 97
 0 0 0 6799788 7830284 148 1842 0 0 0 0  0  0  0  0  0  496 1502  277  0  3 97
 0 0 0 6800072 7830420 148 1837 0 0 0 0  0  0  0  0  0  520 1483  319  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6799816 7830308 148 1840 0 0 0 0  0  0  0  0  0  519 1500  321  0  3 97
 0 0 0 6800072 7830416 92 1023 0 0 0  0  0  0  0  0  0  492 1130  274  0  3 97
 0 0 0 6800048 7830408 87 981 0 3  3  0  0  2  0  0  0  488 1361  239  0  1 99
 0 0 0 6799796 7830288 148 1839 0 1 1 0  0  0  0  0  0  512 1485  318  0  3 97
 0 0 0 6799764 7830260 148 1840 0 0 0 0  0  0  0  0  0  523 1498  320  0  3 97
 0 0 0 6800048 7830396 148 1840 0 0 0 0  0  0  0  0  0  487 1485  270  0  3 97
 0 0 0 6799764 7830260 148 1839 0 0 0 0  0  0  0  0  0  519 1499  317  0  3 97
 0 0 0 6800048 7830392 149 1842 0 0 0 0  0  0  0  0  0  512 1488  265  0  3 97
 0 0 0 6799792 7830284 149 1840 0 1 1 0  0  1  0  0  0  514 1502  271  0  3 97
 0 0 0 6800048 7830388 148 1838 0 0 0 0  0  0  0  0  0  495 1488  275  0  3 97
 0 0 0 6799796 7830280 148 1840 0 0 0 0  0  0  0  0  0  484 1499  270  0  3 97
 0 0 0 6800048 7830388 91 1016 0 0 0  0  0  0  0  0  0  470 1121  272  0  3 97
 0 0 0 6799764 7830248 58 824 0 0  0  0  0  0  0  0  0  456  908  227  0  1 99
 0 0 0 6800048 7830384 148 1840 0 0 0 0  0  0  0  0  0  500 1485  266  0  3 97
 0 0 0 6799740 7830236 149 1842 0 1 1 0  0  1  0  0  0  513 1510  273  0  3 97
 0 0 0 6800024 7830360 148 1840 0 0 0 0  0  0  0  0  0  504 1486  272  0  3 97
 0 0 0 6799768 7830248 148 1838 0 0 0 0  0  0  0  0  0  503 1498  273  0  3 97
 0 0 0 6800024 7830352 148 1842 0 0 0 0  0  0  0  0  0  495 1554  310  0  3 97
 0 0 0 6799772 7830244 148 1837 0 0 0 0  0  0  0  0  0  496 1497  271  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6799740 7830208 148 1840 0 0 0 0  0  0  0  0  0  506 1486  266  0  3 97
 0 0 0 6800024 7830352 149 1840 0 1 1 0  0  1  0  0  0  505 1502  272  0  3 97
 0 0 0 6799740 7830216 91 1017 0 0 0  0  0  0  0  0  0  461 1124  234  0  2 98
 0 0 0 6800024 7830344 58 823 0 0  0  0  0  0  0  0  0  478  904  268  0  1 99
 0 0 0 6800024 7830344 148 1840 0 0 0 0  0  0  0  0  0  495 1490  266  0  3 97
 0 0 0 6800004 7830364 148 1839 0 0 0 0  0  0  0  0  0  498 1500  271  0  3 97
 0 0 0 6800000 7830332 148 1842 0 0 0 0  0  0  0  0  0  522 1488  270  0  3 97
