54.45,1.4272e+45,1.4272e+45,2.6212e+43
41.67,1.4272e+45,1.4272e+45,3.4251e+43
41.79,1.4272e+45,1.4272e+45,3.4153e+43
41.97,1.4272e+45,1.4272e+45,3.4006e+43
41.79,1.4272e+45,1.4272e+45,3.4153e+43
49.2,1.4272e+45,1.4272e+45,2.9009e+43
41.82,1.4272e+45,1.4272e+45,3.4128e+43
41.58,1.4272e+45,1.4272e+45,3.4325e+43
42.24,1.4272e+45,1.4272e+45,3.3789e+43
42.09,1.4272e+45,1.4272e+45,3.3909e+43
54.69,1.4272e+45,1.4272e+45,2.6097e+43
41.37,1.4272e+45,1.4272e+45,3.45e+43
41.22,1.4272e+45,1.4272e+45,3.4625e+43
44.67,1.4272e+45,1.4272e+45,3.1951e+43
44.97,1.4272e+45,1.4272e+45,3.1738e+43
41.28,1.4272e+45,1.4272e+45,3.4575e+43
51.93,1.4272e+45,1.4272e+45,2.7484e+43
41.46,1.4272e+45,1.4272e+45,3.4425e+43
41.46,1.4272e+45,1.4272e+45,3.4425e+43
41.28,1.4272e+45,1.4272e+45,3.4575e+43
41.58,1.4272e+45,1.4272e+45,3.4325e+43
41.46,1.4272e+45,1.4272e+45,3.4425e+43
46.35,1.4272e+45,1.4272e+45,3.0793e+43
41.49,1.4272e+45,1.4272e+45,3.44e+43
41.49,1.4272e+45,1.4272e+45,3.44e+43
46.2,1.4272e+45,1.4272e+45,3.0893e+43
41.76,1.4272e+45,1.4272e+45,3.4177e+43
41.4,1.4272e+45,1.4272e+45,3.4475e+43
42.18,1.4272e+45,1.4272e+45,3.3837e+43
41.67,1.4272e+45,1.4272e+45,3.4251e+43
48.09,1.4272e+45,1.4272e+45,2.9679e+43
53.16,1.4272e+45,1.4272e+45,2.6848e+43
53.07,1.4272e+45,1.4272e+45,2.6894e+43
53.1,1.4272e+45,1.4272e+45,2.6878e+43
53.58,1.4272e+45,1.4272e+45,2.6638e+43
53.34,1.4272e+45,1.4272e+45,2.6758e+43
53.25,1.4272e+45,1.4272e+45,2.6803e+43
53.01,1.4272e+45,1.4272e+45,2.6924e+43
54.36,1.4272e+45,1.4272e+45,2.6255e+43
53.1,1.4272e+45,1.4272e+45,2.6878e+43
