53.58,56.5,59.5,37.25,29.375,35.375,27,15.125,38.375,27.625,29.25,43.75,1.7286,1.2337,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,9.25,9.475
42.049,56.125,58.625,37.375,29.375,35.375,26.875,15.125,38.375,27.75,29.25,43.75,1.0767,0.84505,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,10.65
43.073,54.75,59.25,37.375,29.25,35.375,27,15.125,38.375,27.875,29.25,43.75,3.6278,2.6346,4440,4320,4440,4500,4440,4560,3120,3120,3120,3000,3120,3000,0,4.075
44.194,55.5,59.25,37.375,29.375,35.375,27,15.25,38.375,27.75,29.375,43.875,4.7001,3.2281,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,8.7375
47.91,55.75,59.25,37.375,29.375,35.375,26.875,15.25,38.375,27.875,29.375,43.875,4.9547,3.7448,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,9.8
43.838,55.75,59,37.375,29.375,35.375,27,15.25,38.375,27.75,29.375,43.875,1.4279,1.0168,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,1.7875
43.23,57,58.375,37.375,29.25,35.375,27,15.25,38.375,27.875,29.5,43.875,3.3433,2.4333,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,6.1875
42.686,55,59.125,37.5,29.375,35.375,27,15.125,38.375,28,29.5,43.875,3.3071,2.202,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,0,8.6
45.026,55,59.5,37.5,29.25,35.5,27,15.125,38.375,28,29.5,44,4.0752,2.995,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,1.9375
43.241,55.625,58.875,37.375,29.375,35.5,27.125,15.125,38.375,28.125,29.5,43.875,2.9013,1.9461,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,6.6875
45.555,56.5,59,37.625,29.25,35.5,27,15.125,38.375,28.125,29.5,44,4.8199,3.5514,4440,4320,4440,4500,4440,4560,3120,3120,3120,3000,3120,3000,0,8.55
42.056,55.125,59.5,37.625,29.375,35.5,27.125,15.25,38.375,28,29.375,44.125,5.3999,3.9548,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,2.075
43.215,55,59.5,37.5,29.375,35.375,27,15.25,38.375,28.375,29.5,44,4.9523,3.6611,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,7.075
42.233,54.875,59.5,37.5,29.5,35.5,27,15.25,38.375,28.375,29.5,43.875,6.9185,4.8228,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,9.825
45.907,55.5,58.875,37.75,29.375,35.375,27.125,15.25,38.375,28.375,29.5,43.875,4.4835,3.3971,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,2.2125
46.755,55.25,58.5,37.5,29.375,35.375,27,15.25,38.375,28.375,29.625,43.875,2.8336,2.1293,4440,4320,4440,4500,4440,4560,3120,3120,3120,3000,3120,3000,0,7.475
44.858,55.125,58.75,37.5,29.5,35.375,27,15.25,38.375,28.5,29.625,43.875,3.6785,2.6084,4440,4320,4440,4500,4440,4560,3120,3120,3120,3000,3120,3000,0,10.2
41.438,54.875,59,37.375,29.5,35.375,26.75,15.25,38.375,28.25,29.5,44,4.1952,3.0232,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,11.088
42.428,54.625,59.375,37.75,29.375,35.375,26.875,15.375,38.375,28.375,29.625,44,4.2708,3.2382,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,7.925
41.46,55.875,58.5,37.5,29.375,35.375,27,15.5,38.375,28.5,29.5,44,2.2908,1.6359,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,19.338
42.15,54.875,59.125,37.5,29.5,35.375,26.875,15.5,38.375,28.25,29.375,44,3.8994,2.8179,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,2.5625
42.308,55.375,58.75,37.375,29.5,35.375,26.875,15.5,38.375,28.25,29.375,44,3.8588,2.7776,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,8.3375
42.191,55.125,58.875,37.5,29.5,35.375,27,15.5,38.375,28.5,29.5,44,2.5272,1.8491,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,10.925
42.101,56.125,59,37.625,29.625,35.375,27,15.5,38.375,28.25,29.375,44,3.9539,2.9137,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,2.7
41.681,56.125,58.375,37.375,29.625,35.375,27,15.5,38.375,28.125,29.625,44.125,3.3166,2.3419,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,8.7
42.514,54.625,58.875,37.625,29.625,35.375,26.875,15.5,38.25,28.25,29.625,44,2.9577,2.1202,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,12.15
42.39,55.5,58.875,37.75,29.625,35.375,26.875,15.5,38.25,28.25,29.625,43.875,4.1707,3.1934,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,2.85
41.734,56.375,58,37.625,29.625,35.375,27,15.5,38.25,28,29.5,44,4.4251,3.1694,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,0,17.788
42.832,55.625,58.25,37.625,29.625,35.375,26.875,15.5,38.25,28.25,29.75,44,5.7716,4.1196,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,0,12.212
42.064,56.375,58.125,37.625,29.5,35.375,26.875,15.625,38.25,28.25,30,43.875,4.8869,3.5213,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,2.9875
45.735,53.25,57.875,37.625,29.625,35.375,27,15.625,38.25,28.375,29.875,44,216.32,165.57,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,26.5
50.164,54.125,55,37.75,29.5,35.5,26.875,15.625,38.25,28.75,30.25,44.125,189.88,93.253,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,24.25,125.65
51.15,53.875,55,37.75,29.625,35.75,26.875,15.625,38.25,28.75,30.375,43.875,186.44,91.548,4440,4320,4440,4515,4440,4560,3120,3120,3120,3000,3120,3000,0,7.5875
50.126,53.75,54.5,38,29.75,35.875,26.875,15.625,38.25,28.75,30.5,44,184.32,91.035,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,113.55
51.428,53.5,54.5,38,29.75,35.875,26.875,15.625,38.25,29.125,30.875,43.875,183.46,90.355,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,181.9
50.486,53.5,54.5,38.125,29.75,35.875,26.875,15.625,38.25,29.125,30.875,43.875,185.58,91.936,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,3.95
50.524,53.375,54.375,38,29.75,35.875,26.75,15.625,38.25,29.25,31.125,44.125,196.71,97.649,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,0,11.55
50.029,52.625,54,38.375,29.875,35.875,27,15.625,38.25,29.5,31.25,44.125,192.39,95.538,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,19.513
50.153,52.875,53.875,38.25,30,36.125,27.25,15.625,38.25,29.75,31.5,44,187.9,92.157,4440,4320,4440,4500,4440,4560,3120,3120,3120,3000,3120,3000,0,3.5125
50.186,52.75,53.625,38.25,29.875,36,27,15.625,38.25,29.5,31.625,44.125,192.98,96.282,4440,4320,4440,4500,4440,4560,3120,3120,3120,3000,3120,3000,0,10.963
50.846,52.125,53.5,38.25,30,36,27,15.625,38.25,30.25,31.875,44,129.13,63.901,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,18.25
50.843,52.25,53.625,38.625,30,36.125,27,15.625,38.25,30.5,31.875,44.125,185.62,94.984,4440,4320,4440,4530,4440,4560,3120,3120,3120,3000,3120,3000,0,3.6625
49.98,53.125,53,38.625,30.125,36.25,26.875,15.5,38.25,30.375,32,44.125,184.68,91.268,4440,4320,4440,4545,4440,4560,3120,3120,3120,3000,3120,3000,0,11.375
50.786,52.25,52.875,38.625,30.125,36.375,27.25,15.5,38.375,30.5,32.125,44.125,182.51,89.71,4440,4320,4440,4500,4440,4560,3120,3120,3120,3000,3120,3000,0,18.837
