Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,ProcPwr,disk_read_kbytes,disk_write_kbytes
290,90,96.15384615,94.73684211,93.75,100,97.84946237,97.6,97.4789916,27.98597513,1.767179619,1.393570122,0.154520537,0.099353231,0.136478764,0.256506079,0.975785896,0,3.194444444
295,90,96.15384615,94.73684211,93.75,97.84946237,97.84946237,97.6,100,61.95367898,3.492141306,2.377439795,0.382739942,0.279466587,0.242759101,0.254779324,0.971962617,0,2.222222222
300,90,96.15384615,94.73684211,93.75,97.84946237,97.84946237,97.6,97.4789916,100,51.41369913,36.43108686,10.8655781,2.672535023,3.889971586,26.93861461,0.970263381,0,0
305,90,98.07692308,94.73684211,95.83333333,97.84946237,100,95.2,97.4789916,61.05730735,32.39200347,16.45681007,0.38534699,3.115431037,90.86061366,0.45823454,0.970263381,9.87654321,100
310,90,96.15384615,94.73684211,95.83333333,97.84946237,97.84946237,97.6,94.95798319,61.55500661,34.60483729,17.63722989,4.488020878,1.045631262,89.94907281,0.619310242,0.969838573,0,0.833333333
315,90,96.15384615,94.73684211,95.83333333,95.69892473,97.84946237,97.6,97.4789916,62.10981364,32.18810719,17.5300401,0.446973332,3.785497099,81.5465245,0.713368095,0.968139337,0,0
320,90,98.07692308,94.73684211,95.83333333,97.84946237,100,97.6,97.4789916,61.35955776,30.24699978,15.20595412,0.462895913,1.950984705,12.30224095,100,0.968139337,0,20.41666667
325,90,98.07692308,94.73684211,95.83333333,97.84946237,97.84946237,97.6,97.4789916,60.81633258,33.96460425,17.07600793,4.318194885,0.318892845,70.74723156,20.80721065,0.968139337,0,0
330,90,98.07692308,94.73684211,95.83333333,97.84946237,97.84946237,97.6,97.4789916,62.06007978,39.40896168,20.99926276,0.400503541,7.589454013,82.26368739,0.863605693,0.969413764,0,0
335,90,98.07692308,94.73684211,95.83333333,97.84946237,97.84946237,97.6,97.4789916,32.72423718,27.65989331,13.58391787,0.099168149,1.796765584,95.53522953,0.169338474,0.968988955,0,12.22222222
340,90,98.07692308,94.73684211,95.83333333,97.84946237,100,97.6,100,37.34636005,34.29352345,17.7130341,0.384834976,4.741974132,0.428429364,98.70774649,0.968988955,0,0
345,90,98.07692308,94.73684211,95.83333333,97.84946237,97.84946237,97.6,97.4789916,60.96377083,41.15366765,21.52986379,1.986544161,2.646050394,11.65315301,95.1088298,0.970263381,0,0
350,90,98.07692308,94.73684211,97.91666667,100,100,97.6,100,61.64273216,27.84229583,13.83477851,0.466718893,0.682580381,54.1400913,1.273118099,0.972387426,0,3.194444444
355,90,100,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,61.26694297,31.65883895,15.60856321,1.546832978,0.897721441,52.9110549,0.489757202,0.972387426,0,0
360,90,100,94.73684211,97.91666667,97.84946237,97.84946237,95.2,97.4789916,63.37480092,35.66405192,18.24526696,1.945388798,0.331387562,84.67737077,0.947346429,0.971962617,0,0
365,90,98.07692308,94.73684211,97.91666667,97.84946237,100,97.6,97.4789916,60.93215116,55.49222371,26.60964676,5.566884791,0.961780388,58.56663853,38.68006472,0.97068819,0,11.11111111
370,90,100,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,62.0228896,46.84402185,23.18541326,3.942594463,4.383301419,92.23479755,0.514039332,0.971112999,0,0
375,90,98.07692308,94.73684211,97.91666667,97.84946237,100,95.2,97.4789916,60.74403615,38.00578546,19.94108246,3.268401067,0.316241168,83.34634778,0.827650696,0.971962617,0,0
380,90,100,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,61.93167746,36.57142297,17.97413474,3.048794316,0.317126367,96.24422713,1.168123469,0.971537808,0,3.194444444
385,90,100,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,15.55196968,32.9774129,15.93727674,0.086800996,2.287797935,35.49022413,62.44412318,0.972387426,0,0
390,90,100,94.73684211,97.91666667,95.69892473,97.84946237,95.2,100,55.15470796,42.48043758,21.574459,1.53334704,3.39990931,74.49812767,23.31759545,0.972812234,0,2.222222222
395,90,98.07692308,94.73684211,97.91666667,97.84946237,97.84946237,95.2,100,60.58469544,42.38737775,21.17026828,0.455914853,5.059190665,92.84029748,0.393911417,0.971537808,0,5.555555556
400,90,100,94.73684211,97.91666667,97.84946237,97.84946237,95.2,97.4789916,61.13749869,36.50026562,18.40856755,3.615273797,0.294012394,34.47853827,62.30011275,0.97068819,0,1.111111111
405,90,100,94.73684211,97.91666667,97.84946237,100,97.6,97.4789916,62.43114005,32.85119264,17.19886526,0.592426534,0.335064001,99.05643214,0.794605529,0.971112999,0,2.638888889
410,90,98.07692308,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,60.70716656,40.52204836,20.30571642,1.022700108,2.616300955,53.3708016,1.133509422,0.971537808,0,3.888888889
415,90,98.07692308,94.73684211,100,97.84946237,100,97.6,97.4789916,60.97110467,41.14154726,19.94582135,0.403291346,3.414240286,19.47340297,36.85589454,0.97068819,0,0
420,90,98.07692308,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,61.50787767,34.75615891,17.9906761,1.710487738,0.376288884,51.01386765,1.58536878,0.971537808,0,0
425,90,100,94.73684211,97.91666667,97.84946237,100,97.6,97.4789916,60.96377083,42.90687968,23.05042142,2.148924063,0.347184724,100,0.426381327,0.971962617,0,11.94444444
430,90,100,94.73684211,100,97.84946237,97.84946237,97.6,100,60.69466297,38.83991453,19.20503329,0.264776204,2.849273802,85.24174055,1.049440109,0.972387426,0,0
435,90,100,94.73684211,100,97.84946237,97.84946237,97.6,97.4789916,9.531107105,40.86895608,20.60845386,0.208510474,3.832525565,96.08222615,1.250649556,0.972812234,0,0
440,90,98.07692308,94.73684211,97.91666667,100,97.84946237,97.6,97.4789916,61.25311688,41.84845601,20.69970061,2.858818248,0.757806638,74.01642903,16.81760418,0.973237043,0,5.416666667
445,92,96.15384615,94.73684211,100,97.84946237,100,97.6,97.4789916,61.91556706,48.3262671,23.65815032,3.974326551,3.143308934,91.46857227,0.486532609,0.973661852,0,0
450,94,96.15384615,94.73684211,100,97.84946237,97.84946237,97.6,97.4789916,61.7832774,40.79202366,20.68621058,0.404574167,2.885472886,89.97712517,0.924070751,0.974086661,0,0
455,94,96.15384615,94.73684211,97.91666667,100,97.84946237,97.6,100,61.24971045,36.64380784,18.26039255,0.725117624,0.569288986,46.36945345,59.2658175,0.97451147,0,3.888888889
460,94,96.15384615,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,61.34997968,42.73805228,21.31936454,1.748575002,2.684300568,13.69545039,99.76733597,0.971112999,0,0
465,94,96.15384615,94.73684211,97.91666667,100,97.84946237,97.6,100,61.59824821,47.02667108,24.57999968,3.201547093,3.336571694,15.23513004,81.82180818,0.969838573,0,0
470,94,96.15384615,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,60.8334048,39.36557726,19.29107913,2.883672794,0.348659533,97.77510327,0.430279848,0.968564146,0,4.305555556
475,94,96.15384615,94.73684211,97.91666667,97.84946237,97.84946237,97.6,100,61.64726071,40.57263171,19.96710875,0.472038098,2.54534545,58.11237839,0.518607833,0.970263381,0,2.5
480,96,94.23076923,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,44.02985314,35.82015388,17.78531748,1.624811897,0.201845038,48.74782616,1.56418889,0.972812234,0,2.222222222
485,94,94.23076923,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,27.30044139,37.61067191,17.53313367,0.240193192,2.464159583,38.61371384,11.46886251,0.970263381,0,8.333333333
490,96,94.23076923,94.73684211,97.91666667,97.84946237,97.84946237,97.6,100,61.46495667,36.36385178,24.43422134,29.781606,1.212752026,9.325543794,10.14369606,0.970263381,0,0
495,96,94.23076923,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,61.56546635,28.16143038,26.54721902,39.52744193,7.99369136,1.920634856,2.625291999,0.971962617,0,0
500,96,94.23076923,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,61.22013464,23.16194247,22.92712076,20.87890398,15.73906746,1.803240919,2.413528622,0.970263381,0,6.111111111
505,96,94.23076923,94.73684211,97.91666667,100,100,95.2,97.4789916,62.34750221,23.40906581,24.18383653,44.21887146,3.041396544,1.800584926,1.424398657,1,0,0
510,96,92.30769231,94.73684211,97.91666667,95.69892473,97.84946237,97.6,97.4789916,61.5816569,26.01373747,25.56723471,31.14811472,22.23240485,2.035556306,0.958359182,0.989804588,0,2.777777778
515,96,94.23076923,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,61.72905507,21.48913143,22.0708062,13.05132333,25.1968902,1.756802851,0.456048961,0.985981308,0,5.555555556
520,96,92.30769231,94.73684211,97.91666667,97.84946237,97.84946237,97.6,97.4789916,60.4216277,29.73098174,30.18917228,1.427497236,62.89673099,0.639053461,0.441854044,0.984282073,0,0
525,96,92.30769231,97.36842105,97.91666667,95.69892473,97.84946237,97.6,97.4789916,60.70937072,65.35767916,62.95783659,92.00973367,2.669183183,2.542733319,4.324515145,0.983432455,0,0
530,96,94.23076923,97.36842105,97.91666667,97.84946237,97.84946237,97.6,100,31.590718,51.83446131,51.74599565,95.01797462,0.097767869,3.000905587,0.106578311,0.982582838,0,3.333333333
535,96,94.23076923,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,40.00026851,62.45519985,58.93394594,59.36415266,35.40074148,5.027079441,0.536824611,0.982582838,0,0
540,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,62.05118299,54.80667945,54.61267536,78.32619249,16.83257476,3.098901271,0.809173425,0.983432455,0,6.944444444
545,96,94.23076923,97.36842105,95.83333333,100,97.84946237,97.6,97.4789916,62.26145983,52.2437887,52.05085552,95.15449506,2.614343167,2.81108772,0.73497326,0.983432455,0,2.222222222
550,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,61.92995421,54.26888264,54.70542349,78.95741578,16.02757814,2.948461287,1.213584502,0.983432455,0,0
555,96,94.23076923,97.36842105,95.83333333,97.84946237,100,97.6,100,61.32244772,49.67305472,53.44824766,2.542059549,92.54217332,4.423603787,0.88926824,0.958793543,0,0
560,96,94.23076923,97.36842105,95.83333333,97.84946237,97.84946237,95.2,97.4789916,60.57832341,55.75198128,55.46409752,50.41004148,43.48217184,3.57894915,0.453811086,0.962192014,0,3.333333333
565,98,94.23076923,97.36842105,95.83333333,97.84946237,100,97.6,97.4789916,61.5466308,75.2521114,71.282446,68.05965489,22.90195892,7.60925479,2.032392236,0.985131691,0,0
570,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,60.7667991,25.64915802,26.5306658,19.8676975,20.6010155,2.984353332,0.817128341,0.982158029,0,0.555555556
575,96,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,61.87737498,49.41886148,49.77192506,54.8146655,9.950603528,1.896037482,6.248695066,0.980458794,0,2.222222222
580,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,8.994534485,40.89236296,42.51336658,80.67887955,18.95912372,1.09341591,3.148482148,0.979609176,0,0
585,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,62.65119534,41.73549408,42.96560609,1.497797546,98.05119654,1.722214037,0.720733941,0.979609176,0,2.222222222
590,98,92.30769231,97.36842105,95.83333333,100,100,97.6,100,61.20504616,53.41962206,51.93383543,96.02880525,1.427626507,5.044002772,0.386144964,0.979609176,0,10.83333333
595,96,92.30769231,97.36842105,95.83333333,97.84946237,100,97.6,100,61.86545248,64.93260778,63.18504745,70.03527398,22.15003113,3.039520208,7.890806019,0.980033985,0,0
600,96,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,61.6086278,40.2584692,40.96234659,70.82817007,31.37440274,0.735701255,0.792076572,0.980458794,0,0.833333333
605,96,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,61.20594786,56.82901827,55.1255826,59.06848366,34.69333082,2.529237364,4.561512834,0.97451147,0,0.277777778
610,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,62.16644051,47.07014578,48.10054642,59.30123793,38.15964811,4.959078376,1.682137146,0.972387426,0,0
615,96,94.23076923,97.36842105,95.83333333,100,97.84946237,97.6,97.4789916,60.78607548,49.84747338,50.2985889,25.95080643,70.61901586,5.484500626,0.553342261,0.986830926,0,3.611111111
620,98,92.30769231,97.36842105,95.83333333,95.69892473,100,97.6,97.4789916,61.28213164,34.45377306,33.59288841,57.39810655,4.834146977,3.294614129,0.764010381,0.983007647,0,3.333333333
625,96,92.30769231,97.36842105,95.83333333,100,97.84946237,97.6,97.4789916,39.65796251,36.01713321,37.56636123,76.45616122,0.198596693,0.33019171,1.158457585,0.981308411,0,0
630,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,31.48273422,49.73689732,51.78875044,96.81296287,1.058638752,0.704922261,1.44253847,0.980883602,0,3.055555556
635,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,62.41162322,53.26793629,54.89339161,95.21474223,1.410023664,0.430435772,3.184053312,0.980458794,0,1.111111111
640,98,90.38461538,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,61.97195347,64.86635285,68.54326064,66.66376313,23.93270252,4.596828801,3.175605037,0.980458794,0,0
645,96,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,62.08424539,46.34188762,47.91956325,67.69947141,28.99655127,0.775834282,0.344815317,0.981308411,0,0
650,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,61.66052574,69.63604891,73.99791157,90.65111059,0.34791468,2.262464705,8.439894541,0.980033985,0,9.722222222
655,98,92.30769231,97.36842105,95.83333333,100,97.84946237,97.6,97.4789916,62.26145983,52.48303842,53.49605341,78.21971759,18.62142686,0.406507471,2.592925694,0.978759558,0,0
660,96,94.23076923,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,61.01502756,59.56056676,59.86003449,1.440386754,92.92589662,2.7092473,2.414271621,0.979184367,0,1.111111111
665,98,92.30769231,97.36842105,95.83333333,95.69892473,100,97.6,100,62.3057434,100,98.63107029,68.71613485,12.36601364,9.959222746,7.61589174,0.979184367,0,6.111111111
670,96,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,61.12836144,47.38688726,48.42421987,1.449574328,96.78248016,0.766608542,0.313802788,0.97068819,0,2.222222222
675,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,21.38960647,51.7469505,54.4391247,93.69855838,1.91555478,0.17676688,2.881461608,0.976635514,0,2.777777778
680,98,90.38461538,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,49.31478687,51.99115347,52.81576333,88.87721044,1.319556925,0.901422742,4.267404926,0.993627867,0,5.555555556
685,100,92.30769231,97.36842105,95.83333333,97.84946237,100,97.6,100,61.93724797,30.44085218,33.81746332,4.171935043,41.19082213,3.271427168,0.479335492,0.987680544,0,0
690,100,90.38461538,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,61.56189962,61.58639666,64.48033519,99.01190499,0.308991785,3.667786487,0.886078183,0.9855565,0,5.555555556
695,98,92.30769231,97.36842105,95.83333333,97.84946237,100,97.6,97.4789916,60.28432858,50.99843863,52.50905215,58.11853085,44.50070378,0.381610476,0.43920076,0.984282073,0,3.888888889
700,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,62.39086404,83.68510727,84.8629873,92.24884391,0.292862184,9.446573786,1.119398375,0.983007647,0,0
705,98,92.30769231,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,61.99547787,70.42027837,81.1280705,59.15192034,31.42127126,2.055686967,12.22500678,0.981308411,0,1.666666667
710,98,90.38461538,97.36842105,95.83333333,97.84946237,97.84946237,97.6,100,61.32332939,59.62121419,61.20017249,100,0.315297164,2.940753141,0.44806543,0.981308411,0,6.25
715,98,92.30769231,97.36842105,95.83333333,97.84946237,100,97.6,100,61.72047889,50.1412153,51.72218261,1.703739195,100,0.405080007,0.457684938,0.98173322,0,0
720,100,90.38461538,97.36842105,95.83333333,97.84946237,97.84946237,97.6,97.4789916,58.21945175,68.05276902,77.91598238,93.37355173,0.217974639,0.480222455,9.09043143,0.981308411,0,4.166666667
