time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
300,29,33,24,18,20,3150,7575,5325,7425,5400,7650,5325,8025,5325,4.06E+07,6.22E+05,4.06E+01,6.2163,1926,1540.8,1155.6,57.78,57.78,0,11.2,0,53.3,0,53300
305,30,31,24,18,20,3150,7575,5325,7425,5400,7650,5325,8025,5325,5.21E+08,1.22E+07,5.21E+02,122.36,1963,1570.4,1177.8,58.89,58.89,17.4,0,2060.4,0,2060400,0
310,32,34,24,18,20,3150,7650,5250,7500,5400,7650,5250,8025,5250,4.84E+08,3.60E+07,4.84E+02,360.18,2045,1636,1227,61.35,61.35,0,0,0,0,0,0
315,32,36,24,18,20,3150,7575,5325,7500,5400,7650,5325,7950,5250,5.01E+08,2.50E+07,5.01E+02,250.01,2040,1632,1224,61.2,61.2,0,0,0,0,0,0
320,34,36,24,18,20,3075,7575,5325,7500,5400,7575,5325,7950,5250,4.30E+08,2.69E+07,4.30E+02,269.44,2132,1705.6,1279.2,63.96,63.96,0,0,0,0,0,0
325,35,35,24,18,21,3150,7575,5325,7500,5400,7650,5250,8025,5250,3.10E+08,1.50E+07,3.10E+02,149.7,2033,1626.4,1219.8,60.99,60.99,0,0,0,0,0,0
330,38,36,24,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5325,4.00E+08,1.88E+07,4.00E+02,188.07,2101,1680.8,1260.6,63.03,63.03,0,18.6,0,140.8,0,140800
335,34,38,24,18,21,3150,7575,5250,7500,5400,7650,5250,7950,5250,1.40E+08,1.06E+07,1.40E+02,105.74,2072,1657.6,1243.2,62.16,62.16,0,0,0,0,0,0
340,34,38,24,18,21,3150,7575,5250,7500,5400,7650,5250,7950,5250,4.17E+08,2.34E+07,4.17E+02,233.57,2088,1670.4,1252.8,62.64,62.64,0,0,0,0,0,0
345,35,38,24,18,21,3150,7575,5325,7500,5325,7650,5250,8025,5250,2.84E+08,1.17E+07,2.84E+02,116.91,2091,1672.8,1254.6,62.73,62.73,0,0,0,0,0,0
350,36,39,24,18,21,3150,7575,5250,7500,5400,7575,5325,8025,5250,6.25E+08,1.19E+07,6.25E+02,118.64,2128,1702.4,1276.8,63.84,63.84,0,0,0,0,0,0
355,35,41,25,18,22,3150,7575,5250,7500,5400,7650,5250,8025,5250,4.89E+08,2.71E+07,4.89E+02,271.07,2125,1700,1275,63.75,63.75,0,0,0,0,0,0
360,36,38,25,19,22,3150,7650,5325,7500,5400,7575,5325,8025,5250,4.87E+08,6.96E+06,4.87E+02,69.639,2142,1713.6,1285.2,64.26,64.26,0,11.4,0,60.3,0,60300
365,35,40,25,19,22,3150,7650,5325,7500,5400,7575,5325,8025,5250,1.63E+08,1.26E+07,1.63E+02,125.96,2166,1732.8,1299.6,64.98,64.98,0,0,0,0,0,0
370,39,39,25,19,22,3150,7650,5325,7425,5400,7575,5325,8025,5325,4.52E+08,1.14E+07,4.52E+02,113.88,2088,1670.4,1252.8,62.64,62.64,0,0,0,0,0,0
