 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8375408 5223820 6 213 0  0  0  0  0  0  0  0  0  373  168   95  1  0 98
 0 0 0 7641480 4477568 156 4002 0 0 0 0  0  0  0  0  0  441 2581  251  1  9 91
 0 0 0 7641020 4477296 12 100 0 0  0  0  0  0  0  0  0  365  880  133  0  2 98
 0 0 0 7640984 4477264 130 3526 0 0 0 0  0  0  0  0  0  382 2083  248  1  7 93
 0 0 0 7641016 4477304 30 621 0 0  0  0  0  0  0  0  0  376 1013  116  0  4 96
 0 0 0 7640980 4477268 111 3010 0 0 0 0  0  1  0  0  0  409 1866  244  1  5 94
 0 0 0 7641228 4477456 73 1353 0 0 0  0  0 242 0  0  0  380 1287  151  0  5 94
 0 0 0 7641196 4477384 79 2275 0 0 0  0  0  0  0  0  0  380 1577  193  0  3 96
 0 0 0 7640752 4477240 64 1348 0 0 0  0  0  0  0  0  0  386 1380  149  0  7 93
 0 0 0 7641196 4477356 78 2297 0 0 0  0  0  0  0  0  0  383 1505  186  0  2 98
 0 0 0 7640748 4477212 129 3403 0 0 0 0  0  0  0  0  0  386 2109  235  1  9 91
 0 0 0 7641196 4477356 13 229 0 0  0  0  0  2  0  0  0  391  805  132  0  0 100
 0 0 0 7641076 4477432 150 3651 0 0 0 0  0 655 0  0  0  411 2158  278  1  9 91
 0 0 0 7641196 4477404 0  0  0  0  0  0  0  0  0  0  0  375  650   93  0  0 100
 0 0 0 7640956 4477300 144 3642 0 0 0 0  0  0  0  0  0  390 2162  236  1  9 91
 0 0 0 7641196 4477356 0  0  0  0  0  0  0  0  0  0  0  375  656   89  0  0 100
 0 0 0 7640732 4477192 142 3626 0 0 0 0  0  0  0  0  0  399 2161  244  1  9 91
 0 0 0 7641176 4477336 0  0  0  0  0  0  0  2  0  0  0  393  663  124  0  0 100
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7640972 4477336 145 3633 0 0 0 0  0 451 0  0  0  410 2165  267  1  9 91
 0 0 0 7641152 4477436 0  1  0  0  0  0  0  0  0  0  0  373  672   95  0  0 100
 0 0 0 7640912 4477272 147 3630 0 0 0 0  0  0  0  0  0  373 2181  242  1  9 91
 0 0 0 7641152 4477312 0  0  0  0  0  0  0  0  0  0  0  360  671   90  0  0 100
 0 0 0 7640708 4477172 142 3626 0 0 0 0  0  0  0  0  0  374 2175  239  1  9 91
 0 0 0 7641152 4477312 0  0  0  0  0  0  0  2  0  0  0  383  679  119  0  0 100
