scheduler,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
ule,40,0,6.095,14.02,36.23,9.389,7.042
ule,40,1,4.62,23.71,37.35,10.95,8.21
ule,40,2,12.98,5.22,33.1,8.551,6.413
ule,40,3,8.756,14.11,36.48,9.889,7.417
ule,45,0,7.587,19.18,37.23,10.67,7.999
ule,45,1,5.71,31.5,38.35,12.59,9.445
ule,45,2,17.11,6.342,34.48,9.655,7.241
ule,45,3,11.61,17.55,37.73,11.15,8.361
ule,50,0,8.946,25.16,37.73,11.97,8.978
ule,50,1,6.679,40.12,38.85,14.27,10.71
ule,50,2,21.61,7.237,35.1,10.66,7.994
ule,50,3,14.74,20.77,38.48,12.33,9.248
ule,55,0,10.1,31.84,37.98,13.32,9.99
ule,55,1,7.573,49.07,39.23,15.98,11.98
ule,55,2,26.25,7.937,35.6,11.63,8.724
ule,55,3,18.17,23.12,39.23,13.42,10.06
ule,60,0,10.95,39.26,38.35,14.76,11.07
ule,60,1,8.346,58.16,39.73,17.7,13.28
ule,60,2,30.86,8.631,35.98,12.58,9.433
ule,60,3,21.85,24.63,39.73,14.37,10.78
ule,65,0,11.82,46.83,38.85,16.25,12.19
ule,65,1,9.129,67.27,39.98,19.4,14.55
ule,65,2,35.41,9.344,36.23,13.5,10.12
ule,65,3,25.49,26.22,39.98,15.28,11.46
ule,70,0,12.85,54.1,39.35,17.72,13.29
ule,70,1,9.901,76.37,40.23,21.08,15.81
ule,70,2,39.74,10.4,36.35,14.41,10.81
ule,70,3,29.08,27.8,40.23,16.18,12.14
ule,75,0,13.99,61.14,39.73,19.14,14.36
ule,75,1,10.67,85.52,40.6,22.8,17.1
ule,75,2,43.97,11.67,36.73,15.4,11.55
ule,75,3,32.66,29.31,40.48,17.08,12.81
ule,80,0,15.08,68.16,39.85,20.52,15.39
ule,80,1,11.45,94.68,40.98,24.52,18.39
ule,80,2,48.22,12.97,37.23,16.4,12.3
ule,80,3,36.29,30.73,41.1,18.02,13.51
ule,85,0,16.31,74.96,40.23,21.92,16.44
ule,85,1,12.23,103.8,41.23,26.21,19.66
ule,85,2,52.14,14.93,37.23,17.38,13.04
ule,85,3,40.02,31.63,41.23,18.81,14.11
ule,90,0,17.9,80.83,40.6,23.22,17.42
ule,90,1,13.01,112.9,41.48,27.89,20.92
ule,90,2,55.55,17.81,37.35,18.45,13.84
ule,90,3,43.65,32.53,41.35,19.59,14.69
ule,95,0,19.84,85.94,40.85,24.44,18.33
ule,95,1,13.84,121.7,41.98,29.59,22.19
ule,95,2,58.46,21.64,37.35,19.58,14.68
ule,95,3,47.19,33.44,41.48,20.35,15.26
ule,100,0,21.77,91.14,41.1,25.67,19.25
ule,100,1,15.06,129.6,42.35,31.16,23.37
ule,100,2,60.91,26.41,37.35,20.78,15.58
ule,100,3,50.66,34.35,41.6,21.1,15.83
ule,105,0,23.7,96.24,41.23,26.86,20.15
ule,105,1,16.36,137.3,42.6,32.72,24.54
ule,105,2,63.31,31.36,37.73,22.07,16.55
ule,105,3,54.14,35.23,41.85,21.87,16.4
ule,110,0,25.48,101.8,41.35,28.1,21.08
ule,110,1,18.08,144.2,42.98,34.2,25.65
ule,110,2,65.49,36.85,37.85,23.36,17.52
ule,110,3,57.62,36.11,41.98,22.62,16.96
ule,115,0,27.16,107.6,41.6,29.4,22.05
ule,115,1,20.16,150.1,43.1,35.56,26.67
ule,115,2,67.4,42.86,38.1,24.73,18.54
ule,115,3,61.06,36.99,42.1,23.36,17.52
ule,120,0,29.1,112.7,41.98,30.64,22.98
ule,120,1,22.31,155.7,43.48,36.92,27.69
ule,120,2,69.25,48.85,38.35,26.07,19.56
ule,120,3,64.24,38.71,41.85,24.13,18.1
ule,125,0,30.83,118.2,41.98,31.83,23.88
ule,125,1,24.45,161.4,43.6,38.23,28.68
ule,125,2,71.4,54.19,38.98,27.43,20.57
ule,125,3,67.38,40.68,42.1,25.03,18.77
ule,130,0,32.3,124.1,41.98,33.07,24.8
ule,130,1,26.66,167,43.98,39.6,29.7
ule,130,2,73.87,58.99,39.23,28.68,21.51
ule,130,3,70.59,42.66,42.23,25.91,19.43
ule,135,0,33.44,130.9,42.23,34.43,25.83
ule,135,1,29.27,171.7,44.1,40.84,30.63
ule,135,2,76.32,63.65,39.48,29.91,22.43
ule,135,3,73.78,44.64,42.35,26.8,20.1
ule,140,0,34.89,137,42.73,35.77,26.83
ule,140,1,32,176.3,44.35,42.11,31.58
ule,140,2,78.77,68.37,39.73,31.15,23.36
ule,140,3,76.72,47.48,42.23,27.74,20.8
ule,145,0,36.73,142.3,43.35,37.06,27.79
ule,145,1,35.13,180,44.73,43.31,32.49
ule,145,2,80.82,73.93,39.6,32.39,24.29
ule,145,3,79.27,51.26,41.98,28.75,21.56
ule,150,0,38.93,146.6,43.85,38.23,28.67
ule,150,1,38.28,183.6,44.98,44.48,33.36
ule,150,2,82.81,79.58,39.85,33.71,25.28
ule,150,3,81.48,56.04,41.85,29.9,22.42
ule,155,0,41.5,149.9,44.35,39.3,29.47
ule,155,1,41.56,187,45.35,45.66,34.24
ule,155,2,84.72,85.58,39.73,35,26.25
ule,155,3,83.36,61.84,41.6,31.13,23.35
ule,160,0,44.08,153.5,44.23,40.3,30.22
ule,160,1,45.09,190,45.23,46.72,35.04
ule,160,2,86.36,92.19,39.85,36.4,27.3
ule,160,3,85.22,67.57,42.1,32.48,24.36
ule,165,0,46.59,157.4,44.35,41.39,31.04
ule,165,1,48.63,193.1,45.35,47.85,35.89
ule,165,2,88.06,98.8,39.85,37.79,28.34
ule,165,3,87.22,73.08,42.23,33.75,25.32
ule,170,0,49.02,161.9,44.48,42.56,31.92
ule,170,1,52.1,196.4,45.23,48.95,36.71
ule,170,2,89.95,105,40.23,39.2,29.4
ule,170,3,89.25,78.58,42.6,35.07,26.3
ule,175,0,51.43,166.3,44.48,43.7,32.78
ule,175,1,55.12,200.7,45.23,50.17,37.63
ule,175,2,92.32,110.4,40.6,40.56,30.42
ule,175,3,91.38,84.08,42.85,36.38,27.29
ule,180,0,53.53,171.5,44.23,44.87,33.65
ule,180,1,57.65,206.1,44.98,51.45,38.59
ule,180,2,95.17,114.8,40.98,41.83,31.37
ule,180,3,93.86,88.7,43.35,37.65,28.24
ule,185,0,55.5,177,44.1,46.09,34.57
ule,185,1,59.7,212.5,44.73,52.82,39.62
ule,185,2,98.17,118.9,41.1,43.02,32.27
ule,185,3,96.67,92.33,43.73,38.79,29.09
ule,190,0,57.46,182.6,43.98,47.34,35.5
