Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,44,48,35,45,3488.8,3567.2,8662,8662,1499063,1528889,1513976,21787578,13023338,17405458,20833454,21774041,21303747.5,207.2,115.4,1.657,155.4,124.32,62.16
5,44,47,35,45,3645.6,3567.2,8662,8449,1558213,1558155,1558184,16675367,15762199,16218783,18203093,18195665,18199379,207.4,115.3,1.656,155.55,124.44,62.22
10,44,48,35,45,3567.2,3567.2,8662,8662,1524066,1524124,1524095,15160596,16183130,15671863,20189969,20200857,20195413,207.5,115.3,1.657,155.625,124.5,62.25
15,44,47,35,45,3567.2,3567.2,8662,8662,1543644,1543644,1543644,13928858,13685865,13807361.5,15250263,15249172,15249717.5,207.6,115.3,1.657,155.7,124.56,62.28
20,44,48,35,45,3567.2,3567.2,8449,8449,1515369,1515271,1515320,17376489,17614905,17495697,24909424,24899431,24904427.5,207.7,115.4,1.655,155.775,124.62,62.31
25,44,47,35,45,3567.2,3645.6,8875,8449,1532675,1532773,1532724,15051517,15056928,15054222.5,15737802,15749542,15743672,207.6,115.4,1.655,155.7,124.56,62.28
30,44,48,35,45,3567.2,3645.6,8662,8449,1527357,1527357,1527357,15819079,15723205,15771142,17345722,17346249,17345985.5,207.3,115.4,1.681,155.475,124.38,62.19
35,44,48,35,45,3645.6,3645.6,8662,8662,1536880,1536880,1536880,16037875,17313377,16675626,19934766,19929496,19932131,207.4,115.4,1.686,155.55,124.44,62.22
40,44,47,35,45,3567.2,3567.2,8662,8662,1366408,1366396,1366402,11122306,9890309,10506307.5,13530493,13532600,13531546.5,207.4,115.3,1.657,155.55,124.44,62.22
45,44,47,35,45,3645.6,3567.2,8662,8662,394213,394225,394219,7938774,8367695,8153234.5,8378830,8380007,8379418.5,207.5,115.4,1.655,155.625,124.5,62.25
50,44,47,35,45,3567.2,3567.2,8662,8662,1559742,1559668,1559705,18273360,17941741,18107550.5,24416061,24410534,24413297.5,207.5,115.4,1.655,155.625,124.5,62.25
55,44,48,35,45,3567.2,3645.6,8662,8662,1532787,1532861,1532824,14582400,14587960,14585180,15068194,15071647,15069920.5,207.6,115.3,1.656,155.7,124.56,62.28
60,44,48,35,45,3567.2,3567.2,8662,8662,1547795,1547795,1547795,14657227,14754547,14705887,16367197,16367567,16367382,207.8,115.3,1.655,155.85,124.68,62.34
65,44,48,35,45,3567.2,3567.2,8662,8662,1540839,1540839,1540839,16508242,17511964,17010103,20281405,20279482,20280443.5,207.8,115.4,1.655,155.85,124.68,62.34
70,44,47,35,45,3567.2,3567.2,8662,8662,1523950,1523950,1523950,15904221,14800150,15352185.5,19707828,19709265,19708546.5,207.9,115.3,1.657,155.925,124.74,62.37
