Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,44,48,36,46,3567.2,3645.6,8662,8662,1442673,1442491,1442582,15052144,15099923,15076033.5,15386601,15372155,15379378,207.7,115.5,1.655,155.775,124.62,62.31
5,44,48,36,46,3567.2,3567.2,8662,8662,1556059,1556059,1556059,16975320,16965893,16970606.5,19732208,19729624,19730916,207.8,115.4,1.656,155.85,124.68,62.34
10,44,48,36,46,3567.2,3567.2,8662,8662,1555730,1555702,1555716,14711265,14710393,14710829,14767552,14767075,14767313.5,207.9,115.4,1.656,155.925,124.74,62.37
15,44,48,36,46,3645.6,3567.2,8662,8662,1543440,1543468,1543454,15576403,15640225,15608314,16275995,16281984,16278989.5,208,115.4,1.657,156,124.8,62.4
20,44,48,36,46,3567.2,3567.2,8662,8662,1535911,1532947,1534429,13669446,14638468,14153957,16748954,16475616,16612285,208.1,115.5,1.655,156.075,124.86,62.43
25,44,48,36,46,3567.2,3567.2,8662,8449,1541897,1544841,1543369,13830619,12816157,13323388,13959413,14227034,14093223.5,207.5,115.5,1.658,155.625,124.5,62.25
30,44,48,36,46,3567.2,3645.6,8449,8662,1533049,1533069,1533059,14537374,14515197,14526285.5,16551877,16558886,16555381.5,207.5,115.4,1.738,155.625,124.5,62.25
35,44,48,36,45,3567.2,3567.2,8662,8662,1543891,1543891,1543891,16957875,16977766,16967820.5,21232562,21227190,21229876,207.5,115.4,1.657,155.625,124.5,62.25
40,44,48,36,45,3645.6,3567.2,8449,8662,1424479,1424487,1424483,9656767,9652245,9654506,10310144,10314604,10312374,207.6,115.5,1.657,155.7,124.56,62.28
45,44,48,36,46,3567.2,3567.2,8662,8662,329275,329267,329271,8461628,8445676,8453652,8954284,8954016,8954150,207.6,115.4,1.657,155.7,124.56,62.28
50,44,48,36,46,3567.2,3645.6,8662,8449,1530476,1530476,1530476,15467717,15476941,15472329,17435021,17430240,17432630.5,207.7,115.5,1.657,155.775,124.62,62.31
55,44,48,36,45,3488.8,3567.2,8662,8662,1538914,1538914,1538914,14408489,14403414,14405951.5,16117743,16119240,16118491.5,207.8,115.5,1.657,155.85,124.68,62.34
60,44,48,36,45,3567.2,3567.2,8662,8662,1541091,1541091,1541091,14705202,14700194,14702698,16372556,16376748,16374652,207.8,115.4,1.657,155.85,124.68,62.34
65,44,48,36,45,3567.2,3567.2,8449,8662,1551000,1551000,1551000,16227822,16233640,16230731,20346144,20340940,20343542,207.9,115.4,1.659,155.925,124.74,62.37
70,44,47,36,45,3567.2,3645.6,8662,8449,1546658,1546658,1546658,14657086,14656263,14656674.5,16489270,16492930,16491100,208.6,115.4,1.66,156.45,125.16,62.58
75,44,48,36,45,3567.2,3567.2,8662,8662,1546749,1546749,1546749,14239201,14239819,14239510,14653204,14655535,14654369.5,208,115.4,1.669,156,124.8,62.4
80,44,47,36,45,3567.2,3567.2,8662,8662,1534272,1534272,1534272,14524535,14523678,14524106.5,16570429,16567876,16569152.5,207.8,115.3,1.723,155.85,124.68,62.34
85,44,48,36,45,3645.6,3567.2,8662,8662,1735818,1735818,1735818,22213436,22213905,22213670.5,22625734,22621323,22623528.5,207.7,115.5,1.665,155.775,124.62,62.31
90,44,47,36,45,3567.2,3567.2,8449,8662,1058351,1057802,1058076.5,13424718,13417526,13421122,14869094,14842687,14855890.5,207.6,115.5,1.667,155.7,124.56,62.28
95,44,47,36,45,3567.2,3567.2,8662,8662,760035,760584,760309.5,11334976,11343101,11339038.5,14922656,14950719,14936687.5,207.6,115.4,1.671,155.7,124.56,62.28
100,43,48,36,45,3567.2,3567.2,8662,8662,1536920,1536920,1536920,15219667,15217547,15218607,16072532,16072073,16072302.5,207.7,115.4,1.673,155.775,124.62,62.31
105,43,48,35,45,3567.2,3567.2,8662,8662,1554422,1554422,1554422,15379920,15376912,15378416,16474134,16477585,16475859.5,207.8,115.3,1.677,155.85,124.68,62.34
110,43,48,35,45,3567.2,3645.6,8662,8662,1527210,1527210,1527210,15160479,15164409,15162444,17357549,17355778,17356663.5,207.9,115.4,1.681,155.925,124.74,62.37
115,44,47,35,45,3645.6,3645.6,8662,8662,1523406,1523406,1523406,15965524,15977183,15971353.5,17425478,17425938,17425708,207.9,115.4,1.686,155.925,124.74,62.37
120,44,47,35,45,3567.2,3567.2,8662,8662,1536813,1536791,1536802,16497194,16485610,16491402,17911267,17906228,17908747.5,207.7,115.4,1.687,155.775,124.62,62.31
125,43,47,35,45,3567.2,3567.2,8662,8662,1547958,1547980,1547969,17005995,17006130,17006062.5,20175937,20179566,20177751.5,207.3,115.4,1.714,155.475,124.38,62.19
130,44,47,35,45,3567.2,3567.2,8662,8449,1534927,1534927,1534927,15600779,15600382,15600580.5,15845360,15848453,15846906.5,207.3,115.3,1.711,155.475,124.38,62.19
135,43,47,35,45,3567.2,3567.2,8449,8449,1534893,1534893,1534893,15409374,15409182,15409278,15958789,15960402,15959595.5,207.4,115.5,1.659,155.55,124.44,62.22
140,43,47,35,45,3567.2,3567.2,8662,8662,809289,803042,806165.5,3568332,3568592,3568462,4296286,4278953,4287619.5,207.5,115.4,1.655,155.625,124.5,62.25
145,43,47,35,45,3567.2,3645.6,8449,8662,990330,996577,993453.5,15652627,15650339,15651483,15392911,15405263,15399087,207.5,115.4,1.653,155.625,124.5,62.25
150,43,47,35,45,3567.2,3645.6,8449,8449,1560652,1560652,1560652,15048539,15047489,15048014,15895237,15898579,15896908,207.5,115.4,1.655,155.625,124.5,62.25
155,43,47,35,45,3567.2,3567.2,8449,8449,1546340,1546340,1546340,17519328,17523496,17521412,20634311,20631984,20633147.5,207.5,115.4,1.656,155.625,124.5,62.25
160,43,47,35,45,3567.2,3567.2,8662,8662,1542621,1542621,1542621,14487411,14487347,14487379,16775783,16772921,16774352,207.6,115.5,1.653,155.7,124.56,62.28
165,43,47,35,45,3567.2,3567.2,8662,8662,1543684,1543684,1543684,14396404,14391323,14393863.5,16387587,16394594,16391090.5,207.7,115.5,1.652,155.775,124.62,62.31
170,43,47,35,45,3567.2,3645.6,8662,8662,1540186,1540186,1540186,14115216,14119352,14117284,16052647,16047905,16050276,207.4,115.5,1.654,155.55,124.44,62.22
175,43,47,35,45,3567.2,3567.2,8662,8449,1540147,1540147,1540147,15997197,15997546,15997371.5,16124559,16127505,16126032,207.2,115.5,1.729,155.4,124.32,62.16
180,43,47,35,45,3567.2,3567.2,8662,8449,1513286,1513286,1513286,15782971,15778887,15780929,17316744,17318120,17317432,207.2,115.4,1.67,155.4,124.32,62.16
185,43,47,35,45,3567.2,3567.2,8662,8662,1572848,1572848,1572848,16751513,16755600,16753556.5,19539336,19535882,19537609,207.2,115.4,1.652,155.4,124.32,62.16
190,43,47,35,45,3567.2,3567.2,8662,8449,418243,418267,418255,5265725,5244042,5254883.5,6419703,6423793,6421748,207.2,115.5,1.652,155.4,124.32,62.16
195,43,47,35,45,3567.2,3567.2,8662,8449,1323746,1323696,1323721,14431725,14426419,14429072,14590536,14580924,14585730,207.3,115.2,1.655,155.475,124.38,62.19
200,43,46,35,45,3567.2,3567.2,8662,8662,1566255,1566281,1566268,14979433,15001881,14990657,15554239,15559476,15556857.5,207.4,115.2,1.655,155.55,124.44,62.22
205,43,46,35,45,3567.2,3567.2,8662,8449,1542136,1542136,1542136,15397064,15413043,15405053.5,15566857,15566620,15566738.5,207.4,115.1,1.657,155.55,124.44,62.22
210,43,47,35,45,3567.2,3645.6,8662,8449,1534014,1534014,1534014,15264913,15248958,15256935.5,17046377,17049827,17048102,207.5,115.1,1.655,155.625,124.5,62.25
215,43,46,35,45,3567.2,3567.2,8662,8449,1548919,1548919,1548919,16710372,16715422,16712897,20937228,20933219,20935223.5,207.6,115.2,1.656,155.7,124.56,62.28
220,43,47,35,45,3567.2,3567.2,8662,8662,1525353,1525353,1525353,15191167,15190264,15190715.5,16003190,16006142,16004666,207,115.1,1.656,155.25,124.2,62.1
225,43,46,35,45,3567.2,3645.6,8662,8662,1536008,1536008,1536008,15194093,15190202,15192147.5,15853016,15853228,15853122,207,115.2,1.698,155.25,124.2,62.1
230,43,47,35,45,3567.2,3567.2,8662,8662,1533225,1533225,1533225,15426385,15428435,15427410,15724883,15722989,15723936,207,115.2,1.655,155.25,124.2,62.1
235,43,46,35,45,3567.2,3645.6,8662,8662,1534256,1534246,1534251,11960218,11959392,11959805,12817321,12778009,12797665,207,115.1,1.657,155.25,124.2,62.1
240,42,47,35,45,3567.2,3567.2,8662,8662,230923,230933,230928,6019009,6018565,6018787,6830829,6873809,6852319,207,115.2,1.656,155.25,124.2,62.1
245,43,46,35,44,3567.2,3567.2,8662,8662,1548900,1548900,1548900,16659440,16663795,16661617.5,20930733,20926188,20928460.5,207.1,115.2,1.657,155.325,124.26,62.13
250,43,46,35,45,3567.2,3567.2,8662,8449,1547084,1547084,1547084,14853780,14852923,14853351.5,16463397,16465714,16464555.5,207.1,115.1,1.656,155.325,124.26,62.13
255,42,47,35,45,3567.2,3645.6,8662,8662,1534865,1534865,1534865,15217158,15213461,15215309.5,16968853,16969279,16969066,207.2,114.8,1.659,155.4,124.32,62.16
260,43,46,35,44,3567.2,3567.2,8662,8449,1530463,1530463,1530463,15336941,15340623,15338782,16408349,16405941,16407145,207.5,114.7,1.661,155.625,124.5,62.25
265,43,46,35,44,3567.2,3567.2,8662,8662,1523982,1523982,1523982,15505037,15507512,15506274.5,16432609,16434495,16433552,207.4,114.8,1.662,155.55,124.44,62.22
270,44,46,35,44,3488.8,3567.2,8662,8662,1541575,1541575,1541575,15426116,15436409,15431262.5,16015745,16017543,16016644,206.9,114.7,1.662,155.175,124.14,62.07
275,43,46,35,44,3645.6,3567.2,8662,8662,1551693,1551693,1551693,18501791,18501977,18501884,21110323,21104297,21107310,206.9,114.7,1.726,155.175,124.14,62.07
280,44,46,35,44,3567.2,3567.2,8449,8662,1522963,1522963,1522963,15494247,15480900,15487573.5,16257760,16262568,16260164,207,114.6,1.767,155.25,124.2,62.1
285,44,47,35,44,3567.2,3567.2,8662,8449,1221546,1221443,1221494.5,9572233,9552502,9562367.5,10451922,10445209,10448565.5,216.8,114.7,1.787,162.6,130.08,65.04
290,45,46,35,44,3567.2,3567.2,8875,8662,540909,541012,540960.5,8048204,8069940,8059072,8649455,8653522,8651488.5,221.8,114.6,1.81,166.35,133.08,66.54
295,45,46,35,44,3567.2,3567.2,8662,8662,1606409,1606409,1606409,17641085,17640421,17640753,18399926,18399728,18399827,226.6,114.6,1.81,169.95,135.96,67.98
300,45,46,35,44,3567.2,3567.2,8662,8662,3822336,3822268,3822302,109253199,109259775,109256487,116084647,116081820,116083233.5,226.3,114.7,1.812,169.725,135.78,67.89
305,45,47,35,44,3567.2,3567.2,8662,8662,9093669,9093696,9093682.5,353855595,353848911,353852253,379407066,379387530,379397298,226.1,114.7,1.813,169.575,135.66,67.83
310,45,46,35,44,3488.8,3567.2,8662,8662,1548752,1548793,1548772.5,256892125,256893017,256892571,329072519,329097553,329085036,226.2,114.6,1.81,169.65,135.72,67.86
315,45,46,35,44,3567.2,3567.2,8662,8662,1527844,1527844,1527844,123811009,123796837,123803923,170580865,170584325,170582595,226,114.6,1.813,169.5,135.6,67.8
320,45,46,35,44,3488.8,3567.2,8662,8662,1534742,1534742,1534742,138483005,138508862,138495933.5,188950642,188942802,188946722,225.7,114.6,1.822,169.275,135.42,67.71
