Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr
0,45,49,36,46,3567.2,3567.2,8662,8662,1492353,1524295,1508324,14867238,23647822,19257530,26834902,27847687,27341294.5,208.1,115,1.664,156.075,124.86,62.43
5,45,48,36,46,3567.2,3567.2,8662,8662,1539398,1539414,1539406,16563599,16558182,16560890.5,15664651,15667779,15666215,208.3,114.9,1.665,156.225,124.98,62.49
10,45,49,36,46,3567.2,3567.2,8449,8662,1533763,1533763,1533763,15292184,15291950,15292067,15361934,15362781,15362357.5,208.3,115,1.665,156.225,124.98,62.49
15,45,49,36,46,3567.2,3567.2,8662,8662,1535911,1535869,1535890,18716048,18716168,18716108,23746357,23738029,23742193,208,115,1.665,156,124.8,62.4
20,45,49,36,46,3645.6,3567.2,8662,8662,1538946,1538988,1538967,14791124,14789973,14790548.5,15125033,15131804,15128418.5,207.8,114.7,1.753,155.85,124.68,62.34
25,45,49,36,46,3645.6,3567.2,8662,8662,1532040,1532040,1532040,15942950,15943866,15943408,16428315,16429929,16429122,207.9,114.9,1.679,155.925,124.74,62.37
30,45,49,36,46,3567.2,3645.6,8662,8662,1527988,1527988,1527988,18572991,18580575,18576783,23521386,23526653,23524019.5,207.9,115,1.666,155.925,124.74,62.37
35,45,49,36,46,3645.6,3567.2,8662,8449,1538386,1538386,1538386,16025865,16018129,16021997,15988363,15981885,15985124,208.1,115,1.668,156.075,124.86,62.43
40,45,49,36,46,3567.2,3567.2,8662,8662,1349730,1349720,1349725,10468957,10369130,10419043.5,10491577,10493794,10492685.5,208.2,115,1.667,156.15,124.92,62.46
45,45,49,36,46,3567.2,3567.2,8449,8662,410629,410639,410634,12339321,12440113,12389717,17752497,17758728,17755612.5,208.2,114.9,1.664,156.15,124.92,62.46
50,45,49,36,46,3567.2,3645.6,8449,8662,1547187,1547187,1547187,16457219,16455988,16456603.5,15722984,15715332,15719158,208.2,114.8,1.666,156.15,124.92,62.46
55,45,49,36,46,3567.2,3567.2,8875,8662,1546847,1546812,1546829.5,16376066,16381579,16378822.5,17348230,17347525,17347877.5,208.4,115.1,1.665,156.3,125.04,62.52
60,45,49,36,46,3567.2,3567.2,8449,8449,1517057,1517092,1517074.5,17511029,17505243,17508136,21909243,21918865,21914054,208.4,115,1.665,156.3,125.04,62.52
65,45,49,36,46,3567.2,3567.2,8662,8662,1532436,1532436,1532436,16310180,16312276,16311228,15436066,15426965,15431515.5,207.9,115,1.67,155.925,124.74,62.37
70,45,49,36,46,3645.6,3567.2,8875,8662,1520048,1520048,1520048,15689297,15689914,15689605.5,16198156,16199588,16198872,208,115,1.718,156,124.8,62.4
75,45,49,36,46,3645.6,3645.6,8662,8449,1550986,1550986,1550986,18917000,18915844,18916422,24027556,24034139,24030847.5,208,114.9,1.667,156,124.8,62.4
80,45,49,36,46,3567.2,3567.2,8662,8662,1529432,1529432,1529432,15564839,15564877,15564858,14653992,14646161,14650076.5,208.1,114.9,1.666,156.075,124.86,62.43
85,45,49,36,46,3567.2,3567.2,8662,8662,1532775,1532775,1532775,16440608,16441134,16440871,17194413,17195213,17194813,208.1,115,1.666,156.075,124.86,62.43
90,45,49,36,46,3567.2,3567.2,8662,8662,953264,953360,953312,11934252,11903433,11918842.5,15810164,15822017,15816090.5,208.2,114.9,1.666,156.15,124.92,62.46
95,45,49,36,46,3567.2,3645.6,8662,8662,819051,818955,819003,8505912,8535272,8520592,8025218,8012627,8018922.5,208.3,115,1.665,156.225,124.98,62.49
100,45,49,36,46,3567.2,3567.2,8662,8662,1542029,1542029,1542029,16409094,16411185,16410139.5,15799710,15799751,15799730.5,208.3,114.9,1.666,156.225,124.98,62.49
105,45,49,36,46,3567.2,3645.6,8662,8662,1539692,1539650,1539671,18731085,18730469,18730777,23589325,23581525,23585425,208.4,115,1.664,156.3,125.04,62.52
110,45,49,36,46,3567.2,3567.2,8662,8662,1531593,1531635,1531614,14987328,14985505,14986416.5,15333140,15345121,15339130.5,208.3,114.9,1.665,156.225,124.98,62.49
115,45,49,36,46,3567.2,3567.2,8662,8662,1567141,1567141,1567141,15258160,15260201,15259180.5,17470717,17464321,17467519,207.9,115,1.667,155.925,124.74,62.37
120,45,49,36,46,3567.2,3645.6,8662,8662,1548742,1548698,1548720,16559473,16556487,16557980,19131876,19126609,19129242.5,208,114.9,1.759,156,124.8,62.4
125,45,49,36,46,3567.2,3645.6,8662,8662,1531079,1531123,1531101,16429704,16431062,16430383,16757222,16764174,16760698,208.1,114.8,1.667,156.075,124.86,62.43
130,45,49,36,46,3567.2,3567.2,8662,8662,1569658,1569658,1569658,15797335,15798122,15797728.5,15043161,15044178,15043669.5,208.1,115.1,1.665,156.075,124.86,62.43
135,45,49,36,46,3645.6,3567.2,8662,8662,1536860,1536816,1536838,20050726,20047657,20049191.5,25094974,25087248,25091111,208.2,115,1.665,156.15,124.92,62.46
140,45,49,36,46,3567.2,3567.2,8662,8662,643946,643966,643956,3191081,3171417,3181249,3280539,3287477,3284008,208.2,115,1.665,156.15,124.92,62.46
145,45,48,36,46,3567.2,3567.2,8662,8662,1101197,1101221,1101209,15815119,15837653,15826386,16920238,16917995,16919116.5,208.3,114.9,1.664,156.225,124.98,62.49
150,45,49,36,46,3567.2,3567.2,8662,8449,1544492,1544446,1544469,17578100,17577080,17577590,19979985,19972136,19976060.5,208.4,114.9,1.667,156.3,125.04,62.52
155,45,49,36,46,3567.2,3567.2,8662,8662,1527670,1527716,1527693,16904823,16905689,16905256,17300053,17310973,17305513,208.6,115,1.666,156.45,125.16,62.58
160,45,49,36,46,3567.2,3567.2,8662,8449,1544208,1544208,1544208,16005474,16003610,16004542,15415311,15414505,15414908,208.4,115.1,1.664,156.3,125.04,62.52
165,45,49,36,46,3567.2,3567.2,8662,8449,1555547,1555521,1555534,19175792,19178686,19177239,22791163,22786486,22788824.5,208,114.8,1.682,156,124.8,62.4
170,45,49,36,46,3567.2,3645.6,8662,8662,1549525,1549551,1549538,14953765,14951939,14952852,14993750,14998511,14996130.5,208.1,115,1.7,156.075,124.86,62.43
175,45,49,36,46,3567.2,3567.2,8662,8662,1530202,1530202,1530202,16255497,16257013,16256255,18894072,18894713,18894392.5,208.1,114.9,1.665,156.075,124.86,62.43
180,45,49,36,46,3567.2,3567.2,8662,8662,1544202,1544202,1544202,18133499,18131472,18132485.5,21796704,21800519,21798611.5,208.1,114.9,1.667,156.075,124.86,62.43
