scheduler,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
tas,285,2,55.66,1196,43.1,215.9,161.9
tas,285,3,268.2,45.22,45.35,59.79,44.84
tas,290,0,259,59.79,47.73,61.09,45.82
tas,290,1,220.7,186.8,50.1,76.26,57.2
tas,290,2,56.09,1226,43.1,220.8,165.6
tas,290,3,273.3,46.07,45.48,60.81,45.61
tas,295,0,264,60.77,47.85,62.1,46.58
tas,295,1,225.3,187.9,50.23,77.23,57.92
tas,295,2,56.54,1255,43.1,225.8,169.4
tas,295,3,278.6,46.91,45.6,61.84,46.38
tas,300,0,269,61.75,47.98,63.13,47.34
tas,300,1,229.8,189.1,50.23,78.18,58.64
tas,300,2,56.99,1285,43.1,230.9,173.2
tas,300,3,283.8,47.76,45.73,62.87,47.15
tas,305,0,274.1,62.73,47.98,64.13,48.1
tas,305,1,234.4,190.2,50.23,79.13,59.35
tas,305,2,57.44,1316,43.1,236,177
tas,305,3,288.9,48.61,45.85,63.9,47.92
tas,310,0,279.1,63.71,47.98,65.13,48.85
tas,310,1,238.9,191.4,50.35,80.11,60.09
tas,310,2,57.9,1346,43.1,241.2,180.9
tas,310,3,294.1,49.46,45.98,64.92,48.69
tas,315,0,284.1,64.69,47.98,66.13,49.59
tas,315,1,243.5,192.6,50.48,81.1,60.82
tas,315,2,58.36,1377,43.1,246.5,184.8
tas,315,3,299.3,50.32,46.1,65.96,49.47
tas,320,0,289.1,65.67,48.1,67.14,50.36
tas,320,1,248,193.8,50.6,82.07,61.55
tas,320,2,58.83,1408,43.1,251.7,188.8
tas,320,3,304.6,51.17,46.1,66.97,50.23
tas,325,0,294.1,66.67,48.1,68.15,51.11
tas,325,1,252.6,194.9,50.73,83.05,62.29
tas,325,2,59.29,1439,43.1,256.9,192.7
tas,325,3,309.8,52.04,46.1,67.99,50.99
tas,330,0,299.2,67.66,48.1,69.16,51.87
tas,330,1,257.2,196.1,50.85,84.02,63.02
tas,330,2,59.76,1470,43.1,262.2,196.7
tas,330,3,315,52.9,46.1,68.99,51.74
tas,335,0,304.2,68.66,48.1,70.16,52.62
tas,335,1,261.7,197.3,50.85,84.98,63.74
tas,335,2,60.22,1501,43.1,267.5,200.6
tas,335,3,320.1,53.76,46.1,70,52.5
tas,340,0,309.2,69.67,48.1,71.15,53.37
tas,340,1,266.3,198.6,50.98,85.97,64.48
tas,340,2,60.7,1533,43.1,272.8,204.6
tas,340,3,325.4,54.62,46.1,71.01,53.26
tas,345,0,314.2,70.66,48.1,72.15,54.11
tas,345,1,270.8,199.9,51.1,86.97,65.23
tas,345,2,61.19,1565,43.1,278.3,208.7
tas,345,3,330.6,55.49,46.1,72.04,54.03
tas,350,0,319.2,71.67,48.1,73.16,54.87
tas,350,1,275.4,201.1,51.1,87.94,65.95
tas,350,2,61.68,1597,43.1,283.7,212.8
tas,350,3,335.8,56.37,46.1,73.05,54.79
tas,355,0,324.3,72.68,48.1,74.18,55.63
tas,355,1,280,202.3,51.1,88.9,66.68
tas,355,2,62.17,1630,43.1,289.2,216.9
tas,355,3,341,57.25,46.1,74.06,55.54
tas,360,0,329.3,73.69,48.1,75.19,56.39
tas,360,1,284.6,203.6,51.1,89.87,67.4
tas,360,2,62.68,1663,43.1,294.8,221.1
tas,360,3,346.2,58.12,46.1,75.07,56.3
tas,365,0,334.4,74.7,48.1,76.19,57.15
tas,365,1,289.2,204.8,51.1,90.84,68.13
tas,365,2,63.19,1697,43.23,300.5,225.4
tas,365,3,351.5,59,46.1,76.1,57.07
tas,370,0,339.4,75.71,48.1,77.2,57.9
tas,370,1,293.8,206,51.1,91.81,68.86
tas,370,2,63.72,1731,43.35,306.3,229.7
tas,370,3,356.8,59.88,46.1,77.12,57.84
tas,375,0,344.4,76.72,48.35,78.25,58.69
tas,375,1,298.4,207.2,51.1,92.78,69.59
tas,375,2,64.25,1765,43.48,312.2,234.1
tas,375,3,362,60.85,46.1,78.15,58.61
tas,380,0,349.6,77.73,48.6,79.32,59.49
tas,380,1,303,208.3,51.1,93.75,70.31
tas,380,2,64.8,1800,43.6,318.1,238.5
tas,380,3,367.2,61.82,46.1,79.18,59.38
tas,385,0,354.7,78.75,48.6,80.34,60.25
tas,385,1,307.7,209.5,51.1,94.71,71.03
tas,385,2,65.35,1835,43.73,324.1,243
tas,385,3,372.4,62.79,46.1,80.21,60.16
tas,390,0,359.7,79.76,48.6,81.35,61.01
tas,390,1,312.4,210.6,51.1,95.68,71.76
tas,390,2,65.92,1871,43.85,330.1,247.6
tas,390,3,377.7,63.77,46.1,81.26,60.94
tas,395,0,364.8,80.78,48.85,82.4,61.8
tas,395,1,317.1,211.7,51.1,96.65,72.48
tas,395,2,66.49,1908,43.98,336.3,252.2
tas,395,3,382.9,64.75,46.1,82.3,61.72
tas,400,0,369.9,81.79,49.1,83.47,62.6
tas,400,1,321.8,212.8,51.23,97.64,73.23
tas,400,2,67.08,1945,44.1,342.6,257
tas,400,3,388.2,65.73,46.23,83.36,62.52
tas,405,0,375.1,82.85,49.35,84.55,63.41
tas,405,1,326.5,213.9,51.35,98.63,73.97
tas,405,2,67.69,1982,44.1,349,261.8
tas,405,3,393.4,66.72,46.35,84.41,63.31
tas,410,0,380.3,83.91,49.35,85.59,64.19
tas,410,1,331.2,215.1,51.35,99.61,74.71
tas,410,2,68.3,2021,44.1,355.5,266.6
tas,410,3,398.7,67.72,46.35,85.46,64.1
tas,415,0,385.4,84.98,49.35,86.61,64.96
tas,415,1,336,216.2,51.48,100.6,75.46
tas,415,2,68.93,2059,44.1,362.1,271.5
tas,415,3,404,68.64,46.48,86.53,64.9
tas,420,0,390.5,86.04,49.35,87.64,65.73
tas,420,1,340.7,217.3,51.6,101.6,76.21
tas,420,2,69.57,2099,44.1,368.7,276.6
tas,420,3,409.4,69.55,46.6,87.59,65.69
tas,425,0,395.6,87.11,49.6,88.72,66.54
tas,425,1,345.5,218.5,51.73,102.6,76.96
tas,425,2,70.21,2139,44.1,375.5,281.6
tas,425,3,414.7,70.48,46.73,88.64,66.48
tas,430,0,400.8,88.19,49.98,89.82,67.36
tas,430,1,350.3,219.6,51.6,103.6,77.69
tas,430,2,70.87,2179,44.1,382.4,286.8
tas,430,3,420,71.4,46.85,89.7,67.28
tas,435,0,405.8,89.29,50.1,90.87,68.15
tas,435,1,355.2,220.7,51.48,104.6,78.41
tas,435,2,71.55,2220,44.1,389.4,292
tas,435,3,425.3,72.33,46.98,90.77,68.08
tas,440,0,410.7,90.39,50.1,91.87,68.91
tas,440,1,360.1,221.7,51.23,105.5,79.12
tas,440,2,72.21,2260,44.1,396.1,297.1
tas,440,3,430.6,73.27,46.85,91.79,68.84
tas,445,0,415.5,91.45,50.1,92.85,69.64
tas,445,1,365,222.7,51.1,106.5,79.84
tas,445,2,72.83,2297,44.1,402.4,301.8
tas,445,3,435.8,74.21,46.73,92.78,69.59
tas,450,0,420.3,92.48,50.48,93.87,70.4
tas,450,1,369.9,223.6,51.1,107.4,80.58
tas,450,2,73.49,2330,44.1,408,306
tas,450,3,440.8,75.15,46.85,93.8,70.35
tas,455,0,424.9,93.49,50.48,94.82,71.11
tas,455,1,374.9,224.5,50.85,108.4,81.28
tas,455,2,74.26,2361,44.1,413.2,309.9
tas,455,3,388.5,76.07,46.73,85.22,63.92
tas,460,0,429.5,94.48,50.6,95.77,71.82
tas,460,1,380,225.2,50.73,109.3,82
tas,460,2,75.22,2389,44.1,418.1,313.6
tas,460,3,336.3,76.97,46.73,76.67,57.5
tas,465,0,434,95.53,50.6,96.69,72.52
tas,465,1,385.1,226,50.73,110.3,82.73
tas,465,2,76.32,2415,44.1,422.6,316.9
tas,465,3,284.1,77.84,46.73,68.12,51.09
tas,470,0,438.6,96.54,50.48,97.6,73.2
tas,470,1,390.2,226.6,50.98,111.3,83.48
tas,470,2,77.54,2438,44.23,426.6,320
tas,470,3,231.9,78.69,46.73,59.55,44.67
tas,475,0,386.1,97.49,50.35,88.98,66.74
tas,475,1,395.2,227.3,51.23,112.3,84.21
tas,475,2,78.89,2459,44.23,430.3,322.7
tas,475,3,179.7,79.51,46.73,50.99,38.24
tas,480,0,333.6,98.43,50.35,80.39,60.29
tas,480,1,400.2,227.9,51.48,113.3,84.95
tas,480,2,80.34,2479,44.23,433.9,325.4
tas,480,3,127.5,80.29,46.85,42.44,31.83
tas,485,0,281.2,99.35,50.35,71.81,53.86
tas,485,1,405.2,228.5,51.6,114.2,85.65
tas,485,2,81.8,2499,44.23,437.4,328.1
tas,485,3,75.41,81.06,46.98,33.91,25.43
tas,490,0,228.9,100.3,50.23,63.23,47.43
tas,490,1,410.1,229,51.73,115.1,86.35
tas,490,2,83.22,2522,44.23,441.5,331.1
tas,490,3,23.46,81.82,46.98,25.38,19.03
tas,495,0,176.7,101.2,50.23,54.69,41.02
tas,495,1,414.9,229.7,51.98,116.1,87.07
tas,495,2,84.52,2546,44.23,445.8,334.4
tas,495,3,28.75,82.6,47.1,26.41,19.81
tas,500,0,124.6,102.2,50.1,46.15,34.61
tas,500,1,419.6,230.4,52.1,117,87.76
tas,500,2,85.63,2572,44.23,450.3,337.7
tas,500,3,34.01,83.39,47.1,27.42,20.56
tas,505,0,72.57,103.1,50.1,37.62,28.22
tas,505,1,424.4,231,52.1,117.9,88.43
tas,505,2,86.58,2599,44.23,455,341.2
tas,505,3,39.27,84.19,47.1,28.43,21.32
tas,510,0,20.49,103.9,50.1,29.09,21.82
tas,510,1,429.1,231.7,52.1,118.8,89.11
tas,510,2,87.39,2627,44.1,459.8,344.9
tas,510,3,44.57,85.01,47.1,29.45,22.09
tas,515,0,25.62,104.9,50.1,30.1,22.57
tas,515,1,433.8,232.4,52.1,119.7,89.78
tas,515,2,88.05,2657,44.1,464.8,348.6
tas,515,3,49.86,85.85,47.1,30.47,22.85
tas,520,0,30.78,105.8,50.1,31.11,23.33
tas,520,1,438.5,233.1,52.1,120.6,90.46
tas,520,2,88.61,2687,44.1,470,352.5
tas,520,3,55.12,86.7,47.1,31.49,23.61
tas,525,0,36.01,106.7,50.1,32.14,24.1
tas,525,1,385.9,233.8,52.1,112,83.98
tas,525,2,89.18,2720,44.23,475.5,356.6
tas,525,3,60.42,87.56,47.1,32.51,24.38
tas,530,0,41.25,107.7,50.1,33.17,24.88
tas,530,1,332.9,238.1,51.6,103.8,77.83
tas,530,2,90.23,2748,44.6,480.5,360.4
tas,530,3,65.72,88.39,47.23,33.56,25.17
tas,535,0,46.44,108.7,50.1,34.2,25.65
tas,535,1,279.4,246.4,51.1,96.14,72.11
tas,535,2,91.8,2773,44.98,485,363.7
tas,535,3,71.08,89.19,47.23,34.58,25.94
tas,540,0,51.6,109.7,50.1,35.23,26.42
tas,540,1,225.3,258.6,50.6,89.09,66.82
tas,540,2,93.89,2794,45.35,488.9,366.6
tas,540,3,76.42,89.97,47.23,35.6,26.7
tas,545,0,56.76,110.8,50.1,36.27,27.2
tas,545,1,170.8,274.9,50.1,82.62,61.97
tas,545,2,96.5,2811,45.73,492.2,369.1
tas,545,3,81.72,90.73,47.23,36.61,27.46
tas,550,0,61.95,111.8,50.1,37.32,27.99
tas,550,1,115.7,295.1,49.6,76.73,57.55
tas,550,2,99.62,2824,46.1,494.9,371.2
tas,550,3,87.01,91.46,47.35,37.64,28.23
tas,555,0,67.16,113,50.1,38.37,28.78
tas,555,1,60.03,319.5,49.1,71.43,53.57
tas,555,2,103.3,2832,46.48,497,372.8
tas,555,3,92.33,92.17,47.48,38.66,29
tas,560,0,72.33,114.1,50.1,39.42,29.57
tas,560,1,3.879,347.7,48.6,66.7,50.03
tas,560,2,107.4,2837,46.85,498.6,374
tas,560,3,97.69,92.86,47.48,39.67,29.75
tas,565,0,77.47,115.3,50.1,40.47,30.36
tas,565,1,4.468,380,48.1,72.1,54.07
tas,565,2,112.1,2838,47.1,499.6,374.7
tas,565,3,103,93.52,47.48,40.67,30.5
tas,570,0,82.61,116.5,50.1,41.53,31.14
tas,570,1,5.007,412.6,48.1,77.62,58.22
tas,570,2,116.9,2839,47.1,500.5,375.4
tas,570,3,108.3,94.19,47.35,41.64,31.23
tas,575,0,87.78,117.6,50.1,42.58,31.94
tas,575,1,5.543,445.3,48.1,83.16,62.37
tas,575,2,121.6,2840,47.1,501.4,376
tas,575,3,113.6,94.85,47.35,42.63,31.97
tas,580,0,92.97,118.8,50.1,43.64,32.73
tas,580,1,6.077,478,48.1,88.7,66.52
tas,580,2,126.3,2840,47.1,502.3,376.7
tas,580,3,118.9,95.51,47.35,43.63,32.72
tas,585,0,98.13,120,50.1,44.7,33.52
tas,585,1,6.607,510.7,48.1,94.24,70.68
tas,585,2,131.1,2841,47.1,503.2,377.4
tas,585,3,124.3,96.18,47.35,44.63,33.48
tas,590,0,103.3,121.1,50.1,45.75,34.31
tas,590,1,7.144,543.5,48.1,99.79,74.84
tas,590,2,135.8,2842,47.1,504.1,378.1
tas,590,3,129.6,96.84,47.23,45.61,34.21
tas,595,0,108.4,122.3,50.1,46.8,35.1
tas,595,1,7.676,576.3,48.1,105.3,79.01
tas,595,2,140.5,2842,47.1,505,378.7
tas,595,3,134.9,97.51,47.1,46.58,34.93
tas,600,0,113.6,123.5,50.1,47.86,35.89
tas,600,1,8.198,609.3,48.1,110.9,83.19
tas,600,2,145.2,2843,47.1,505.9,379.4
tas,600,3,140.1,98.17,47.23,47.59,35.69
tas,605,0,118.7,124.7,50.1,48.92,36.69
tas,605,1,8.718,642.4,48.1,116.5,87.4
tas,605,2,150,2844,47.1,506.8,380.1
tas,605,3,145.5,98.84,47.35,48.61,36.46
tas,610,0,123.9,125.8,50.1,49.97,37.48
tas,610,1,9.239,675.7,48.1,122.2,91.64
tas,610,2,154.7,2844,47.1,507.7,380.8
tas,610,3,150.8,99.51,47.48,49.63,37.23
tas,615,0,128.7,129.2,49.73,51.27,38.45
tas,615,1,10.09,707.1,48.48,127.6,95.71
tas,615,2,159.4,2845,47.23,508.6,381.4
tas,615,3,156.1,100.2,47.48,50.63,37.97
tas,620,0,132.9,136.8,49.35,53.18,39.89
tas,620,1,11.53,734.6,48.85,132.5,99.37
tas,620,2,164.1,2846,47.35,509.5,382.1
tas,620,3,161.4,100.8,47.6,51.64,38.73
tas,625,0,136.6,148.8,49.1,55.75,41.81
tas,625,1,13.59,758.1,49.23,136.8,102.6
tas,625,2,168.9,2846,47.48,510.4,382.8
tas,625,3,166.7,101.5,47.73,52.66,39.5
tas,630,0,139.7,165.3,48.85,58.98,44.23
tas,630,1,16.26,777.5,49.6,140.6,105.4
tas,630,2,173.6,2847,47.6,511.4,383.5
tas,630,3,172.1,102.2,47.85,53.69,40.27
tas,635,0,142.2,186.2,48.6,62.84,47.13
tas,635,1,19.52,792.9,49.98,143.7,107.8
tas,635,2,178.4,2848,47.73,512.3,384.2
tas,635,3,177.4,102.9,47.85,54.69,41.02
tas,640,0,144.2,211.5,48.35,67.34,50.51
tas,640,1,23.35,804.1,50.35,146.3,109.7
tas,640,2,183.1,2848,47.85,513.2,384.9
tas,640,3,182.8,103.5,47.85,55.69,41.77
tas,645,0,145.5,241.6,48.1,72.53,54.4
tas,645,1,27.82,811.3,50.85,148.3,111.2
tas,645,2,187.9,2849,47.98,514.1,385.6
tas,645,3,188.1,104.2,47.85,56.7,42.52
tas,650,0,146.4,276,47.85,78.36,58.77
tas,650,1,32.91,814.3,51.35,149.8,112.3
tas,650,2,192.6,2850,48.1,515,386.3
tas,650,3,193.5,104.9,47.85,57.7,43.28
tas,655,0,146.9,312.8,47.85,84.61,63.46
tas,655,1,38.27,815.2,51.35,150.8,113.1
tas,655,2,197.4,2850,48.1,516,387
tas,655,3,198.8,105.6,47.85,58.71,44.03
tas,660,0,147.5,350,47.98,90.91,68.19
tas,660,1,43.6,816.1,51.35,151.8,113.9
tas,660,2,202.1,2851,48.1,516.9,387.6
tas,660,3,204.2,106.3,47.85,59.72,44.79
tas,665,0,148.2,387.2,47.98,97.22,72.92
tas,665,1,48.92,817,51.48,152.9,114.7
tas,665,2,206.9,2852,48.1,517.8,388.3
tas,665,3,209.6,107,47.85,60.73,45.55
tas,670,0,148.8,424.6,47.98,103.6,77.67
tas,670,1,54.26,817.9,51.6,154,115.5
tas,670,2,211.7,2852,48.1,518.7,389
tas,670,3,214.9,107.6,47.85,61.73,46.3
tas,675,0,149.4,462.3,47.98,109.9,82.45
tas,675,1,59.64,818.8,51.6,155,116.3
tas,675,2,216.4,2853,48.1,519.6,389.7
tas,675,3,220.3,108.3,47.98,62.76,47.07
tas,680,0,150,500.2,47.98,116.4,87.28
tas,680,1,65.01,819.7,51.6,156.1,117
tas,680,2,221.2,2854,48.1,520.5,390.4
tas,680,3,225.7,109,47.98,63.78,47.83
tas,685,0,150.6,538.1,47.98,122.8,92.09
tas,685,1,70.35,820.6,51.48,157.1,117.8
tas,685,2,225.9,2854,48.1,521.4,391.1
tas,685,3,231.1,109.7,47.98,64.79,48.59
tas,690,0,151.2,576.3,47.98,129.3,96.94
tas,690,1,75.67,821.5,51.35,158.1,118.6
tas,690,2,230.7,2855,48.1,522.3,391.7
tas,690,3,236.4,110.4,47.98,65.79,49.34
tas,695,0,151.9,614.6,48.1,135.8,101.8
tas,695,1,81.03,822.4,51.35,159.1,119.4
tas,695,2,235.4,2856,48.1,523.2,392.4
tas,695,3,241.7,111.1,48.1,66.81,50.11
tas,700,0,152.5,653,48.1,142.3,106.7
tas,700,1,86.43,823.3,51.48,160.2,120.2
tas,700,2,240.2,2857,48.1,524.2,393.1
tas,700,3,247.1,111.7,48.1,67.83,50.87
