pic0: pic0=bus_tran_any,umask=0x20
pic1: pic1=l2_rqsts,umask=0x4f
   time cpu event      pic0      pic1 
 49.021   2  tick 217819142         0 
 49.035   4  tick 225632778         0 
 49.201   1  tick 211820419         0 
 50.007   1  tick  18285849         0 
 50.011   3  tick  30551633         0 
 50.011   6  tick  33394700         0 
 50.011   7  tick  35556072         0 
 50.023   5  tick  51775634         0 
 50.901   0  tick   2015409         0 
 51.635   2  tick   3551879         0 
 51.989   4  tick   3702480         0 
 55.011   2  tick  56082086         0 
 55.011   0  tick  67574589         0 
 55.011   1  tick  54605992         0 
 55.011   3  tick  51435045         0 
 55.011   5  tick  48232175         0 
 55.011   7  tick  79932783         0 
 55.011   4  tick  52343450         0 
 55.018   6  tick  72494465         0 
 60.011   1  tick 101002540         0 
 60.011   3  tick 111404724         0 
 60.011   6  tick 111076653         0 
 60.011   0  tick 103205835         0 
 60.011   7  tick 102861005         0 
 60.011   5  tick 100592664         0 
 60.011   2  tick 105118864         0 
 60.032   4  tick 108675129         0 
 65.011   1  tick 118912848         0 
 65.011   3  tick 138465297         0 
 65.011   4  tick 136559983         0 
 65.011   6  tick 140106209         0 
 65.011   2  tick 131866340         0 
 65.011   7  tick 132389949         0 
 65.011   0  tick 132153512         0 
 65.011   5  tick 131836762         0 
 70.002   3  tick 179787552         0 
 70.011   0  tick 149714682         0 
 70.011   2  tick 158044790         0 
 70.011   1  tick 158060860         0 
 70.011   4  tick 161869439         0 
 70.011   6  tick 167295546         0 
 70.011   5  tick 148013156         0 
 70.011   7  tick 153353561         0 
 75.011   2  tick 192697847         0 
 75.011   0  tick 176927510         0 
 75.011   6  tick 207499016         0 
 75.011   4  tick 198902454         0 
 75.011   3  tick 231057586         0 
 75.011   5  tick 199038460         0 
 75.011   7  tick 177310620         0 
 75.011   1  tick 207613814         0 
 80.001   0  tick 299940969         0 
 80.011   2  tick 265260397         0 
 80.011   6  tick 318104647         0 
 80.011   4  tick 310476320         0 
 80.011   7  tick 317835609         0 
 80.011   5  tick 312259665         0 
 80.011   3  tick 277972264         0 
 80.011   1  tick 272731482         0 
 85.011   3  tick 112195326         0 
 85.251   0  tick  85723999         0 
 85.514   6  tick 152114772         0 
 86.245   1  tick 112856985         0 
 86.757   4  tick 142613988         0 
 87.612   2  tick  36510082         0 
 88.285   7  tick  80160057         0 
 88.347   5  tick  96969028         0 
 90.011   0  tick  55139880         0 
 90.011   7  tick 109131020         0 
 90.011   4  tick 141612568         0 
 90.011   1  tick 156587657         0 
 90.011   6  tick  82638883         0 
 90.011   3  tick 108451741         0 
 90.011   5  tick  75366014         0 
 90.011   2  tick  54243357         0 
 95.008   4  tick 324748410         0 
 95.011   6  tick 321452622         0 
 95.011   3  tick 209882407         0 
 95.011   1  tick 372642308         0 
 95.011   2  tick 338058130         0 
 95.011   0  tick 277759130         0 
 95.011   5  tick 336627919         0 
 95.011   7  tick 282846818         0 
100.011   4  tick 149559090         0 
100.213   7  tick 234863887         0 
100.634   0  tick 234231077         0 
100.640   5  tick 246304359         0 
100.725   6  tick 158444954         0 
100.958   3  tick 281917354         0 
101.037   2  tick 258040471         0 
103.667   1  tick 187733665         0 
105.011   7  tick 218625630         0 
105.011   4  tick  93095203         0 
105.011   3  tick 250871710         0 
105.011   2  tick 223118297         0 
105.469   5  tick  89709767         0 
105.365   6  tick  77498510         0 
105.507   0  tick 232545844         0 
105.365   1  tick  77009338         0 
110.011   7  tick  83609846         0 
110.011   3  tick  85571362         0 
110.165   6  tick  38137740         0 
111.528   0  tick 134925419         0 
111.698   1  tick  94950767         0 
111.701   4  tick 182620535         0 
111.891   5  tick 138157340         0 
112.039   2  tick 117912209         0 
115.011   4  tick  72675020         0 
115.011   6  tick  94067135         0 
115.011   5  tick  78129130         0 
115.011   1  tick  74512608         0 
115.012   3  tick 101839639         0 
115.013   0  tick  78463509         0 
115.013   2  tick  50536013         0 
115.014   7  tick  99167522         0 
120.011   2  tick 117694379         0 
120.011   0  tick 137003815         0 
120.011   1  tick 158868420         0 
120.011   7  tick 140955623         0 
120.011   5  tick 145613150         0 
120.011   6  tick 142407352         0 
120.011   4  tick 146304889         0 
120.012   3  tick 135508074         0 
126.211   5  tick 201734544         0 
126.213   4  tick 208329799         0 
126.288   1  tick 209049869         0 
126.431   3  tick 200085772         0 
126.462   7  tick 211269244         0 
126.584   6  tick 207525980         0 
127.100   0  tick 216003100         0 
127.144   2  tick 190043389         0 
130.002   3  tick  60497643         0 
130.011   1  tick 108578237         0 
130.011   2  tick  42057203         0 
130.011   0  tick  70806852         0 
130.011   4  tick  89178343         0 
130.011   6  tick  79132936         0 
130.011   7  tick  61743688         0 
130.011   5  tick 121437643         0 
135.011   4  tick 167585997         0 
135.011   3  tick 170025302         0 
135.011   5  tick 157352734         0 
135.011   7  tick 183226789         0 
135.011   0  tick 177179923         0 
135.011   2  tick 174894014         0 
135.011   1  tick 152863262         0 
135.143   6  tick 147313024         0 
140.011   7  tick 158877237         0 
140.011   5  tick 126935694         0 
140.011   3  tick 147284182         0 
140.011   0  tick 159629107         0 
140.011   1  tick 159024710         0 
140.012   4  tick 158660728         0 
140.012   6  tick 146439920         0 
140.137   2  tick 123116846         0 
145.011   2  tick  86966077         0 
145.011   4  tick 102283365         0 
145.011   6  tick  50522810         0 
145.011   3  tick  62437277         0 
145.011   5  tick  64295935         0 
145.011   1  tick 105102254         0 
145.038   0  tick  67329722         0 
145.154   7  tick  70758840         0 
150.011   3  tick 179589380         0 
150.011   1  tick 151731072         0 
150.011   0  tick 142773328         0 
150.011   2  tick 137534393         0 
150.011   6  tick 187284563         0 
150.011   4  tick 189362812         0 
150.011   7  tick 151175327         0 
150.011   5  tick 174862992         0 
155.011   2  tick 179974674         0 
155.011   3  tick 190523120         0 
155.011   1  tick 194187398         0 
155.011   4  tick 214034359         0 
155.011   7  tick 182475284         0 
155.011   6  tick 197780801         0 
155.011   5  tick 181993923         0 
155.012   0  tick 175121299         0 
160.002   2  tick 187482007         0 
160.011   1  tick 235565429         0 
160.011   4  tick 195338313         0 
160.011   6  tick 208387906         0 
160.011   5  tick 207856534         0 
160.011   7  tick 214873771         0 
160.011   0  tick 233312233         0 
160.165   3  tick 195794486         0 
165.011   2  tick 235241511         0 
165.011   7  tick 232091205         0 
165.011   5  tick 237948756         0 
165.011   6  tick 176923519         0 
165.011   4  tick 196936359         0 
165.011   0  tick 198630615         0 
165.012   1  tick 221066534         0 
165.570   3  tick 188865647         0 
170.011   1  tick 123671111         0 
170.011   4  tick 238695895         0 
170.011   3  tick 123376551         0 
170.012   2  tick 174216593         0 
171.020   7  tick 101299235         0 
171.238   5  tick 148560847         0 
171.616   6  tick 200907055         0 
171.679   0  tick 250299721         0 
175.011   0  tick 108443096         0 
175.011   2  tick 154750719         0 
175.011   3  tick 126224509         0 
175.011   1  tick 166687166         0 
175.011   4  tick 151892506         0 
175.011   7  tick 162322117         0 
175.011   5  tick 104299344         0 
175.011   6  tick 112528923         0 
180.002   2  tick  74112290         0 
180.011   3  tick  67627375         0 
180.011   1  tick 112064573         0 
180.011   5  tick 167836705         0 
180.011   6  tick 147170397         0 
180.011   0  tick  93612645         0 
180.013   4  tick  79589125         0 
180.013   7  tick 153334284         0 
185.011   1  tick 183259988         0 
185.011   3  tick 184141547         0 
185.011   0  tick 191998581         0 
185.011   2  tick 177394121         0 
185.011   6  tick 196863130         0 
185.011   5  tick 204256031         0 
185.011   4  tick 182861109         0 
185.011   7  tick 204938495         0 
190.002   3  tick 192793747         0 
190.002   1  tick 208463034         0 
190.011   2  tick 204477061         0 
190.011   6  tick 193610623         0 
190.011   7  tick 188667757         0 
190.011   5  tick 191944031         0 
190.011   4  tick 199739865         0 
190.012   0  tick 222214155         0 
195.011   3  tick 187888833         0 
195.011   1  tick 258571076         0 
195.011   0  tick 209209181         0 
195.011   2  tick 200068136         0 
195.011   4  tick 216131672         0 
195.011   6  tick 209989841         0 
195.011   7  tick 201533487         0 
195.011   5  tick 218038834         0 
200.011   3  tick 178640787         0 
200.011   5  tick 321833581         0 
200.011   0  tick 342010619         0 
200.011   2  tick 250176938         0 
200.011   4  tick 387340076         0 
200.011   6  tick 277311793         0 
200.368   7  tick 240410147         0 
203.130   1  tick 140755012         0 
205.011   4  tick  31974073         0 
205.011   1  tick  22925686         0 
205.012   5  tick  30388233         0 
205.126   7  tick  20557037         0 
205.251   3  tick  54640542         0 
205.406   0  tick  61376139         0 
205.440   6  tick  60895505         0 
205.648   2  tick  68058148         0 
210.003   5  tick 190916932         0 
210.011   4  tick 142089508         0 
210.011   6  tick 143795120         0 
210.011   1  tick 207249714         0 
210.011   7  tick 159138793         0 
210.011   2  tick 121878766         0 
210.011   0  tick 123142138         0 
210.045   3  tick 103407908         0 
215.011   1  tick 135719295         0 
215.011   4  tick 169483850         0 
215.011   5  tick 269174447         0 
215.618   2  tick 128597921         0 
216.131   6  tick 192900193         0 
216.255   0  tick 104925367         0 
216.460   3  tick 211770708         0 
216.693   7  tick 218968922         0 
220.011   1  tick 163523061         0 
220.011   3  tick 162297307         0 
220.011   2  tick 170400718         0 
220.011   0  tick 157462777         0 
220.011   4  tick 169908083         0 
220.011   6  tick 167690768         0 
220.011   5  tick 162693293         0 
220.011   7  tick 162147462         0 
225.529   2  tick 132692927         0 
226.421   3  tick 135245742         0 
226.447   4  tick 141975875         0 
226.496   0  tick 136885791         0 
226.582   7  tick 144361672         0 
226.642   1  tick 147154923         0 
226.643   5  tick 140087435         0 
226.733   6  tick 132710264         0 
230.011   3  tick 119096678         0 
230.011   1  tick 114232541         0 
230.011   0  tick 110989921         0 
230.011   4  tick 115764887         0 
230.011   6  tick 113377042         0 
230.011   2  tick 101552960         0 
230.011   5  tick 103644962         0 
230.011   7  tick 118173234         0 
235.002   0  tick 106039438         0 
235.011   1  tick 103312997         0 
235.011   3  tick 110631084         0 
235.011   2  tick 100490715         0 
235.011   4  tick 109226739         0 
235.011   6  tick 105389105         0 
235.011   7  tick 108967639         0 
235.011   5  tick 106682787         0 
240.011   3  tick 122273389         0 
240.011   1  tick 117964008         0 
240.011   0  tick 120445724         0 
240.011   2  tick 121681702         0 
240.011   4  tick 120226062         0 
240.011   6  tick 120220140         0 
240.011   5  tick 117578970         0 
240.011   7  tick 122258217         0 
245.002   3  tick 176248862         0 
245.011   1  tick 188765466         0 
245.011   0  tick 165715797         0 
245.011   2  tick 166799743         0 
245.011   6  tick 214834218         0 
245.011   4  tick 201641054         0 
245.011   5  tick 187026542         0 
245.011   7  tick 185090049         0 
250.011   2  tick 176153079         0 
250.011   1  tick 209731655         0 
250.011   5  tick 168612122         0 
250.011   0  tick 209463257         0 
250.011   3  tick 192088260         0 
250.011   7  tick 181791955         0 
250.011   6  tick 197754460         0 
250.011   4  tick 215507428         0 
255.011   4  tick 223797113         0 
255.011   6  tick 225119861         0 
255.011   2  tick 219135515         0 
255.011   0  tick 210023089         0 
255.011   1  tick 217601804         0 
255.011   3  tick 221815785         0 
255.011   7  tick 231656166         0 
255.011   5  tick 198441427         0 
260.002   3  tick 241574372         0 
260.011   2  tick 212249757         0 
260.011   0  tick 229923687         0 
260.011   5  tick 210265059         0 
260.011   7  tick 218456450         0 
260.011   1  tick 210459178         0 
260.011   6  tick 211323604         0 
260.011   4  tick 194412158         0 
265.011   7  tick  88489727         0 
265.011   5  tick  99113226         0 
265.011   6  tick 120888401         0 
266.247   3  tick 116023617         0 
266.881   1  tick 122270403         0 
266.886   0  tick 104956284         0 
267.110   4  tick 151935754         0 
267.416   2  tick 148308969         0 
270.011   6  tick 166543331         0 
270.012   5  tick  51854799         0 
270.012   7  tick  38060068         0 
270.698   0  tick  24777081         0 
271.030   3  tick  55906363         0 
271.177   4  tick  36592998         0 
271.510   1  tick  55257508         0 
271.893   2  tick  65102213         0 
275.011   3  tick 112572231         0 
275.011   1  tick 103251534         0 
275.011   2  tick  95147678         0 
275.011   6  tick 140212827         0 
275.011   5  tick 140514126         0 
275.011   7  tick 133486738         0 
275.011   4  tick 108465710         0 
275.779   0  tick 101957138         0 
280.002   1  tick 130723609         0 
280.011   6  tick 147642568         0 
280.011   4  tick 156140872         0 
280.011   5  tick 140297083         0 
280.011   0  tick  90291130         0 
280.011   2  tick 157421053         0 
280.011   3  tick 151237039         0 
280.011   7  tick 134320856         0 
285.001   0  tick 149879409         0 
285.007   4  tick 162821084         0 
285.008   1  tick 166603754         0 
285.011   3  tick 181957419         0 
285.011   2  tick 182134910         0 
285.011   5  tick 186365924         0 
285.011   6  tick 143151168         0 
285.011   7  tick 154317065         0 
290.002   0  tick 198296200         0 
290.003   5  tick 234563596         0 
290.003   2  tick 222482226         0 
290.011   3  tick 220839200         0 
290.011   1  tick 218194476         0 
290.011   4  tick 198065415         0 
290.011   6  tick 212041176         0 
290.011   7  tick 219537493         0 
295.011   3  tick 265519299         0 
295.011   1  tick 226754905         0 
295.011   2  tick 255036258         0 
295.011   6  tick 244512965         0 
295.011   7  tick 248345203         0 
295.011   5  tick 233576148         0 
295.012   0  tick 208887816         0 
295.011   4  tick 241136266         0 
300.011   3  tick 225212919         0 
300.011   1  tick 203095873         0 
300.011   0  tick 236560332         0 
300.011   5  tick 223409272         0 
300.011   7  tick 214598377         0 
300.012   4  tick 212314654         0 
302.508   2  tick 200170419         0 
302.986   6  tick 182184363         0 
302.986   8 total 77001400203         0 
