,,,,,,,,,,,,,,,,,,Real Temp Difference,,,
scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat,,Average of coretemp_av,,cpu,,,,,,CPU,,,
tas,2,415,3,0.3589,3.285,34.1,6.291,4.718
tas,2,420,0,34.34,36.93,35.6,17.81,13.36
tas,2,420,1,73.41,104.2,37.6,35.87,26.91
tas,2,420,2,259.1,360.2,33.1,108.7,81.54
tas,2,420,3,0.36,3.302,34.1,6.294,4.72
tas,2,425,0,35.44,38.38,35.6,18.24,13.68
tas,2,425,1,75.58,107.3,38.1,36.83,27.62
tas,2,425,2,260.5,362.1,32.6,109.2,81.9
tas,2,425,3,0.361,3.318,34.1,6.296,4.722
tas,2,430,0,36.54,39.83,35.6,18.66,14
tas,2,430,1,77.75,110.3,38.1,37.69,28.27
tas,2,430,2,261.8,364.1,32.6,109.7,82.31
tas,2,430,3,0.362,3.333,34.1,6.299,4.724
tas,2,435,0,37.65,41.29,35.48,19.07,14.3
tas,2,435,1,79.35,112.6,37.6,38.25,28.69
tas,2,435,2,263.7,366.8,33.1,110.6,82.95
tas,2,435,3,0.363,3.35,34.1,6.302,4.727
tas,2,440,0,38.22,42,34.85,19.18,14.38
tas,2,440,1,80.96,114.8,37.6,38.89,29.17
tas,2,440,2,266.2,370.3,33.6,111.7,83.76
tas,2,440,3,0.3641,3.365,34.1,6.305,4.729
tas,2,445,0,38.57,42.42,34.85,19.31,14.48
tas,2,445,1,82.57,117.1,37.6,39.54,29.66
tas,2,445,2,268.9,374.1,33.6,112.8,84.58
tas,2,445,3,0.3651,3.382,34.23,6.329,4.746
tas,2,450,0,38.92,42.83,34.85,19.43,14.58
tas,2,450,1,84.17,119.4,37.6,40.19,30.14
tas,2,450,2,271.7,378,33.6,113.9,85.4
tas,2,450,3,0.3663,3.399,34.23,6.332,4.749
tas,2,455,0,39.19,43.06,34.85,19.52,14.64
tas,2,455,1,85.3,121,37.1,40.56,30.42
tas,2,455,2,274.9,382.6,34.1,115.3,86.45
tas,2,455,3,0.3673,3.417,34.23,6.335,4.751
tas,2,460,0,39.4,43.21,34.85,19.58,14.68
tas,2,460,1,86.99,123.4,37.6,41.33,31
tas,2,460,2,277.7,386.5,33.6,116.3,87.22
tas,2,460,3,0.3684,3.434,34.23,6.338,4.753
tas,2,465,0,39.62,43.37,34.85,19.64,14.73
tas,2,465,1,88.13,125,37.1,41.7,31.28
tas,2,465,2,281,391.1,34.1,117.7,88.28
tas,2,465,3,0.3695,3.452,34.23,6.341,4.756
tas,2,470,0,39.82,43.51,34.85,19.7,14.77
tas,2,470,1,89.26,126.6,37.1,42.16,31.62
tas,2,470,2,284.3,395.8,34.1,119,89.27
tas,2,470,3,0.3707,3.47,34.23,6.344,4.758
tas,2,475,0,40.04,43.74,35.1,19.81,14.86
tas,2,475,1,90.96,128.9,37.6,42.92,32.19
tas,2,475,2,287.1,399.6,33.6,120.1,90.04
tas,2,475,3,0.3718,3.489,34.23,6.348,4.761
tas,2,480,0,40.32,44.04,35.1,19.91,14.93
tas,2,480,1,92.67,131.3,37.6,43.59,32.69
tas,2,480,2,289.3,402.7,33.1,120.9,90.64
tas,2,480,3,0.8748,4.185,34.6,6.61,4.958
tas,2,485,0,40.58,44.3,35.1,20,15
tas,2,485,1,94.36,133.6,37.6,44.26,33.2
tas,2,485,2,291.5,405.8,33.1,121.7,91.31
tas,2,485,3,1.378,4.881,34.6,6.81,5.107
tas,2,490,0,40.85,44.56,35.1,20.09,15.06
tas,2,490,1,95.5,135.1,37.1,44.62,33.47
tas,2,490,2,294.3,409.7,33.6,122.9,92.2
tas,2,490,3,1.881,5.578,34.73,7.031,5.273
tas,2,495,0,41.12,44.82,34.98,20.15,15.11
tas,2,495,1,96.64,136.7,37.1,45.07,33.8
tas,2,495,2,297.1,413.5,33.6,124,93.02
tas,2,495,3,2.384,6.274,34.85,7.251,5.439
tas,2,500,0,41.38,45.08,34.98,20.24,15.18
tas,2,500,1,97.77,138.2,37.1,45.51,34.14
tas,2,500,2,299.9,417.3,33.6,125.1,93.85
tas,2,500,3,2.887,6.971,34.85,7.451,5.589
tas,2,505,0,41.66,45.34,34.98,20.33,15.25
tas,2,505,1,98.9,139.8,37.1,45.96,34.47
tas,2,505,2,302.7,421.1,33.6,126.2,94.67
tas,2,505,3,3.39,7.668,34.85,7.651,5.738
tas,2,510,0,41.93,45.61,34.98,20.42,15.31
tas,2,510,1,100.6,142.1,37.6,46.71,35.03
tas,2,510,2,304.9,424.3,33.23,127.1,95.3
tas,2,510,3,3.893,8.363,34.85,7.851,5.888
tas,2,515,0,42.27,45.9,34.85,20.5,15.38
tas,2,515,1,101.7,143.6,37.1,47.07,35.3
tas,2,515,2,307.6,428.1,33.73,128.2,96.17
tas,2,515,3,4.396,9.06,34.85,8.051,6.038
tas,2,520,0,42.56,46.12,34.98,20.61,15.46
tas,2,520,1,102.8,145.2,37.1,47.51,35.64
tas,2,520,2,310.8,432.7,34.23,129.6,97.22
tas,2,520,3,4.397,9.081,34.48,7.992,5.994
tas,2,525,0,42.85,46.35,34.98,20.7,15.52
tas,2,525,1,104.5,147.5,37.6,48.27,36.2
tas,2,525,2,313.5,436.5,33.73,130.6,97.97
tas,2,525,3,4.398,9.1,34.35,7.975,5.981
tas,2,530,0,43.23,46.69,34.98,20.82,15.61
tas,2,530,1,106.2,149.8,37.6,48.93,36.7
tas,2,530,2,316.1,440.3,33.73,131.7,98.76
tas,2,530,3,4.399,9.119,34.23,7.957,5.968
tas,2,535,0,43.61,47.04,35.1,20.96,15.72
tas,2,535,1,108.4,152.9,38.1,49.91,37.43
tas,2,535,2,318.1,443.2,33.23,132.4,99.32
tas,2,535,3,4.4,9.138,34.1,7.94,5.955
tas,2,540,0,44.02,47.5,35.1,21.1,15.83
tas,2,540,1,110.1,155.2,37.6,50.49,37.87
tas,2,540,2,320.7,447,33.73,133.6,100.2
tas,2,540,3,4.402,9.159,34.23,7.964,5.973
tas,2,545,0,44.42,47.94,35.1,21.24,15.93
tas,2,545,1,112.4,158.3,38.1,51.47,38.6
tas,2,545,2,322.7,450,33.23,134.3,100.7
tas,2,545,3,4.403,9.178,34.23,7.968,5.976
tas,2,550,0,44.93,48.53,35.1,21.43,16.07
tas,2,550,1,114.6,161.2,38.1,52.32,39.24
tas,2,550,2,324.8,452.8,33.1,135.1,101.3
tas,2,550,3,4.404,9.197,34.23,7.971,5.978
tas,2,555,0,45.37,49.02,35.1,21.58,16.19
tas,2,555,1,116.8,164.2,38.1,53.17,39.88
tas,2,555,2,326.9,455.8,33.1,136,102
tas,2,555,3,4.405,9.213,34.23,7.974,5.98
tas,2,560,0,45.81,49.51,35.1,21.74,16.3
tas,2,560,1,119,167.1,38.1,54.02,40.52
tas,2,560,2,329,458.7,33.1,136.8,102.6
tas,2,560,3,4.406,9.229,34.23,7.977,5.982
tas,2,565,0,46.24,49.99,35.1,21.89,16.42
tas,2,565,1,121.1,170,38.1,54.87,41.15
tas,2,565,2,331.1,461.6,33.1,137.6,103.2
tas,2,565,3,4.407,9.245,34.23,7.98,5.985
tas,2,570,0,46.76,50.57,35.1,22.07,16.55
tas,2,570,1,123.7,173.4,38.6,55.96,41.97
tas,2,570,2,332.8,464,32.6,138.2,103.7
tas,2,570,3,4.408,9.262,34.23,7.982,5.987
tas,2,575,0,47.28,51.16,35.1,22.26,16.69
tas,2,575,1,125.7,176.1,38.1,56.65,42.49
tas,2,575,2,335.1,467,33.1,139.2,104.4
tas,2,575,3,4.409,9.278,34.23,7.985,5.989
tas,2,580,0,47.78,51.64,35.23,22.44,16.83
tas,2,580,1,128.3,179.5,38.6,57.73,43.3
tas,2,580,2,336.8,469.4,32.6,139.8,104.8
tas,2,580,3,4.41,9.293,34.1,7.967,5.975
tas,2,585,0,48.46,52.36,35.23,22.67,17
tas,2,585,1,130.3,182.1,38.1,58.43,43.82
tas,2,585,2,338.8,472.2,33.1,140.7,105.5
tas,2,585,3,4.411,9.308,34.1,7.97,5.977
tas,2,590,0,49.02,52.93,35.23,22.86,17.15
tas,2,590,1,131.9,184.2,37.6,58.94,44.21
tas,2,590,2,341.5,475.7,33.6,141.8,106.3
tas,2,590,3,4.412,9.324,34.1,7.973,5.98
tas,2,595,0,49.59,53.5,35.23,23.05,17.29
tas,2,595,1,133.4,186.2,37.6,59.54,44.65
tas,2,595,2,344.1,479.3,33.6,142.8,107.1
tas,2,595,3,4.413,9.342,34.1,7.976,5.982
tas,2,600,0,50.16,54.11,35.35,23.27,17.45
tas,2,600,1,135.5,189,38.1,60.44,45.33
tas,2,600,2,346.2,482.1,33.1,143.6,107.7
tas,2,600,3,4.414,9.359,34.1,7.979,5.984
tas,2,605,0,50.75,54.74,35.35,23.47,17.6
tas,2,605,1,137.1,191.1,37.6,60.95,45.71
tas,2,605,2,348.8,485.7,33.6,144.7,108.5
tas,2,605,3,4.415,9.378,34.1,7.982,5.987
tas,2,610,0,51.16,55.15,35.35,23.61,17.71
tas,2,610,1,138.8,193.3,37.6,61.62,46.21
tas,2,610,2,351.4,489.2,33.6,145.7,109.3
tas,2,610,3,4.416,9.395,34.1,7.985,5.989
tas,2,615,0,51.95,56.09,35.35,23.9,17.92
tas,2,615,1,140.5,195.7,37.6,62.31,46.73
tas,2,615,2,353.5,491.9,33.23,146.4,109.8
tas,2,615,3,4.489,9.516,34.48,8.08,6.06
tas,2,620,0,52.74,57.04,35.23,24.17,18.13
tas,2,620,1,141.8,197.3,37.1,62.7,47.03
tas,2,620,2,356.1,495.5,33.73,147.5,110.7
tas,2,620,3,4.562,9.638,34.6,8.133,6.1
tas,2,625,0,53.35,57.74,35.23,24.39,18.29
tas,2,625,1,143,199,37.1,63.17,47.38
tas,2,625,2,358.8,499.2,33.73,148.6,111.5
tas,2,625,3,4.634,9.761,34.73,8.187,6.14
tas,2,630,0,53.96,58.44,35.23,24.6,18.45
tas,2,630,1,144.2,200.6,37.1,63.64,47.73
tas,2,630,2,361.6,503,33.73,149.7,112.3
tas,2,630,3,4.707,9.885,34.85,8.24,6.18
tas,2,635,0,54.57,59.14,35.23,24.82,18.62
tas,2,635,1,145.4,202.3,37.1,64.13,48.1
tas,2,635,2,364.4,506.8,33.73,150.8,113.1
tas,2,635,3,4.78,10.01,34.98,8.294,6.22
tas,2,640,0,55.16,59.8,35.23,25.03,18.77
tas,2,640,1,146.4,203.7,36.73,64.47,48.35
tas,2,640,2,367.2,510.5,33.6,151.9,113.9
tas,2,640,3,4.853,10.13,34.85,8.305,6.229
tas,2,645,0,55.74,60.43,35.35,25.25,18.94
tas,2,645,1,148,205.8,37.23,65.17,48.87
tas,2,645,2,369.4,513.6,33.1,152.7,114.5
tas,2,645,3,4.926,10.25,34.85,8.338,6.253
tas,2,650,0,56.32,61.07,35.35,25.46,19.09
tas,2,650,1,149,207.2,36.73,65.47,49.11
tas,2,650,2,372.2,517.4,33.6,153.9,115.4
tas,2,650,3,4.998,10.37,34.85,8.37,6.278
tas,2,655,0,56.52,61.17,35.35,25.51,19.13
tas,2,655,1,149.9,208.4,36.73,65.84,49.38
tas,2,655,2,375.5,522,33.98,155.2,116.4
tas,2,655,3,4.999,10.39,34.48,8.311,6.233
tas,2,660,0,56.71,61.26,35.35,25.55,19.17
tas,2,660,1,150.8,209.7,36.73,66.2,49.65
tas,2,660,2,378.8,526.6,33.98,156.6,117.4
tas,2,660,3,5,10.41,34.35,8.293,6.22
tas,2,665,0,56.91,61.37,35.35,25.6,19.2
tas,2,665,1,151.7,211,36.73,66.58,49.93
tas,2,665,2,382,531.2,33.98,157.9,118.4
tas,2,665,3,5.001,10.43,34.35,8.296,6.222
tas,2,670,0,57.11,61.47,35.48,25.67,19.26
tas,2,670,1,153.2,213.1,37.35,67.28,50.46
tas,2,670,2,384.7,535.1,33.6,158.9,119.2
tas,2,670,3,5.002,10.44,34.23,8.279,6.209
tas,2,675,0,57.53,61.91,35.48,25.82,19.37
tas,2,675,1,154.7,215.2,37.48,67.89,50.92
tas,2,675,2,387.1,538.7,33.6,159.9,119.9
tas,2,675,3,5.003,10.46,34.1,8.261,6.196
tas,2,680,0,57.97,62.36,35.35,25.95,19.46
tas,2,680,1,155.8,216.8,37.35,68.32,51.24
tas,2,680,2,390.1,543,34.23,161.2,120.9
tas,2,680,3,5.005,10.48,34.35,8.306,6.23
tas,2,685,0,58.4,62.82,35.23,26.07,19.55
tas,2,685,1,156.3,217.7,36.85,68.48,51.36
tas,2,685,2,393.6,548.1,34.73,162.7,122
tas,2,685,3,5.006,10.51,34.48,8.331,6.248
tas,2,690,0,58.83,63.26,35.23,26.22,19.66
tas,2,690,1,156.9,218.6,36.85,68.72,51.54
tas,2,690,2,397.1,553.2,34.73,164.2,123.1
tas,2,690,3,5.007,10.53,34.6,8.356,6.267
tas,2,695,0,59.26,63.75,35.35,26.39,19.8
tas,2,695,1,158,220.2,37.48,69.28,51.96
tas,2,695,2,400.1,557.6,34.35,165.3,124
tas,2,695,3,5.008,10.55,34.6,8.359,6.27
tas,2,700,0,59.7,64.25,35.35,26.55,19.91
tas,2,700,1,159.1,221.9,37.48,69.75,52.31
tas,2,700,2,403.2,561.9,34.35,166.6,124.9
tas,2,700,3,5.009,10.57,34.6,8.363,6.272
tas,2,705,0,60.14,64.75,35.35,26.71,20.03
tas,2,705,1,160.2,223.5,37.48,70.2,52.65
tas,2,705,2,406.2,566.2,34.35,167.8,125.9
tas,2,705,3,5.011,10.59,34.6,8.367,6.275
tas,2,710,0,60.58,65.25,35.23,26.84,20.13
tas,2,710,1,160.8,224.3,36.85,70.32,52.74
tas,2,710,2,409.8,571.4,34.73,169.3,127
tas,2,710,3,5.012,10.61,34.73,8.391,6.293
tas,2,715,0,60.79,65.39,35.35,26.92,20.19
tas,2,715,1,161.9,225.9,37.35,70.85,53.14
tas,2,715,2,413.2,576,34.35,170.6,127.9
tas,2,715,3,5.013,10.63,34.73,8.394,6.296
tas,2,720,0,61.09,65.67,35.48,27.04,20.28
tas,2,720,1,163.5,228.1,37.98,71.6,53.7
tas,2,720,2,415.9,580,33.98,171.6,128.7
tas,2,720,3,5.014,10.65,34.6,8.377,6.283
tas,2,725,0,61.42,65.99,35.48,27.15,20.36
tas,2,725,1,165.1,230.4,38.1,72.27,54.2
tas,2,725,2,418.6,583.9,33.98,172.7,129.6
tas,2,725,3,5.015,10.67,34.6,8.38,6.285
tas,2,730,0,61.75,66.31,35.48,27.26,20.44
tas,2,730,1,166.7,232.7,38.23,72.95,54.71
tas,2,730,2,421.4,587.7,33.98,173.9,130.4
tas,2,730,3,5.016,10.68,34.6,8.383,6.287
tas,2,735,0,62.08,66.59,35.35,27.34,20.5
tas,2,735,1,167.8,234.3,37.73,73.3,54.97
tas,2,735,2,424.7,592.4,34.35,175.2,131.4
tas,2,735,3,5.017,10.7,34.73,8.407,6.306
tas,2,740,0,62.4,66.85,35.48,27.45,20.59
tas,2,740,1,168.8,235.8,37.85,73.75,55.31
tas,2,740,2,428,597,34.35,176.5,132.4
tas,2,740,3,5.018,10.72,34.85,8.432,6.324
tas,2,745,0,62.72,67.12,35.48,27.55,20.66
tas,2,745,1,169.9,237.3,37.98,74.2,55.65
tas,2,745,2,431.3,601.6,34.35,177.9,133.4
tas,2,745,3,5.019,10.74,34.85,8.435,6.327
tas,2,750,0,63.04,67.39,35.6,27.67,20.75
tas,2,750,1,170.9,238.9,38.1,74.65,55.99
tas,2,750,2,434.6,606.3,34.35,179.2,134.4
tas,2,750,3,5.02,10.76,34.85,8.439,6.329
tas,2,755,0,63.36,67.74,35.73,27.81,20.85
tas,2,755,1,172,240.4,38.1,75.08,56.31
tas,2,755,2,437.9,610.9,34.35,180.5,135.4
tas,2,755,3,5.022,10.78,34.85,8.442,6.332
tas,2,760,0,64.02,68.57,35.73,28.05,21.04
tas,2,760,1,172.6,241.3,37.6,75.24,56.43
tas,2,760,2,441.3,615.7,34.73,182,136.5
tas,2,760,3,5.023,10.8,34.85,8.446,6.335
tas,2,765,0,64.64,69.35,35.73,28.29,21.21
tas,2,765,1,173.1,242.1,37.6,75.47,56.6
tas,2,765,2,444.7,620.5,34.73,183.3,137.5
tas,2,765,3,5.024,10.82,34.85,8.45,6.337
tas,2,770,0,65.27,70.12,35.73,28.52,21.39
tas,2,770,1,173.7,242.9,37.48,75.67,56.76
tas,2,770,2,390.9,625.4,34.73,175.2,131.4
tas,2,770,3,5.025,10.84,34.85,8.453,6.34
tas,2,775,0,65.9,70.9,35.85,28.77,21.58
tas,2,775,1,174.8,244.5,37.98,76.21,57.16
tas,2,775,2,336.5,629.5,34.35,166.7,125
tas,2,775,3,5.026,10.86,34.73,8.436,6.327
tas,2,780,0,66.75,72,35.85,29.1,21.82
tas,2,780,1,175.9,246,37.98,76.66,57.5
tas,2,780,2,281.9,633.2,34.35,158.2,118.7
tas,2,780,3,5.027,10.88,34.73,8.439,6.329
tas,2,785,0,67.6,73.09,35.85,29.42,22.07
tas,2,785,1,177.1,247.6,37.98,77.11,57.83
tas,2,785,2,227.3,636.9,34.35,149.8,112.3
tas,2,785,3,5.028,10.9,34.73,8.442,6.332
tas,2,790,0,68.45,74.18,35.85,29.75,22.31
tas,2,790,1,178.8,250,38.48,77.87,58.4
tas,2,790,2,172.1,639.9,33.98,141,105.8
tas,2,790,3,5.029,10.92,34.6,8.425,6.319
tas,2,795,0,69.32,75.22,35.6,30.02,22.52
tas,2,795,1,179.9,251.5,37.98,78.23,58.67
tas,2,795,2,117.5,643.7,34.35,132.6,99.44
tas,2,795,3,5.031,10.94,34.73,8.449,6.337
tas,2,800,0,69.76,75.66,35.48,30.15,22.61
tas,2,800,1,181,253,37.98,78.68,59.01
tas,2,800,2,63.32,648,34.35,124.3,93.21
tas,2,800,3,5.032,10.96,34.85,8.473,6.355
tas,2,805,0,70.21,76.11,35.48,30.3,22.72
tas,2,805,1,182.2,254.6,37.98,79.12,59.34
tas,2,805,2,9.146,652.4,34.35,116,86.98
tas,2,805,3,5.033,10.98,34.85,8.477,6.358
tas,2,810,0,70.66,76.55,35.48,30.45,22.83
tas,2,810,1,183.3,256.1,38.1,79.59,59.69
tas,2,810,2,12.25,656.7,34.35,117.2,87.91
tas,2,810,3,5.034,11,34.85,8.48,6.36
tas,2,815,0,71.1,76.99,35.35,30.57,22.93
tas,2,815,1,183.9,256.9,37.6,79.73,59.8
tas,2,815,2,15.9,661.7,34.73,118.7,89.05
tas,2,815,3,5.035,11.02,34.98,8.505,6.379
tas,2,820,0,71.33,77.16,35.23,30.62,22.96
tas,2,820,1,184.5,257.7,37.6,79.96,59.97
tas,2,820,2,19.78,667.2,34.73,120.3,90.21
tas,2,820,3,5.036,11.04,34.98,8.509,6.381
tas,2,825,0,71.55,77.33,35.35,30.71,23.03
tas,2,825,1,185.6,259.3,38.1,80.5,60.37
tas,2,825,2,23.1,671.8,34.35,121.5,91.16
tas,2,825,3,5.037,11.06,34.85,8.491,6.368
tas,2,830,0,72.08,77.93,35.23,30.87,23.15
tas,2,830,1,186.2,260.1,37.6,80.64,60.48
tas,2,830,2,26.65,676.7,34.73,123,92.26
tas,2,830,3,5.039,11.08,34.98,8.516,6.387
tas,2,835,0,72.58,78.5,35.35,31.07,23.3
tas,2,835,1,187.3,261.7,38.1,81.18,60.89
tas,2,835,2,29.65,680.9,34.35,124.1,93.11
tas,2,835,3,5.04,11.1,34.85,8.498,6.374
tas,2,840,0,73.15,79.17,35.48,31.3,23.47
tas,2,840,1,188.4,263.3,38.1,81.64,61.23
tas,2,840,2,32.6,685,34.35,125.3,93.99
tas,2,840,3,5.041,11.12,34.85,8.502,6.376
tas,2,845,0,73.71,79.83,35.6,31.52,23.64
tas,2,845,1,190.1,265.7,38.6,82.4,61.8
tas,2,845,2,34.98,688.3,33.98,126.2,94.66
tas,2,845,3,5.042,11.14,34.73,8.484,6.363
tas,2,850,0,74.29,80.58,35.73,31.77,23.82
tas,2,850,1,191.8,268.1,38.6,83.08,62.31
tas,2,850,2,37.37,691.6,34.1,127.2,95.39
tas,2,850,3,5.043,11.16,34.73,8.488,6.366
tas,2,855,0,74.87,81.33,35.85,32.01,24.01
tas,2,855,1,194.1,271.3,39.1,84.07,63.06
tas,2,855,2,39.21,694.2,33.73,127.9,95.9
tas,2,855,3,5.044,11.18,34.6,8.47,6.352
tas,2,860,0,75.5,82.11,35.85,32.24,24.18
tas,2,860,1,196.3,274.4,39.1,84.97,63.73
tas,2,860,2,41.01,696.7,33.73,128.6,96.43
tas,2,860,3,5.045,11.19,34.6,8.473,6.355
tas,2,865,0,76.13,82.9,35.85,32.48,24.36
tas,2,865,1,198.1,276.8,38.6,85.59,64.19
tas,2,865,2,43.31,699.9,34.1,129.6,97.17
tas,2,865,3,5.046,11.21,34.73,8.497,6.373
tas,2,870,0,76.46,83.25,35.98,32.61,24.46
tas,2,870,1,200.4,280,39.1,86.6,64.95
tas,2,870,2,45.38,702.8,33.73,130.3,97.74
tas,2,870,3,5.047,11.23,34.6,8.479,6.36
tas,2,875,0,76.85,83.69,35.98,32.75,24.56
tas,2,875,1,202.7,283.1,39.1,87.49,65.62
tas,2,875,2,47.45,705.6,33.73,131.1,98.35
tas,2,875,3,5.049,11.25,34.6,8.483,6.362
tas,2,880,0,77.31,84.27,35.98,32.93,24.69
tas,2,880,1,205,286.2,39.1,88.38,66.28
tas,2,880,2,49.47,708.4,33.85,131.9,98.96
tas,2,880,3,5.05,11.27,34.6,8.486,6.365
tas,2,885,0,77.79,84.89,35.98,33.11,24.83
tas,2,885,1,206.8,288.5,38.6,88.98,66.73
tas,2,885,2,51.99,711.7,34.35,133,99.76
tas,2,885,3,5.051,11.29,34.73,8.51,6.383
tas,2,890,0,78.26,85.41,35.98,33.27,24.96
tas,2,890,1,209.1,291.6,39.1,89.97,67.48
tas,2,890,2,53.95,714.4,33.85,133.7,100.3
tas,2,890,3,5.052,11.31,34.6,8.493,6.37
tas,2,895,0,78.74,85.96,35.98,33.45,25.08
tas,2,895,1,210.9,293.9,38.6,90.56,67.92
tas,2,895,2,56.46,717.7,34.35,134.8,101.1
tas,2,895,3,5.053,11.33,34.73,8.518,6.388
tas,2,900,0,79.17,86.43,35.98,33.6,25.2
tas,2,900,1,212.6,296.2,38.6,91.24,68.43
tas,2,900,2,59.04,721.1,34.48,135.8,101.8
tas,2,900,3,5.055,11.35,34.73,8.521,6.391
tas,2,905,0,79.6,86.9,35.85,33.72,25.29
tas,2,905,1,214.3,298.5,38.6,91.9,68.93
tas,2,905,2,61.67,724.5,34.6,136.8,102.6
tas,2,905,3,5.056,11.37,34.73,8.525,6.394
tas,2,910,0,80.04,87.46,35.85,33.89,25.42
tas,2,910,1,215.4,300,38.1,92.26,69.19
tas,2,910,2,64.87,728.7,35.1,138.1,103.6
tas,2,910,3,5.057,11.39,34.85,8.55,6.412
tas,2,915,0,80.41,87.93,35.73,34.01,25.51
tas,2,915,1,216.1,300.8,37.6,92.42,69.31
tas,2,915,2,68.63,733.7,35.6,139.6,104.7
tas,2,915,3,5.058,11.41,34.98,8.574,6.431
tas,2,920,0,80.66,88.17,35.6,34.07,25.55
tas,2,920,1,216.7,301.7,37.6,92.66,69.5
tas,2,920,2,72.49,738.7,35.6,141.1,105.9
tas,2,920,3,5.059,11.43,34.98,8.578,6.434
tas,2,925,0,80.88,88.37,35.6,34.14,25.61
tas,2,925,1,217.3,302.5,37.6,92.89,69.66
tas,2,925,2,76.42,743.9,35.6,142.7,107
tas,2,925,3,5.061,11.45,34.98,8.582,6.436
tas,2,930,0,81.1,88.58,35.48,34.19,25.64
tas,2,930,1,217.3,302.5,37.1,92.81,69.6
tas,2,930,2,80.89,749.9,36.1,144.5,108.4
tas,2,930,3,5.062,11.48,35.1,8.606,6.455
tas,2,935,0,81.31,88.76,35.35,34.24,25.68
tas,2,935,1,217.3,302.5,37.1,92.81,69.61
tas,2,935,2,85.36,755.9,36.1,146.2,109.7
tas,2,935,3,5.063,11.5,35.1,8.61,6.457
tas,2,940,0,81.52,88.94,35.48,34.32,25.74
tas,2,940,1,217.3,302.5,37.1,92.81,69.61
tas,2,940,2,89.82,761.9,36.1,148,111
tas,2,940,3,5.064,11.52,35.1,8.614,6.46
tas,2,945,0,81.73,89.12,35.6,34.41,25.81
tas,2,945,1,217.9,303.2,37.6,93.12,69.84
tas,2,945,2,93.72,767.2,35.6,149.4,112.1
tas,2,945,3,5.065,11.54,35.1,8.617,6.463
tas,2,950,0,81.98,89.29,35.6,34.48,25.86
tas,2,950,1,218.4,304,37.6,93.34,70
tas,2,950,2,97.56,772.5,35.6,150.9,113.2
tas,2,950,3,5.066,11.56,35.1,8.621,6.466
tas,2,955,0,82.24,89.47,36.1,34.64,25.98
tas,2,955,1,219,304.7,37.6,93.56,70.17
tas,2,955,2,101.4,777.8,35.23,152.4,114.3
tas,2,955,3,5.068,11.58,35.1,8.624,6.468
tas,3,40,0,1.596,1.464,34.1,6.193,4.645
tas,3,40,1,3.756,4.891,36.35,7.5,5.625
tas,3,40,2,9.588,14.2,32.6,9.398,7.049
tas,3,40,3,0.008262,0.06946,33.35,5.571,4.178
tas,3,45,0,1.963,1.8,34.23,6.331,4.749
tas,3,45,1,4.686,6.174,36.48,7.889,5.917
tas,3,45,2,12.68,18.74,33.23,10.77,8.081
tas,3,45,3,0.01046,0.09087,33.6,5.617,4.213
tas,3,50,0,2.274,2.099,34.23,6.433,4.825
tas,3,50,1,5.24,7.005,36.1,8.058,6.043
tas,3,50,2,16.33,24.05,33.73,12.35,9.262
tas,3,50,3,0.0125,0.1131,33.73,5.642,4.231
tas,3,55,0,2.507,2.284,34.23,6.503,4.877
tas,3,55,1,5.794,7.836,36.23,8.309,6.232
tas,3,55,2,20.06,29.49,33.73,13.88,10.41
tas,3,55,3,0.01456,0.1366,33.85,5.667,4.25
tas,3,60,0,2.74,2.469,34.23,6.572,4.929
tas,3,60,1,6.358,8.749,36.35,8.576,6.432
tas,3,60,2,23.82,34.91,33.85,15.43,11.57
tas,3,60,3,0.01675,0.1617,33.98,5.692,4.269
tas,3,65,0,2.974,2.653,34.35,6.663,4.997
tas,3,65,1,7.479,10.44,36.98,9.149,6.862
tas,3,65,2,27.06,39.56,33.48,16.68,12.51
tas,3,65,3,0.01887,0.1857,33.98,5.697,4.272
tas,3,70,0,3.299,2.936,34.35,6.764,5.073
tas,3,70,1,8.593,12.09,37.1,9.631,7.223
tas,3,70,2,30.21,44.05,33.6,17.98,13.48
tas,3,70,3,0.02023,0.2076,33.98,5.7,4.275
tas,3,75,0,3.624,3.219,34.35,6.866,5.149
tas,3,75,1,9.732,13.75,37.1,10.1,7.573
tas,3,75,2,33.37,48.53,33.6,19.25,14.44
tas,3,75,3,0.02158,0.2292,34.1,5.725,4.294
tas,3,80,0,4.035,3.627,34.48,7.023,5.267
tas,3,80,1,10.87,15.41,37.1,10.56,7.923
tas,3,80,2,36.46,52.88,33.73,20.51,15.38
tas,3,80,3,0.02281,0.2496,34.1,5.729,4.297
tas,3,85,0,4.446,4.031,34.6,7.18,5.385
tas,3,85,1,12.57,17.86,37.6,11.34,8.504
tas,3,85,2,39,56.46,33.35,21.47,16.1
tas,3,85,3,0.02403,0.269,34.1,5.732,4.299
tas,3,90,0,4.989,4.621,34.73,7.389,5.542
tas,3,90,1,14.29,20.39,37.6,12.05,9.034
tas,3,90,2,41.4,59.87,33.48,22.46,16.84
tas,3,90,3,0.02524,0.2881,34.23,5.756,4.317
tas,3,95,0,5.531,5.21,34.85,7.599,5.699
tas,3,95,1,16,22.91,37.6,12.75,9.564
tas,3,95,2,43.81,63.25,33.6,23.44,17.58
tas,3,95,3,0.02645,0.307,34.35,5.781,4.335
tas,3,100,0,6.073,5.797,34.98,7.807,5.856
