,,,,,,,,,,,,,,,,,,Real Temp Difference,,,
scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat,,Average of coretemp_av,,cpu,,,,,,CPU,,,
ule,1,945,3,5.236,8.201,35.1,8.089,6.067
ule,1,950,0,230.8,289.6,37.1,92.91,69.68
ule,1,950,1,103.3,770.4,42.1,152.6,114.5
ule,1,950,2,57.25,83.33,33.1,28.95,21.71
ule,1,950,3,5.236,8.205,35.1,8.09,6.068
ule,1,955,0,232,291,37.1,93.35,70.01
ule,1,955,1,106.6,774.9,42.1,153.9,115.4
ule,1,955,2,57.4,83.52,33.35,29.04,21.78
ule,1,955,3,5.311,8.253,35.6,8.194,6.145
ule,2,40,0,2.946,3.354,33.35,6.608,4.956
ule,2,40,1,12.61,17.74,37.1,11.24,8.431
ule,2,40,2,0.02804,0.09427,29.1,4.87,3.653
ule,2,40,3,0.008292,0.05458,32.1,5.36,4.02
ule,2,45,0,4.239,4.993,33.6,7.139,5.354
ule,2,45,1,15.78,22.27,37.85,12.65,9.486
ule,2,45,2,0.03432,0.1159,29.48,4.938,3.703
ule,2,45,3,0.01001,0.06866,32.48,5.426,4.069
ule,2,50,0,5.51,6.639,33.73,7.646,5.734
ule,2,50,1,19,26.96,38.1,14.01,10.51
ule,2,50,2,0.03921,0.1325,29.6,4.962,3.721
ule,2,50,3,0.01157,0.08226,32.6,5.449,4.087
ule,2,55,0,6.781,8.285,33.85,8.153,6.115
ule,2,55,1,22.23,31.68,38.35,15.38,11.53
ule,2,55,2,0.04416,0.1495,29.73,4.986,3.74
ule,2,55,3,0.01315,0.09607,32.73,5.472,4.104
ule,2,60,0,8.367,10.39,34.1,8.809,6.607
ule,2,60,1,25.16,35.92,38.6,16.61,12.46
ule,2,60,2,0.04842,0.1652,29.85,5.011,3.758
ule,2,60,3,0.01414,0.1094,32.85,5.496,4.122
ule,2,65,0,9.953,12.49,34.35,9.465,7.099
ule,2,65,1,28.11,40.16,38.98,17.87,13.41
ule,2,65,2,0.05248,0.1807,29.98,5.035,3.776
ule,2,65,3,0.01493,0.1227,33.1,5.54,4.155
ule,2,70,0,11.41,14.39,34.48,10.04,7.534
ule,2,70,1,31.23,44.58,39.1,19.15,14.36
ule,2,70,2,0.05657,0.1963,30.1,5.059,3.794
ule,2,70,3,0.01572,0.1361,33.35,5.584,4.188
ule,2,75,0,12.46,15.68,34.6,10.46,7.842
ule,2,75,1,34.81,49.63,39.48,20.65,15.49
ule,2,75,2,0.06064,0.2117,30.35,5.104,3.828
ule,2,75,3,0.01647,0.1496,33.48,5.607,4.205
ule,2,80,0,13.4,16.82,34.73,10.82,8.118
ule,2,80,1,38.51,54.82,39.6,22.16,16.62
ule,2,80,2,0.06466,0.2271,30.48,5.128,3.846
ule,2,80,3,0.0172,0.163,33.6,5.63,4.223
ule,2,85,0,14.14,17.67,34.85,11.11,8.332
ule,2,85,1,42.45,60.33,39.73,23.75,17.81
ule,2,85,2,0.06871,0.2422,30.6,5.152,3.864
ule,2,85,3,0.01799,0.1767,33.73,5.653,4.24
ule,2,90,0,15.08,18.83,34.98,11.48,8.61
ule,2,90,1,46.16,65.52,39.85,25.26,18.94
ule,2,90,2,0.07274,0.2575,30.73,5.176,3.882
ule,2,90,3,0.0188,0.1905,33.85,5.677,4.257
ule,2,95,0,16.01,19.99,35.1,11.85,8.887
ule,2,95,1,49.89,70.69,39.98,26.76,20.07
ule,2,95,2,0.07675,0.2736,30.85,5.2,3.9
ule,2,95,3,0.01955,0.203,33.98,5.7,4.275
ule,2,100,0,16.74,20.83,35.1,12.11,9.083
ule,2,100,1,53.84,76.18,40.1,28.35,21.27
ule,2,100,2,0.08076,0.2907,30.98,5.224,3.918
ule,2,100,3,0.02029,0.2145,34.1,5.722,4.292
ule,2,105,0,17.47,21.67,35.1,12.37,9.279
ule,2,105,1,57.8,81.68,40.1,29.93,22.45
ule,2,105,2,0.08481,0.3089,31.23,5.27,3.952
ule,2,105,3,0.02099,0.2248,34.1,5.724,4.293
ule,2,110,0,18.22,22.55,35.23,12.67,9.5
ule,2,110,1,61.72,87.16,40.1,31.5,23.62
ule,2,110,2,0.08884,0.328,31.23,5.274,3.955
ule,2,110,3,0.02165,0.234,34.1,5.726,4.294
ule,2,115,0,18.97,23.44,35.35,12.96,9.72
ule,2,115,1,65.65,92.63,40.1,33.06,24.8
ule,2,115,2,0.09299,0.3487,31.35,5.299,3.974
ule,2,115,3,0.02226,0.2421,34.1,5.727,4.296
ule,2,120,0,19.73,24.32,35.48,13.25,9.94
ule,2,120,1,69.57,98.1,40.1,34.63,25.97
ule,2,120,2,0.09719,0.3706,31.48,5.324,3.993
ule,2,120,3,0.02284,0.2489,34.1,5.729,4.296
ule,2,125,0,20.46,25.19,35.6,13.54,10.16
ule,2,125,1,73.51,103.6,40.1,36.2,27.15
ule,2,125,2,0.1014,0.3939,31.6,5.349,4.012
ule,2,125,3,0.02332,0.2542,34.1,5.73,4.297
ule,2,130,0,20.99,25.74,35.73,13.74,10.31
ule,2,130,1,77.66,109.4,40.1,37.86,28.4
ule,2,130,2,0.1057,0.4185,31.73,5.375,4.031
ule,2,130,3,0.02375,0.2582,34.1,5.73,4.298
ule,2,135,0,21.52,26.3,35.85,13.95,10.46
ule,2,135,1,81.82,115.2,40.23,39.54,29.66
ule,2,135,2,0.11,0.4431,31.85,5.401,4.05
ule,2,135,3,0.02418,0.2621,34.1,5.731,4.298
ule,2,140,0,22.15,27.01,35.98,14.19,10.64
ule,2,140,1,85.85,120.9,40.23,41.16,30.87
ule,2,140,2,0.1143,0.4678,31.98,5.426,4.07
ule,2,140,3,0.02459,0.2658,34.1,5.732,4.299
ule,2,145,0,22.9,27.87,36.1,14.48,10.86
ule,2,145,1,89.79,126.4,40.23,42.73,32.05
ule,2,145,2,0.1187,0.4926,31.98,5.431,4.073
ule,2,145,3,0.02508,0.2699,34.1,5.732,4.299
ule,2,150,0,23.64,28.72,36.1,14.74,11.06
ule,2,150,1,93.73,131.8,40.35,44.32,33.24
ule,2,150,2,0.123,0.5175,32.1,5.457,4.093
ule,2,150,3,0.02557,0.2738,34.1,5.733,4.3
ule,2,155,0,24.6,29.86,36.1,15.09,11.32
ule,2,155,1,97.44,137,40.48,45.81,34.36
ule,2,155,2,0.1272,0.5419,32.1,5.462,4.096
ule,2,155,3,0.02608,0.2778,34.1,5.734,4.3
ule,2,160,0,25.55,31,36.1,15.44,11.58
ule,2,160,1,101.2,142.1,40.6,47.31,35.48
ule,2,160,2,0.1314,0.5663,32.1,5.466,4.1
ule,2,160,3,0.0266,0.2817,34.1,5.735,4.301
ule,2,165,0,26.49,32.12,36.1,15.79,11.84
ule,2,165,1,104.9,147.2,40.73,48.81,36.6
ule,2,165,2,0.1357,0.5906,32.1,5.471,4.103
ule,2,165,3,0.0271,0.2857,34.1,5.735,4.302
ule,2,170,0,27.44,33.23,36.1,16.13,12.1
ule,2,170,1,108.6,152.3,40.85,50.31,37.73
ule,2,170,2,0.1398,0.6147,32.1,5.476,4.107
ule,2,170,3,0.0276,0.2896,34.1,5.736,4.302
ule,2,175,0,28.36,34.32,36.1,16.46,12.35
ule,2,175,1,112.4,157.5,40.85,51.79,38.84
ule,2,175,2,0.1441,0.6393,32.1,5.481,4.11
ule,2,175,3,0.02812,0.2935,34.1,5.737,4.303
ule,2,180,0,29.08,35.11,36.1,16.72,12.54
ule,2,180,1,116.4,162.9,40.98,53.38,40.03
ule,2,180,2,0.1484,0.6639,32.1,5.485,4.114
ule,2,180,3,0.02861,0.2974,34.1,5.738,4.303
ule,2,185,0,29.8,35.91,36.1,16.97,12.73
ule,2,185,1,120.4,168.3,41.1,54.96,41.22
ule,2,185,2,0.1528,0.6892,32.1,5.49,4.118
ule,2,185,3,0.02906,0.3009,34.1,5.738,4.304
ule,2,190,0,30.51,36.7,36.1,17.22,12.91
ule,2,190,1,124.3,173.7,41.1,56.53,42.4
ule,2,190,2,0.1571,0.7145,32.1,5.495,4.121
ule,2,190,3,0.0295,0.3044,34.1,5.739,4.304
ule,2,195,0,31.01,37.2,36.1,17.38,13.04
ule,2,195,1,128.5,179.5,41.1,58.19,43.64
ule,2,195,2,0.1615,0.7397,32.1,5.5,4.125
ule,2,195,3,0.02992,0.3079,34.1,5.74,4.305
ule,2,200,0,31.5,37.7,36.1,17.55,13.16
ule,2,200,1,132.7,185.3,41.1,59.85,44.89
ule,2,200,2,0.1658,0.765,32.23,5.526,4.144
ule,2,200,3,0.03034,0.3113,34.23,5.761,4.321
ule,2,205,0,32.02,38.25,36.1,17.73,13.3
ule,2,205,1,136.9,191,41.1,61.5,46.13
ule,2,205,2,0.1702,0.7902,32.23,5.531,4.148
ule,2,205,3,0.03077,0.3148,34.35,5.783,4.337
ule,2,210,0,32.55,38.79,36.1,17.91,13.43
ule,2,210,1,141,196.8,41.1,63.16,47.37
ule,2,210,2,0.1746,0.816,32.23,5.536,4.152
ule,2,210,3,0.03123,0.3183,34.48,5.804,4.353
ule,2,215,0,33.08,39.35,36.1,18.09,13.57
ule,2,215,1,145.2,202.6,41.1,64.81,48.61
ule,2,215,2,0.179,0.8416,32.35,5.562,4.171
ule,2,215,3,0.03167,0.3219,34.6,5.826,4.369
ule,2,220,0,33.59,39.88,36.1,18.26,13.7
ule,2,220,1,149.4,208.4,41.1,66.48,49.86
ule,2,220,2,0.1835,0.8672,32.48,5.588,4.191
ule,2,220,3,0.03211,0.3254,34.73,5.847,4.385
ule,2,225,0,33.99,40.25,36.23,18.41,13.81
ule,2,225,1,153.7,214.4,41.1,68.2,51.15
ule,2,225,2,0.1878,0.8923,32.6,5.613,4.21
ule,2,225,3,0.03251,0.3289,34.85,5.869,4.401
ule,2,230,0,34.37,40.59,36.23,18.53,13.9
ule,2,230,1,158.1,220.4,41.1,69.93,52.45
ule,2,230,2,0.1922,0.9174,32.73,5.639,4.229
ule,2,230,3,0.03291,0.3324,34.98,5.89,4.418
ule,2,235,0,34.72,40.89,36.23,18.64,13.98
ule,2,235,1,162.5,226.4,41.1,71.67,53.75
ule,2,235,2,0.1966,0.9426,32.85,5.665,4.249
ule,2,235,3,0.03331,0.3358,35.1,5.912,4.434
ule,2,240,0,35.07,41.18,36.23,18.75,14.06
ule,2,240,1,166.9,232.4,41.1,73.4,55.05
ule,2,240,2,0.201,0.9678,32.85,5.67,4.252
ule,2,240,3,0.03371,0.3392,35.1,5.912,4.434
ule,2,245,0,35.41,41.47,36.23,18.85,14.14
ule,2,245,1,171.3,238.3,41.1,75.13,56.35
ule,2,245,2,0.2054,0.9932,32.98,5.696,4.272
ule,2,245,3,0.03409,0.3426,35.1,5.913,4.435
ule,2,250,0,35.76,41.75,36.35,18.98,14.23
ule,2,250,1,175.8,244.2,41.1,76.85,57.64
ule,2,250,2,0.2097,1.018,33.1,5.721,4.291
ule,2,250,3,0.03447,0.346,35.1,5.913,4.435
ule,2,255,0,36.11,42.04,36.35,19.08,14.31
ule,2,255,1,180.2,250.1,41.1,78.57,58.93
ule,2,255,2,0.2139,1.043,33.1,5.726,4.295
ule,2,255,3,0.03485,0.3494,35.1,5.914,4.436
ule,2,260,0,36.47,42.34,36.48,19.22,14.41
ule,2,260,1,184.7,255.9,41.1,80.28,60.21
ule,2,260,2,0.2181,1.067,33.1,5.731,4.298
ule,2,260,3,0.03523,0.3527,35.1,5.915,4.436
ule,2,265,0,36.95,42.79,36.48,19.37,14.53
ule,2,265,1,189,261.6,41.1,81.95,61.46
ule,2,265,2,0.2223,1.092,33.1,5.736,4.302
ule,2,265,3,0.03562,0.3561,35.1,5.915,4.436
ule,2,270,0,37.45,43.28,36.48,19.53,14.65
ule,2,270,1,193.3,267.2,41.1,83.59,62.69
ule,2,270,2,0.2265,1.116,33.1,5.74,4.305
ule,2,270,3,0.03602,0.3599,35.1,5.916,4.437
ule,2,275,0,37.98,43.8,36.6,19.73,14.8
ule,2,275,1,197.5,272.8,41.1,85.23,63.92
ule,2,275,2,0.2307,1.14,33.1,5.745,4.309
ule,2,275,3,0.03645,0.3644,35.1,5.917,4.438
ule,2,280,0,38.51,44.32,36.73,19.93,14.94
ule,2,280,1,201.8,278.3,41.1,86.87,65.15
ule,2,280,2,0.2348,1.163,33.1,5.75,4.312
ule,2,280,3,0.03689,0.3692,35.1,5.918,4.438
ule,2,285,0,39.14,44.99,36.85,20.16,15.12
ule,2,285,1,205.9,283.7,41.1,88.46,66.34
ule,2,285,2,0.2389,1.185,32.98,5.733,4.3
ule,2,285,3,0.03737,0.3749,35.1,5.919,4.439
ule,2,290,0,39.77,45.65,36.73,20.36,15.27
ule,2,290,1,210,289.2,41.1,90.05,67.54
ule,2,290,2,0.2429,1.206,32.98,5.737,4.303
ule,2,290,3,0.03784,0.3811,35.1,5.92,4.44
ule,2,295,0,40.55,46.52,36.85,20.65,15.49
ule,2,295,1,214,294.4,41.1,91.58,68.68
ule,2,295,2,0.247,1.228,32.98,5.742,4.306
ule,2,295,3,0.03835,0.3875,35.1,5.921,4.441
ule,2,300,0,41.44,47.54,36.85,20.97,15.73
ule,2,300,1,217.8,299.5,41.1,93.06,69.8
ule,2,300,2,0.2511,1.249,32.98,5.746,4.309
ule,2,300,3,0.03887,0.3943,35.1,5.922,4.442
ule,2,305,0,42.21,48.42,36.85,21.25,15.93
ule,2,305,1,221.7,304.7,41.1,94.59,70.94
ule,2,305,2,0.2552,1.271,32.98,5.75,4.313
ule,2,305,3,0.03939,0.4013,35.1,5.923,4.443
ule,2,310,0,42.98,49.29,36.98,21.54,16.16
ule,2,310,1,225.6,310,41.1,96.12,72.09
ule,2,310,2,0.2593,1.292,32.98,5.754,4.316
ule,2,310,3,0.0399,0.4084,35.1,5.925,4.444
ule,2,315,0,43.96,50.47,36.98,21.9,16.43
ule,2,315,1,229.3,314.9,41.1,97.56,73.17
ule,2,315,2,0.2634,1.313,32.98,5.759,4.319
ule,2,315,3,0.04046,0.4157,35.1,5.926,4.445
ule,2,320,0,44.93,51.65,36.73,22.22,16.66
ule,2,320,1,232.8,319.6,40.98,98.89,74.17
ule,2,320,2,0.2674,1.333,32.85,5.742,4.306
ule,2,320,3,0.04101,0.423,34.98,5.907,4.43
ule,2,325,0,45.91,52.8,36.73,22.57,16.93
ule,2,325,1,236.3,324.2,40.98,100.2,75.18
ule,2,325,2,0.2714,1.355,32.98,5.767,4.325
ule,2,325,3,0.04157,0.4299,34.98,5.908,4.431
ule,2,330,0,46.98,54.1,36.85,22.99,17.24
ule,2,330,1,239.6,328.7,40.98,101.6,76.17
ule,2,330,2,0.2755,1.376,32.98,5.771,4.328
ule,2,330,3,0.04222,0.4372,34.98,5.909,4.432
ule,2,335,0,47.89,55.19,36.85,23.32,17.49
ule,2,335,1,243.1,333.5,40.98,102.9,77.2
ule,2,335,2,0.2796,1.398,32.98,5.775,4.332
ule,2,335,3,0.04284,0.4442,34.98,5.91,4.433
ule,2,340,0,48.69,56.12,36.85,23.61,17.71
ule,2,340,1,246.7,338.4,40.98,104.4,78.26
ule,2,340,2,0.2836,1.42,32.98,5.78,4.335
ule,2,340,3,0.04345,0.4509,34.98,5.912,4.434
ule,2,345,0,49.68,57.35,36.85,23.98,17.99
ule,2,345,1,250.1,343.1,40.98,105.7,79.26
ule,2,345,2,0.2875,1.441,32.98,5.784,4.338
ule,2,345,3,0.0441,0.4574,34.98,5.913,4.435
ule,2,350,0,50.76,58.71,36.85,24.39,18.29
ule,2,350,1,253.3,347.6,40.98,107,80.24
ule,2,350,2,0.2915,1.464,32.98,5.788,4.341
ule,2,350,3,0.04481,0.4639,34.98,5.914,4.435
ule,2,355,0,51.62,59.75,36.85,24.7,18.53
ule,2,355,1,256.8,352.5,40.98,108.4,81.28
ule,2,355,2,0.2955,1.487,32.98,5.793,4.345
ule,2,355,3,0.04551,0.4696,34.98,5.915,4.436
ule,2,360,0,52.49,60.8,37.1,25.06,18.8
ule,2,360,1,260.4,357.8,41.1,109.9,82.41
ule,2,360,2,0.2996,1.51,33.1,5.818,4.364
ule,2,360,3,0.0462,0.4751,35.1,5.937,4.453
ule,2,365,0,53.24,61.71,37.1,25.34,19.01
ule,2,365,1,264.2,363.2,41.1,111.4,83.56
ule,2,365,2,0.3052,1.536,33.1,5.824,4.368
ule,2,365,3,0.04702,0.4806,35.1,5.938,4.453
ule,2,370,0,54.2,62.94,36.98,25.69,19.26
ule,2,370,1,267.6,368.1,40.6,112.7,84.54
ule,2,370,2,0.3105,1.563,33.1,5.829,4.372
ule,2,370,3,0.2033,0.7053,35.6,6.085,4.564
ule,2,375,0,55.15,64.13,36.85,26.02,19.52
ule,2,375,1,270.5,372.3,40.1,113.8,85.36
ule,2,375,2,0.8663,2.37,33.48,6.119,4.589
ule,2,375,3,0.3596,0.9301,35.73,6.169,4.627
ule,2,380,0,56.07,65.3,36.85,26.37,19.78
ule,2,380,1,273.4,376.5,40.1,115,86.25
ule,2,380,2,1.422,3.178,33.48,6.346,4.759
ule,2,380,3,0.516,1.155,35.73,6.233,4.675
ule,2,385,0,56.8,66.15,36.85,26.63,19.98
ule,2,385,1,276.6,380.9,40.23,116.3,87.22
ule,2,385,2,1.978,3.986,33.48,6.573,4.93
ule,2,385,3,0.6723,1.38,35.73,6.296,4.722
ule,2,390,0,57.43,66.88,36.85,26.86,20.14
ule,2,390,1,279.9,385.6,40.23,117.6,88.21
ule,2,390,2,2.534,4.794,33.48,6.8,5.1
ule,2,390,3,0.8285,1.604,35.73,6.36,4.77
ule,2,395,0,58.06,67.6,36.85,27.09,20.31
ule,2,395,1,283.2,390.2,40.35,119,89.22
ule,2,395,2,3.09,5.602,33.48,7.028,5.271
ule,2,395,3,0.9848,1.828,35.73,6.423,4.817
ule,2,400,0,58.95,68.68,36.73,27.39,20.54
ule,2,400,1,286,394.1,39.85,120,90
ule,2,400,2,3.646,6.41,33.48,7.255,5.441
ule,2,400,3,1.412,2.429,36.35,6.699,5.024
ule,2,405,0,59.82,69.73,36.6,27.69,20.77
ule,2,405,1,288.3,397.2,39.35,120.8,90.6
ule,2,405,2,4.748,7.994,33.85,7.765,5.824
ule,2,405,3,1.839,3.03,36.48,6.891,5.168
ule,2,410,0,60.35,70.29,36.73,27.89,20.92
ule,2,410,1,291,401,39.98,122,91.5
ule,2,410,2,5.85,9.579,33.85,8.213,6.16
ule,2,410,3,2.111,3.411,35.98,6.916,5.187
ule,2,415,0,60.96,70.96,36.73,28.11,21.08
ule,2,415,1,293.8,404.8,39.98,123.1,92.33
ule,2,415,2,6.882,11.06,33.85,8.632,6.474
ule,2,415,3,2.382,3.792,35.98,7.025,5.269
ule,2,420,0,61.56,71.63,36.6,28.3,21.22
ule,2,420,1,296,407.9,39.48,123.9,92.92
ule,2,420,2,8.464,13.32,34.23,9.334,7.001
ule,2,420,3,2.654,4.174,36.1,7.155,5.366
ule,2,425,0,62.15,72.27,36.6,28.5,21.38
ule,2,425,1,298.2,411,39.48,124.8,93.59
ule,2,425,2,10.05,15.58,34.23,9.974,7.481
ule,2,425,3,2.925,4.555,36.1,7.263,5.448
ule,2,430,0,62.76,72.93,36.6,28.71,21.54
ule,2,430,1,300.4,414.1,39.48,125.7,94.24
ule,2,430,2,11.63,17.83,34.23,10.61,7.961
ule,2,430,3,3.197,4.937,36.1,7.372,5.529
ule,2,435,0,63.52,73.83,36.6,28.99,21.74
ule,2,435,1,302.4,416.9,39.35,126.4,94.83
ule,2,435,2,13.21,20.09,34.23,11.25,8.441
ule,2,435,3,3.468,5.319,36.1,7.481,5.611
ule,2,440,0,64.03,74.37,36.73,29.19,21.89
ule,2,440,1,305,420.5,39.85,127.6,95.67
ule,2,440,2,14.79,22.35,34.23,11.89,8.921
ule,2,440,3,3.469,5.324,35.48,7.378,5.533
ule,2,445,0,64.73,75.18,36.73,29.44,22.08
ule,2,445,1,307.6,424.1,39.85,128.6,96.44
ule,2,445,2,16.17,24.31,34.23,12.45,9.339
ule,2,445,3,3.47,5.329,35.48,7.379,5.534
ule,2,450,0,65.42,75.99,36.73,29.69,22.27
ule,2,450,1,310.2,427.7,39.73,129.6,97.19
ule,2,450,2,17.56,26.27,34.23,13.01,9.757
ule,2,450,3,3.47,5.333,35.48,7.38,5.535
ule,2,455,0,66.07,76.72,36.85,29.94,22.45
ule,2,455,1,313.3,432,40.35,130.9,98.2
ule,2,455,2,18.46,27.56,33.85,13.31,9.984
ule,2,455,3,3.471,5.338,35.35,7.36,5.52
ule,2,460,0,66.73,77.47,36.98,30.2,22.65
ule,2,460,1,316.9,437.1,40.85,132.5,99.36
ule,2,460,2,18.81,28.07,33.48,13.39,10.04
ule,2,460,3,3.472,5.343,35.23,7.34,5.505
ule,2,465,0,67.51,78.4,36.98,30.48,22.86
ule,2,465,1,320.5,442,40.73,133.9,100.4
ule,2,465,2,19.17,28.57,33.48,13.54,10.15
ule,2,465,3,3.473,5.347,35.23,7.341,5.506
ule,2,470,0,68.28,79.3,36.98,30.76,23.07
ule,2,470,1,324,446.9,40.85,135.3,101.5
ule,2,470,2,19.52,29.08,33.48,13.68,10.26
ule,2,470,3,3.473,5.351,35.23,7.342,5.506
ule,2,475,0,69.05,80.18,36.98,31.03,23.28
ule,2,475,1,327.6,451.8,40.85,136.7,102.5
ule,2,475,2,19.87,29.58,33.48,13.82,10.37
ule,2,475,3,3.474,5.355,35.23,7.342,5.507
ule,2,480,0,69.98,81.29,36.98,31.37,23.53
ule,2,480,1,331,456.4,40.98,138.1,103.5
ule,2,480,2,20.23,30.09,33.48,13.97,10.47
ule,2,480,3,3.475,5.359,35.23,7.343,5.507
ule,2,485,0,70.84,82.3,37.1,31.71,23.78
ule,2,485,1,334.8,461.7,41.6,139.7,104.8
ule,2,485,2,20.23,30.12,33.1,13.91,10.43
ule,2,485,3,3.476,5.362,35.1,7.323,5.492
ule,2,490,0,71.72,83.34,37.1,32.03,24.02
ule,2,490,1,338.6,466.8,41.6,141.2,105.9
ule,2,490,2,20.24,30.14,33.1,13.91,10.43
ule,2,490,3,3.477,5.366,35.1,7.324,5.493
ule,2,495,0,72.65,84.45,36.98,32.35,24.26
ule,2,495,1,341.9,471.3,40.98,142.4,106.8
ule,2,495,2,20.71,30.82,33.48,14.17,10.63
ule,2,495,3,3.477,5.37,35.1,7.324,5.493
ule,2,500,0,73.56,85.54,36.98,32.68,24.51
ule,2,500,1,345.2,475.7,40.98,143.6,107.7
ule,2,500,2,21.19,31.51,33.48,14.36,10.77
ule,2,500,3,3.478,5.373,35.1,7.325,5.494
ule,2,505,0,74.42,86.56,36.85,32.97,24.73
ule,2,505,1,348,479.6,40.48,144.7,108.5
ule,2,505,2,22.14,32.85,33.85,14.81,11.1
ule,2,505,3,3.479,5.377,35.23,7.347,5.51
ule,2,510,0,75.26,87.55,36.73,33.26,24.94
ule,2,510,1,350.7,483.3,39.85,145.6,109.2
ule,2,510,2,23.26,34.41,34.23,15.31,11.49
ule,2,510,3,3.479,5.38,35.23,7.347,5.511
ule,2,515,0,75.92,88.3,36.6,33.47,25.1
ule,2,515,1,353,486.5,39.35,146.5,109.9
ule,2,515,2,24.92,36.75,34.6,16.04,12.03
ule,2,515,3,3.48,5.383,35.35,7.369,5.527
ule,2,520,0,76.4,88.8,36.6,33.63,25.23
ule,2,520,1,355.6,490,39.23,147.5,110.6
ule,2,520,2,26.58,39.08,34.6,16.71,12.53
ule,2,520,3,3.48,5.387,35.35,7.369,5.527
ule,2,525,0,76.78,89.14,36.6,33.75,25.32
ule,2,525,1,358.2,493.6,39.1,148.5,111.4
ule,2,525,2,28.24,41.42,34.6,17.38,13.03
ule,2,525,3,3.48,5.39,35.35,7.37,5.528
ule,2,530,0,77.37,89.77,36.6,33.96,25.47
ule,2,530,1,360.6,497,39.1,149.4,112.1
ule,2,530,2,29.9,43.76,34.6,18.04,13.53
ule,2,530,3,3.481,5.393,35.35,7.371,5.528
ule,2,535,0,77.97,90.4,36.6,34.16,25.62
ule,2,535,1,363,500.4,39.1,150.4,112.8
ule,2,535,2,31.57,46.11,34.6,18.71,14.04
ule,2,535,3,3.481,5.396,35.48,7.392,5.544
ule,2,540,0,78.56,91.03,36.6,34.36,25.77
ule,2,540,1,365.4,503.7,39.1,151.4,113.5
ule,2,540,2,33.25,48.47,34.6,19.39,14.54
ule,2,540,3,3.482,5.399,35.48,7.393,5.544
ule,2,545,0,79.15,91.66,36.6,34.57,25.93
ule,2,545,1,367.8,507.1,39.1,152.3,114.3
ule,2,545,2,34.94,50.81,34.6,20.06,15.04
ule,2,545,3,3.482,5.402,35.35,7.372,5.529
ule,2,550,0,79.75,92.28,36.73,34.79,26.09
ule,2,550,1,370.4,510.6,39.73,153.5,115.1
ule,2,550,2,36.47,52.94,34.23,20.61,15.45
ule,2,550,3,3.482,5.406,35.35,7.373,5.53
ule,2,555,0,80.36,92.93,36.85,35.02,26.27
ule,2,555,1,373.6,514.9,40.35,154.8,116.1
ule,2,555,2,37.45,54.28,33.85,20.93,15.7
ule,2,555,3,3.483,5.408,35.23,7.353,5.514
ule,2,560,0,81.1,93.74,36.85,35.28,26.46
ule,2,560,1,376.6,519,40.35,156,117
ule,2,560,2,38.43,55.63,33.85,21.32,15.99
ule,2,560,3,3.483,5.411,35.23,7.353,5.515
ule,2,565,0,81.82,94.53,36.85,35.53,26.65
ule,2,565,1,379.7,523,40.48,157.2,117.9
ule,2,565,2,39.42,56.98,33.85,21.71,16.28
ule,2,565,3,3.483,5.414,35.23,7.354,5.515
ule,2,570,0,82.43,95.17,36.85,35.74,26.81
ule,2,570,1,382.8,527.2,40.6,158.4,118.8
ule,2,570,2,40.4,58.32,33.85,22.1,16.57
ule,2,570,3,3.484,5.417,35.23,7.354,5.516
ule,2,575,0,83.2,96.03,36.98,36.03,27.03
ule,2,575,1,386.3,531.8,41.23,159.9,119.9
ule,2,575,2,40.89,59,33.48,22.23,16.67
ule,2,575,3,3.484,5.42,35.1,7.334,5.5
ule,2,580,0,83.99,96.91,36.98,36.31,27.23
ule,2,580,1,389.8,536.3,41.35,161.3,120.9
ule,2,580,2,41.38,59.67,33.48,22.42,16.82
ule,2,580,3,3.484,5.422,35.1,7.334,5.501
ule,2,585,0,84.72,97.71,37.1,36.59,27.44
ule,2,585,1,393.9,541.6,41.98,162.9,122.2
ule,2,585,2,41.39,59.7,33.1,22.36,16.77
ule,2,585,3,3.485,5.425,35.1,7.335,5.501
ule,2,590,0,85.52,98.6,36.98,36.85,27.64
ule,2,590,1,397.3,546.2,41.35,164.1,123.1
ule,2,590,2,41.88,60.37,33.48,22.62,16.97
ule,2,590,3,3.485,5.427,35.23,7.356,5.517
ule,2,595,0,86.3,99.47,36.98,37.13,27.84
ule,2,595,1,400.8,550.7,41.35,165.5,124.1
ule,2,595,2,42.37,61.04,33.48,22.81,17.11
ule,2,595,3,3.486,5.43,35.23,7.357,5.518
ule,2,600,0,87.03,100.3,36.85,37.36,28.02
ule,2,600,1,403.9,554.7,40.85,166.6,124.9
ule,2,600,2,43.34,62.36,33.85,23.26,17.44
ule,2,600,3,3.486,5.433,35.35,7.378,5.534
ule,2,605,0,87.77,101.1,36.85,37.62,28.21
ule,2,605,1,406.9,558.7,40.73,167.7,125.8
ule,2,605,2,44.31,63.67,33.85,23.64,17.73
ule,2,605,3,3.486,5.436,35.35,7.379,5.534
ule,2,610,0,88.43,101.8,36.85,37.85,28.39
ule,2,610,1,410,562.8,40.73,168.9,126.7
ule,2,610,2,45.29,64.98,33.85,24.02,18.01
ule,2,610,3,3.487,5.438,35.35,7.379,5.534
ule,2,615,0,89.09,102.5,36.85,38.08,28.56
ule,2,615,1,413,566.9,40.6,170.1,127.6
ule,2,615,2,46.26,66.29,33.85,24.4,18.3
ule,2,615,3,3.487,5.442,35.35,7.38,5.535
