scheduler,run,timestamp,cpu,llmiss_av,inst_ret_av,coretemp_av,tea_hat,pcost_hat
tas,3,80,2,0.009357,0.02936,23.1,3.856,2.892
tas,3,85,2,0.01017,0.03213,23.1,3.857,2.893
tas,3,90,2,0.01097,0.03488,23.1,3.858,2.893
tas,3,95,2,0.01181,0.03774,23.1,3.858,2.894
tas,3,100,2,0.01265,0.04066,23.1,3.859,2.894
tas,3,105,2,0.01344,0.04332,23.1,3.859,2.895
tas,3,110,2,0.01421,0.04597,23.1,3.86,2.895
tas,3,115,2,0.015,0.04861,23.1,3.861,2.895
tas,3,120,2,0.01578,0.05118,23.1,3.861,2.896
tas,3,125,2,0.0166,0.05382,23.1,3.862,2.896
tas,3,130,2,0.01744,0.05649,23.1,3.862,2.897
tas,3,135,2,0.01825,0.05907,23.1,3.863,2.897
tas,3,140,2,0.01905,0.06157,23.1,3.863,2.898
tas,3,145,2,0.01985,0.06404,23.1,3.864,2.898
tas,3,150,2,0.02062,0.06641,23.1,3.865,2.898
tas,3,155,2,0.02138,0.06874,23.1,3.865,2.899
tas,3,160,2,0.02214,0.07107,23.1,3.866,2.899
tas,3,165,2,0.02287,0.07328,23.1,3.866,2.9
tas,3,170,2,0.02358,0.07544,23.1,3.867,2.9
tas,3,175,2,0.0243,0.07764,23.1,3.867,2.9
tas,3,180,2,0.02503,0.07993,23.1,3.867,2.901
tas,3,185,2,0.02576,0.08228,23.1,3.868,2.901
tas,3,190,2,0.0265,0.08467,23.1,3.869,2.901
tas,3,195,2,0.02725,0.0871,23.1,3.869,2.902
tas,3,200,2,0.02799,0.08954,23.1,3.87,2.902
tas,3,205,2,0.02874,0.09199,23.1,3.87,2.903
tas,3,210,2,0.02948,0.09445,23.1,3.871,2.903
tas,3,215,2,0.03021,0.09687,23.1,3.871,2.903
tas,3,220,2,0.03094,0.09928,23.1,3.872,2.904
tas,3,225,2,0.03168,0.1017,23.1,3.872,2.904
tas,3,230,2,0.03243,0.1041,23.1,3.873,2.905
tas,3,235,2,0.03317,0.1065,23.1,3.873,2.905
tas,3,240,2,0.03391,0.1089,23.1,3.874,2.905
tas,1,40,3,0.003515,0.009744,28.23,4.706,3.53
tas,1,45,3,0.0042,0.01153,28.1,4.686,3.514
tas,1,50,3,0.004827,0.01319,28.1,4.686,3.515
tas,1,55,3,0.005417,0.01479,28.1,4.687,3.515
tas,1,60,3,0.00601,0.01639,28.1,4.687,3.515
tas,1,65,3,0.006616,0.01805,28.1,4.687,3.516
tas,1,70,3,0.007227,0.01974,28.1,4.688,3.516
tas,1,75,3,0.007832,0.02138,28.1,4.688,3.516
tas,1,80,3,0.008449,0.02309,28.1,4.689,3.516
tas,1,85,3,0.009074,0.0248,28.1,4.689,3.517
tas,1,90,3,0.009697,0.02651,28.1,4.689,3.517
tas,1,95,3,0.01032,0.0282,28.1,4.69,3.517
tas,1,100,3,0.01098,0.02997,28.1,4.69,3.518
tas,1,105,3,0.01163,0.03172,28.1,4.691,3.518
tas,1,110,3,0.0123,0.0335,28.1,4.691,3.518
tas,1,115,3,0.01298,0.03529,28.1,4.691,3.519
tas,1,120,3,0.01365,0.03703,28.1,4.692,3.519
tas,1,125,3,0.01431,0.03875,28.1,4.692,3.519
tas,1,130,3,0.01497,0.04046,28.1,4.693,3.519
tas,1,135,3,0.01564,0.0422,28.1,4.693,3.52
tas,1,140,3,0.01627,0.04389,28.1,4.693,3.52
tas,1,145,3,0.0169,0.04557,28.1,4.694,3.52
tas,1,150,3,0.01751,0.04719,28.1,4.694,3.521
tas,1,155,3,0.01813,0.0488,28.1,4.694,3.521
tas,1,160,3,0.01873,0.05037,28.1,4.695,3.521
tas,1,165,3,0.01934,0.05193,28.1,4.695,3.521
tas,1,170,3,0.01994,0.05349,28.1,4.696,3.522
tas,1,175,3,0.02054,0.05502,28.1,4.696,3.522
tas,1,180,3,0.02114,0.05651,28.1,4.696,3.522
tas,1,185,3,0.02174,0.058,28.1,4.697,3.522
tas,1,190,3,0.02234,0.05949,28.1,4.697,3.523
tas,1,195,3,0.02294,0.06098,28.1,4.697,3.523
tas,1,200,3,0.02354,0.06245,28.1,4.698,3.523
tas,1,205,3,0.02414,0.06393,28.1,4.698,3.524
tas,1,210,3,0.02474,0.06541,28.1,4.698,3.524
tas,1,215,3,0.02534,0.0669,28.1,4.699,3.524
tas,1,220,3,0.02594,0.06839,28.1,4.699,3.524
tas,1,225,3,0.02654,0.06987,28.1,4.699,3.525
tas,1,230,3,0.02714,0.07136,28.1,4.7,3.525
tas,1,235,3,0.02774,0.07286,28.1,4.7,3.525
tas,1,240,3,0.02834,0.07437,28.1,4.7,3.525
tas,2,40,3,0.003237,0.01033,28.1,4.686,3.514
tas,2,45,3,0.003885,0.01213,28.1,4.686,3.515
tas,2,50,3,0.004504,0.01375,28.1,4.686,3.515
tas,2,55,3,0.005129,0.01539,28.1,4.687,3.515
tas,2,60,3,0.005756,0.01703,28.1,4.687,3.515
tas,2,65,3,0.006336,0.01855,28.1,4.687,3.516
tas,2,70,3,0.006921,0.02007,28.1,4.688,3.516
tas,2,75,3,0.007508,0.02158,28.1,4.688,3.516
tas,2,80,3,0.008096,0.02309,28.1,4.689,3.516
tas,2,85,3,0.008684,0.02455,28.1,4.689,3.517
tas,2,90,3,0.009272,0.02602,28.1,4.689,3.517
tas,2,95,3,0.009857,0.02746,28.1,4.69,3.517
tas,2,100,3,0.01044,0.0289,28.1,4.69,3.517
tas,2,105,3,0.01103,0.03035,28.1,4.69,3.518
tas,2,110,3,0.01161,0.03178,28.1,4.691,3.518
tas,2,115,3,0.01219,0.0332,28.1,4.691,3.518
tas,2,120,3,0.01277,0.03461,28.1,4.691,3.518
tas,2,125,3,0.01335,0.03602,28.1,4.692,3.519
tas,2,130,3,0.01393,0.03744,28.1,4.692,3.519
tas,2,135,3,0.01451,0.03883,28.1,4.692,3.519
tas,2,140,3,0.0151,0.04022,28.1,4.693,3.519
tas,2,145,3,0.01568,0.04162,28.1,4.693,3.52
tas,2,150,3,0.01627,0.04301,28.1,4.693,3.52
tas,2,155,3,0.01686,0.04443,28.1,4.694,3.52
tas,2,160,3,0.01745,0.04587,28.1,4.694,3.52
tas,2,165,3,0.01804,0.0473,28.1,4.694,3.521
tas,2,170,3,0.01863,0.04875,28.1,4.695,3.521
tas,2,175,3,0.01923,0.05022,28.1,4.695,3.521
tas,2,180,3,0.01982,0.0517,28.1,4.695,3.521
tas,2,185,3,0.02041,0.05316,28.1,4.696,3.522
tas,2,190,3,0.02099,0.05462,28.1,4.696,3.522
tas,2,195,3,0.02158,0.05608,28.1,4.696,3.522
tas,2,200,3,0.02216,0.05752,28.1,4.697,3.522
tas,2,205,3,0.02275,0.05895,28.1,4.697,3.523
tas,2,210,3,0.02332,0.06037,28.1,4.697,3.523
tas,2,215,3,0.0239,0.06179,27.98,4.677,3.508
tas,2,220,3,0.02448,0.06321,27.98,4.677,3.508
tas,2,225,3,0.02506,0.06464,27.98,4.677,3.508
tas,2,230,3,0.02564,0.06606,27.98,4.678,3.508
tas,2,235,3,0.02622,0.06748,27.98,4.678,3.509
tas,2,240,3,0.0268,0.0689,27.98,4.678,3.509
tas,3,40,3,0.002724,0.008028,28.1,4.685,3.514
tas,3,45,3,0.003258,0.009356,28.1,4.685,3.514
tas,3,50,3,0.003775,0.01062,28.1,4.686,3.514
tas,3,55,3,0.004263,0.01177,28.1,4.686,3.515
tas,3,60,3,0.00472,0.01278,28.1,4.686,3.515
tas,3,65,3,0.00515,0.01367,28.1,4.686,3.515
tas,3,70,3,0.005551,0.01442,28.1,4.687,3.515
tas,3,75,3,0.005922,0.01504,28.1,4.687,3.515
tas,3,80,3,0.006265,0.01554,28.1,4.687,3.515
tas,3,85,3,0.006605,0.01602,28.1,4.687,3.515
tas,3,90,3,0.006977,0.01663,28.1,4.687,3.515
tas,3,95,3,0.00738,0.01736,28.1,4.687,3.516
tas,3,100,3,0.007816,0.01824,28.1,4.688,3.516
tas,3,105,3,0.008279,0.01922,28.1,4.688,3.516
tas,3,110,3,0.008775,0.02034,28.1,4.688,3.516
tas,3,115,3,0.009299,0.02158,28.1,4.688,3.516
tas,3,120,3,0.009853,0.02293,28.1,4.689,3.517
tas,3,125,3,0.01043,0.02436,28.1,4.689,3.517
tas,3,130,3,0.011,0.0258,28.1,4.689,3.517
tas,3,135,3,0.01156,0.02717,28.1,4.69,3.517
tas,3,140,3,0.0121,0.02842,28.1,4.69,3.518
tas,3,145,3,0.0126,0.02955,28.1,4.69,3.518
tas,3,150,3,0.01307,0.03055,28.1,4.691,3.518
tas,3,155,3,0.01352,0.03146,28.1,4.691,3.518
tas,3,160,3,0.01401,0.03244,28.1,4.691,3.518
tas,3,165,3,0.01451,0.03343,28.1,4.691,3.518
tas,3,170,3,0.015,0.03443,28.1,4.692,3.519
tas,3,175,3,0.01551,0.03548,28.1,4.692,3.519
tas,3,180,3,0.01605,0.03666,28.1,4.692,3.519
tas,3,185,3,0.01662,0.03795,28.1,4.692,3.519
tas,3,190,3,0.01722,0.03936,28.1,4.693,3.52
tas,3,195,3,0.01785,0.04088,28.1,4.693,3.52
tas,3,200,3,0.01844,0.04235,28.1,4.693,3.52
tas,3,205,3,0.01902,0.04381,28.1,4.694,3.52
tas,3,210,3,0.0196,0.04528,28.1,4.694,3.521
tas,3,215,3,0.02018,0.04673,28.1,4.694,3.521
tas,3,220,3,0.02082,0.04831,28.1,4.695,3.521
tas,3,225,3,0.02145,0.04989,28.1,4.695,3.521
tas,3,230,3,0.02208,0.05147,28.1,4.696,3.522
tas,3,235,3,0.02271,0.05305,28.1,4.696,3.522
tas,3,240,3,0.02334,0.05463,28.1,4.696,3.522
