 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9139784 6129936 126 2029 0 0 0 0 16  3 -0  0  0  727 1701  300 26  3 70
 0 0 0 9718548 6578644 151 2547 0 0 0 0  0  0  0  0  0  682 2104  266  0  4 96
 0 0 0 9718264 6578424 128 2156 0 0 0 0  0  0  0  0  0  578 1687  259  0  4 96
 0 0 0 9718164 6578560 136 2162 0 0 0 0  0  0  0  0  0  593 1670  256  0  4 96
 0 0 0 9718348 6578552 140 2157 0 0 0 0  0  2  0  0  0  613 1687  311  0  4 96
 0 0 0 9717960 6578276 128 2160 0 0 0 0  0  0  0  0  0  591 1679  275  0  4 96
 0 0 0 9718316 6578528 134 2154 0 0 0 0  0  0  0  0  0  573 1682  259  0  4 96
 0 0 0 9718320 6578536 129 2158 0 0 0 0  0  0  0  0  0  593 1672  263  0  3 96
 0 0 0 9718024 6578408 77 1179 0 0 0  0  0  0  0  0  0  526 1258  220  0  2 98
 0 0 0 9718312 6578744 52 979 0 0  0  0  0  0  0  0  0  507 1092  216  0  2 98
 0 0 0 9718312 6578528 147 2165 0 0 0 0  0  3  0  0  0  630 1686  329  0  4 96
 0 0 0 9718060 6578436 129 2158 0 0 0 0  0  0  0  0  0  585 1674  263  0  4 96
 0 0 0 9717992 6578376 129 2158 0 0 0 0  0  0  0  0  0  583 1682  262  0  4 96
 0 0 0 9718284 6578500 129 2158 0 0 0 0  0  0  0  0  0  589 1762  308  0  4 96
 0 0 0 9718008 6578384 129 2159 0 0 0 0  0  0  0  0  0  572 1683  255  0  4 96
 0 0 0 9717968 6578424 147 2166 0 0 0 0  0  0  0  0  0  585 1671  256  0  4 96
 0 0 0 9718264 6578480 129 2156 0 0 0 0  0  2  0  0  0  672 1685  307  0  4 96
 0 0 0 9717916 6578304 12 99 0  0  0  0  0  0  0  0  0  457  754  196  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9718232 6578512 117 2061 0 0 0 0  0  0  0  0  0  579 1600  258  0  3 97
 0 0 0 9717940 6578324 134 2157 0 0 0 0  0  0  0  0  0  577 1668  263  0  4 96
 0 0 0 9718236 6578452 129 2158 0 0 0 0  0  0  0  0  0  572 1686  258  0  4 96
 0 0 0 9717980 6578356 141 2164 0 0 0 0  0  0  0  0  0  572 1671  254  0  4 96
 0 0 0 9717936 6578320 129 2158 0 0 0 0  0  2  0  0  0  601 1686  307  0  4 96
 0 0 0 9718196 6578412 129 2160 0 0 0 0  0  0  0  0  0  565 1671  255  0  4 96
 0 0 0 9717944 6578340 134 2156 0 0 0 0  0  0  0  0  0  574 1680  255  0  4 96
 0 0 0 9717884 6578268 77 1180 0 0 0  0  0  0  0  0  0  517 1267  227  0  3 97
 0 0 0 9718172 6578388 52 978 0 0  0  0  0  0  0  0  0  506 1092  220  0  1 99
 0 0 0 9718192 6578628 129 2157 0 0 0 0  0  0  0  0  0  578 1680  261  0  4 96
 0 0 0 9717944 6578372 147 2166 0 0 0 0  0  2  0  0  0  593 1686  306  0  4 96
 0 0 0 9717752 6578148 129 2159 0 0 0 0  0  0  0  0  0  590 1680  269  0  4 96
 0 0 0 9718168 6578384 134 2156 0 0 0 0  0  0  0  0  0  585 1682  265  0  4 96
 0 0 0 9717920 6578292 129 2159 0 0 0 0  0  0  0  0  0  581 1670  259  0  4 96
 0 0 0 9717876 6578260 128 2157 0 0 0 0  0  0  0  0  0  583 1681  253  0  4 96
 0 0 0 9718168 6578584 147 2166 0 0 0 0  0  0  0  0  0  581 1674  261  0  4 96
 0 0 0 9717912 6578288 12 98 0  0  0  0  0  2  0  0  0  478  782  225  0  1 99
 0 0 0 9718156 6578372 117 2060 0 0 0 0  0  0  0  0  0  586 1565  252  0  3 97
 0 0 0 9717860 6578304 129 2159 0 0 0 0  0  0  0  0  0  591 1687  262  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9718152 6578388 134 2159 0 0 0 0  0  0  0  0  0  583 1760  309  0  4 96
 0 0 0 9717896 6578272 129 2162 0 0 0 0  0  0  0  0  0  584 1686  258  0  4 96
 0 0 0 9717860 6578304 147 2169 0 0 0 0  0  0  0  0  0  561 1673  256  0  4 96
 0 0 0 9718132 6578360 129 2161 0 0 0 0  0  2  0  0  0  615 1686  307  0  4 96
 0 0 0 9717800 6578176 128 2165 0 0 0 0  0  0  0  0  0  594 1677  272  0  4 96
 0 0 0 9717828 6578252 82 1181 0 0 0  0  0  0  0  0  0  527 1287  220  0  3 97
 0 0 0 9718128 6578344 52 981 0 0  0  0  0  0  0  0  0  517 1060  217  0  1 99
 0 0 0 9718128 6578344 129 2163 0 0 0 0  0  0  0  0  0  569 1697  267  0  4 96
 0 0 0 9717868 6578280 139 2173 0 0 0 0  0  0  0  0  0  573 1675  254  0  4 96
 0 0 0 9717828 6578220 132 2161 0 0 0 0  0  2  0  0  0  622 1683  309  0  4 96
 0 0 0 9718128 6578340 128 2163 0 0 0 0  0  0  0  0  0  584 1674  254  0  4 96
 0 0 0 9717872 6578244 134 2166 0 0 0 0  0  0  0  0  0  591 1683  258  0  4 96
 0 0 0 9717828 6578208 128 2169 0 0 0 0  0  0  0  0  0  582 1678  266  0  4 96
 0 0 0 9718124 6578336 129 2168 0 0 0 0  0  0  0  0  0  577 1690  263  0  4 96
 0 0 0 9717872 6578504 36 278 0 0  0  0  0  0  0  0  0  477  841  183  0  1 98
 0 0 0 9718092 6578316 111 1896 0 0 0 0  0  2  0  0  0  582 1516  301  0  2 97
 0 0 0 9717728 6578108 129 2167 0 0 0 0  0  0  0  0  0  587 1678  274  0  4 96
 0 0 0 9718088 6578364 129 2165 0 0 0 0  0  0  0  0  0  571 1682  263  0  4 96
 0 0 0 9717796 6578188 134 2169 0 0 0 0  0  0  0  0  0  574 1677  261  0  4 96
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9717756 6578136 129 2172 0 0 0 0  0  0  0  0  0  587 1693  258  0  4 96
 0 0 0 9718048 6578396 147 2176 0 0 0 0  0  0  0  0  0  568 1675  255  0  4 96
 0 0 0 9717792 6578164 129 2170 0 0 0 0  0  2  0  0  0  609 1692  305  0  4 96
 1 0 0 9717748 6578128 90 1403 0 0 0  0  0  0  0  0  0  533 1365  223  0  3 97
 0 0 0 9718028 6578304 51 966 0 0  0  0  0  0  0  0  0  521 1063  215  0  1 99
 0 0 0 8998472 6256692 422 41367 0 0 0 0 0  0  0  0  0 1024 11309 332 42 12 46
 0 0 0 8470492 5728476 129 6758 0 0 0 0  0  0  0  0  0  851 1817  260 49  5 46
 0 0 0 8460968 5718904 146 2181 0 0 0 0  0  0  0  0  0 1144 1676  245 50  4 46
 0 0 0 8451388 5709080 129 3372 0 0 0 0  0  4  0  0  0 1228 2300  329 49  5 46
 0 0 0 8421944 5679840 129 3063 0 0 0 0  0  0  0  0  0  904 2122  269 50  4 46
 0 0 0 8417736 5675852 134 2273 0 0 0 0  0  0  0  0  0  850 1740  248 50  4 46
 0 0 0 8416032 5674008 129 2271 0 0 0 0  0  0  0  0  0  847 1726  251 50  4 46
 0 0 0 8411108 5669228 12 416 0 0  0  0  0  0  0  0  0  510  899  175 50  1 49
 0 0 0 8408704 5666928 117 2082 0 0 0 0  0  0  0  0  0  850 1597  249 50  3 47
 0 0 0 8408228 5666444 148 2208 0 0 0 0  0  2  0  0  0  979 1710  300 50  4 46
 0 0 0 8407764 5665744 129 2180 0 0 0 0  0  0  0  0  0  835 1685  237 50  4 46
 0 0 0 8407640 5665580 135 2192 0 0 0 0  0  0  0  0  0  852 1702  248 50  4 46
 0 0 0 8407448 5665432 129 2172 0 0 0 0  0  0  0  0  0  874 1675  260 50  4 46
 0 0 0 8407196 5665300 129 2170 0 0 0 0  0  0  0  0  0  850 1690  248 50  4 46
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 8407472 5665632 148 2182 0 0 0 0  0  0  0  0  0  838 1676  246 50  4 46
 0 0 0 8376932 5634980 182 4467 0 0 0 0  0  2  0  0  0  889 3996  301 58  3 38
 0 0 0 8324968 5583088 97 2247 0 0 0  0  0  0  0  0  0  869 1450  203 74  3 23
 0 0 0 8381632 5639228 129 2803 0 0 0 0  0  0  0  0  0  942 1726  221 58  4 38
 0 0 0 8400724 5657980 132 2217 0 0 0 0  0  0  0  0  0  898 1687  253 50  4 46
 0 0 0 8400328 5657732 129 2174 0 0 0 0  0  0  0  0  0  872 1688  259 50  4 46
 0 0 0 8400272 5657852 147 2180 0 0 0 0  0  0  0  0  0  856 1679  248 50  4 46
