Time Temp Temp Temp Ambient_Temp Temp Ambient_Temp Ambient_Temp Planar_Temp IOH_THERMTRIP CPU_Temp_Interf Temp Temp Temp FAN_MOD_1A_RPM FAN_MOD_2A_RPM FAN_MOD_3A_RPM FAN_MOD_4A_RPM FAN_MOD_5A_RPM FAN_MOD_6A_RPM FAN_MOD_1B_RPM FAN_MOD_2B_RPM FAN_MOD_3B_RPM FAN_MOD_4B_RPM FAN_MOD_5B_RPM FAN_MOD_6B_RPM Fan_Redundancy et
0 -58 -53 36 28 34 26 14 38 5Dh 76h 27 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
5 -54 -61 37 28 34 26 14 38 5Dh 76h 27 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
10 -53 -61 36 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
15 -53 -61 36 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 9
20 -57 -58 36 28 34 26 14 37 5Dh 76h 27 28 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
25 -53 -61 36 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 8
30 -54 -60 37 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 11
35 -57 -58 37 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
40 -53 -61 37 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
45 -53 -61 37 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 6
50 -57 -58 37 28 34 26 14 37 5Dh 76h 28 28 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
55 -53 -60 37 28 34 26 14 37 5Dh 76h 27 29 45 4440 4320 4440 4560 4440 4560 3120 3120 3120 3000 3120 3000 75h 5
60 -57 -58 37 28 34 26 14 37 5Dh 76h 28 29 45 4440 4320 4440 4440 4440 4560 3120 3120 3120 3000 3120 3000 75h 7
