 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9307600 6282180 128 2007 0 0 0 0 18  3 -0  0  0  729 1719  306 26  3 71
 0 0 0 9796960 6657252 151 2544 0 0 0 0  0  0  0  0  0  657 2098  260  0  4 96
 0 0 0 9797060 6657300 134 2158 0 0 0 0  0  0  0  0  0  585 1689  271  0  4 96
 0 0 0 9796808 6657188 129 2158 0 0 0 0  0  0  0  0  0  589 1684  268  0  4 96
 0 0 0 9796760 6657216 129 2156 0 0 0 0  0  0  0  0  0  571 1693  267  0  4 96
 0 0 0 9797052 6657492 147 2163 0 0 0 0  0  0  0  0  0  586 1676  260  0  4 96
 0 0 0 9796648 6657048 129 2158 0 0 0 0  0  2  0  0  0  632 1688  327  0  4 96
 0 0 0 9796736 6657136 134 2157 0 0 0 0  0  0  0  0  0  582 1668  256  0  4 96
 0 0 0 9797032 6657284 77 1179 0 0 0  0  0  0  0  0  0  532 1264  230  0  2 98
 0 0 0 9797028 6657280 52 979 0 0  0  0  0  0  0  0  0  513 1097  220  0  1 98
 0 0 0 9796844 6657304 129 2157 0 0 0 0  0  0  0  0  0  601 1692  271  0  4 96
 0 0 0 9796988 6657360 147 2167 0 0 0 0  0  0  0  0  0  578 1673  265  0  4 96
 0 0 0 9797032 6657284 129 2158 0 0 0 0  0  2  0  0  0  626 1685  308  0  4 96
 0 0 0 9796832 6657240 129 2156 0 0 0 0  0  0  0  0  0  591 1669  256  0  4 96
 0 0 0 9796928 6657288 134 2159 0 0 0 0  0  0  0  0  0  583 1776  310  0  4 96
 0 0 0 9797020 6657272 129 2157 0 0 0 0  0  0  0  0  0  586 1669  256  0  4 96
 0 0 0 9796984 6657364 147 2165 0 0 0 0  0  0  0  0  0  586 1691  267  0  4 96
 0 0 0 9796984 6657248 12 99 0  0  0  0  0  0  0  0  0  457  753  179  0  1 99
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr s0 s1 s2 --   in   sy   cs us sy id
 0 0 0 9796716 6657076 117 2063 0 0 0 0  0  2  0  0  0  606 1604  322  0  3 97
 0 0 0 9796988 6657260 129 2159 0 0 0 0  0  0  0  0  0  584 1673  255  0  4 96
 0 0 0 9796796 6657224 134 2155 0 0 0 0  0  0  0  0  0  584 1687  273  0  4 96
 0 0 0 9796972 6657236 129 2160 0 0 0 0  0  0  0  0  0  583 1672  254  0  4 96
 0 0 0 9796964 6657228 144 2164 0 0 0 0  0  0  0  0  0  576 1687  268  0  4 96
 0 0 0 9796840 6657184 132 2158 0 0 0 0  0  0  0  0  0  587 1673  268  0  4 96
 0 0 0 9796844 6657144 129 2159 0 0 0 0  0  2  0  0  0  618 1690  309  0  4 96
 0 0 0 9796924 6657196 82 1179 0 0 0  0  0  0  0  0  0  501 1271  215  0  3 97
 0 0 0 9796924 6657176 52 979 0 0  0  0  0  0  0  0  0  530 1084  229  0  1 99
 0 0 0 9796816 6657164 129 2156 0 0 0 0  0  0  0  0  0  581 1673  262  0  4 96
 0 0 0 9796820 6657312 129 2159 0 0 0 0  0  0  0  0  0  578 1693  270  0  4 96
