time,Temp0,Temp1,Planar_Temp,VRD_0_Temp,VRD_1_Temp,Fan_1,Fan_2A,Fan_2B,Fan_3A,Fan_3B,Fan_4A,Fan_4B,Fan_5A,Fan_5B,fsb,l2miss,fsb_scaled,l2miss_scaled,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
135,26,30,23,17,20,3150,7575,5325,7500,5400,7650,5250,8025,5250,6.70E+06,2.23E+05,6.70E+00,2.231,1431,1144.8,858.6,42.93,42.93,0,0,0,0,0,0
140,27,30,24,17,20,3150,7650,5325,7500,5400,7575,5250,8025,5250,1.90E+07,3.65E+05,1.90E+01,3.6487,1428,1142.4,856.8,42.84,42.84,0,0,0,0,0,0
145,28,30,24,17,20,3150,7650,5325,7500,5400,7575,5250,8025,5250,1.08E+06,3.30E+05,1.08E+00,3.3016,1426,1140.8,855.6,42.78,42.78,0,0,0,0,0,0
150,27,33,24,17,20,3150,7650,5250,7500,5400,7575,5325,8025,5250,1.48E+06,1.32E+06,1.48E+00,13.193,1430,1144,858,42.9,42.9,0,16,0,50.6,0,50600
155,29,34,24,17,20,3150,7650,5325,7500,5400,7575,5325,8025,5325,1.00E+07,1.23E+05,1.00E+01,1.2313,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
160,27,31,24,17,20,3150,7650,5325,7500,5400,7575,5325,8025,5325,1.79E+07,2.05E+05,1.79E+01,2.0491,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
165,30,31,24,17,20,3150,7650,5250,7500,5400,7575,5325,8025,5250,2.64E+06,5.25E+05,2.64E+00,5.2487,1421,1136.8,852.6,42.63,42.63,0,0,0,0,0,0
170,30,33,24,17,20,3150,7575,5250,7500,5400,7650,5325,7950,5250,5.45E+06,5.32E+05,5.45E+00,5.3191,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
175,27,31,24,17,20,3150,7575,5250,7500,5400,7650,5325,7950,5250,1.38E+07,71200,1.38E+01,0.712,1425,1140,855,42.75,42.75,0,0,0,0,0,0
180,30,31,24,17,20,3150,7650,5250,7500,5400,7575,5325,8025,5250,3.18E+07,1.50E+05,3.18E+01,1.5046,1417,1133.6,850.2,42.51,42.51,0,11.4,0,42.5,0,42500
185,29,34,24,17,20,3150,7575,5325,7500,5400,7650,5250,7950,5250,1.89E+06,5.32E+05,1.89E+00,5.3228,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
190,28,31,24,17,20,3150,7575,5325,7500,5400,7650,5250,7950,5250,5.38E+06,5.22E+05,5.38E+00,5.2176,1421,1136.8,852.6,42.63,42.63,0,0,0,0,0,0
195,30,31,24,17,20,3150,7650,5325,7500,5400,7650,5250,7950,5325,1.31E+07,69376,1.31E+01,0.69376,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
200,31,32,24,17,20,3150,7575,5325,7500,5400,7650,5250,8025,5250,4.02E+06,1.68E+05,4.02E+00,1.6774,1425,1140,855,42.75,42.75,0,0,0,0,0,0
205,28,32,24,17,20,3150,7575,5325,7500,5400,7650,5250,8025,5250,1.93E+06,4.74E+05,1.93E+00,4.7445,1429,1143.2,857.4,42.87,42.87,0,0,0,0,0,0
210,28,33,24,17,20,3150,7650,5325,7425,5400,7575,5250,8025,5250,4.45E+06,7.71E+05,4.45E+00,7.7058,1424,1139.2,854.4,42.72,42.72,0,11.4,0,45.1,0,45100
215,30,31,24,17,20,3150,7575,5250,7500,5400,7650,5325,8025,5250,9.39E+06,18966,9.39E+00,0.18966,1427,1141.6,856.2,42.81,42.81,0,0,0,0,0,0
220,29,32,24,17,20,3150,7650,5325,7500,5400,7650,5325,7950,5250,1.34E+07,2.20E+05,1.34E+01,2.2043,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
225,30,31,24,17,20,3150,7650,5325,7500,5400,7650,5325,7950,5250,2.26E+06,4.84E+05,2.26E+00,4.8352,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
230,28,33,24,17,20,3150,7650,5250,7425,5325,7575,5325,8025,5250,1.07E+07,6.19E+05,1.07E+01,6.1861,1422,1137.6,853.2,42.66,42.66,0,0,0,0,0,0
235,30,33,24,17,20,3150,7575,5325,7500,5400,7650,5250,8025,5325,1.49E+07,1.02E+05,1.49E+01,1.0155,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
240,29,31,24,18,20,3150,7575,5325,7500,5400,7650,5250,8025,5325,1.34E+07,2.48E+05,1.34E+01,2.4754,1420,1136,852,42.6,42.6,0,11.6,0,47.6,0,47600
245,27,34,24,18,20,3225,7650,5250,7575,5400,7650,5250,8025,5325,6.04E+06,4.94E+05,6.04E+00,4.9422,1418,1134.4,850.8,42.54,42.54,0,0,0,0,0,0
250,30,33,24,18,20,3150,7575,5325,7425,5400,7650,5325,8025,5250,7.42E+06,4.38E+05,7.42E+00,4.3789,1417,1133.6,850.2,42.51,42.51,0,0,0,0,0,0
255,28,31,24,18,20,3150,7575,5325,7425,5400,7650,5325,8025,5250,1.37E+07,52873,1.37E+01,0.52873,1419,1135.2,851.4,42.57,42.57,0,0,0,0,0,0
260,30,31,24,18,20,3150,7575,5325,7500,5400,7575,5250,7950,5325,3.30E+07,2.11E+05,3.30E+01,2.1106,1423,1138.4,853.8,42.69,42.69,0,0,0,0,0,0
265,29,34,24,18,20,3150,7650,5325,7500,5400,7575,5250,8025,5250,1.05E+06,3.05E+05,1.05E+00,3.0499,1419,1135.2,851.4,42.57,42.57,0,0,0,0,0,0
270,28,31,24,18,20,3150,7650,5325,7500,5400,7575,5250,8025,5250,6.23E+06,3.84E+05,6.23E+00,3.8369,1414,1131.2,848.4,42.42,42.42,0,11.2,0,50.2,0,50200
275,30,31,24,18,20,3225,7650,5250,7500,5400,7575,5325,8025,5250,1.39E+07,1.62E+05,1.39E+01,1.6227,1415,1132,849,42.45,42.45,0,0,0,0,0,0
280,29,34,24,18,20,3150,7650,5325,7500,5400,7650,5325,8025,5325,8.15E+06,2.10E+05,8.15E+00,2.1015,1417,1133.6,850.2,42.51,42.51,0,0,0,0,0,0
285,28,33,24,18,20,3150,7650,5325,7500,5400,7650,5325,8025,5250,3.00E+06,4.67E+05,3.00E+00,4.6707,1411,1128.8,846.6,42.33,42.33,0,0,0,0,0,0
290,27,34,24,18,20,3150,7650,5325,7500,5400,7575,5250,8025,5250,3.21E+06,3.92E+05,3.21E+00,3.9228,1417,1133.6,850.2,42.51,42.51,0,0,0,0,0,0
295,30,32,24,18,20,3225,7650,5325,7500,5400,7575,5325,7950,5325,1.23E+07,8034,1.23E+01,0.08034,1414,1131.2,848.4,42.42,42.42,0,0,0,0,0,0
300,29,33,24,18,20,3150,7575,5325,7425,5400,7650,5325,8025,5325,4.06E+07,6.22E+05,4.06E+01,6.2163,1926,1540.8,1155.6,57.78,57.78,0,11.2,0,53.3,0,53300
305,30,31,24,18,20,3150,7575,5325,7425,5400,7650,5325,8025,5325,5.21E+08,1.22E+07,5.21E+02,122.36,1963,1570.4,1177.8,58.89,58.89,17.4,0,2060.4,0,2060400,0
310,32,34,24,18,20,3150,7650,5250,7500,5400,7650,5250,8025,5250,4.84E+08,3.60E+07,4.84E+02,360.18,2045,1636,1227,61.35,61.35,0,0,0,0,0,0
315,32,36,24,18,20,3150,7575,5325,7500,5400,7650,5325,7950,5250,5.01E+08,2.50E+07,5.01E+02,250.01,2040,1632,1224,61.2,61.2,0,0,0,0,0,0
320,34,36,24,18,20,3075,7575,5325,7500,5400,7575,5325,7950,5250,4.30E+08,2.69E+07,4.30E+02,269.44,2132,1705.6,1279.2,63.96,63.96,0,0,0,0,0,0
325,35,35,24,18,21,3150,7575,5325,7500,5400,7650,5250,8025,5250,3.10E+08,1.50E+07,3.10E+02,149.7,2033,1626.4,1219.8,60.99,60.99,0,0,0,0,0,0
330,38,36,24,18,21,3150,7650,5325,7500,5400,7575,5250,7950,5325,4.00E+08,1.88E+07,4.00E+02,188.07,2101,1680.8,1260.6,63.03,63.03,0,18.6,0,140.8,0,140800
335,34,38,24,18,21,3150,7575,5250,7500,5400,7650,5250,7950,5250,1.40E+08,1.06E+07,1.40E+02,105.74,2072,1657.6,1243.2,62.16,62.16,0,0,0,0,0,0
340,34,38,24,18,21,3150,7575,5250,7500,5400,7650,5250,7950,5250,4.17E+08,2.34E+07,4.17E+02,233.57,2088,1670.4,1252.8,62.64,62.64,0,0,0,0,0,0
345,35,38,24,18,21,3150,7575,5325,7500,5325,7650,5250,8025,5250,2.84E+08,1.17E+07,2.84E+02,116.91,2091,1672.8,1254.6,62.73,62.73,0,0,0,0,0,0
350,36,39,24,18,21,3150,7575,5250,7500,5400,7575,5325,8025,5250,6.25E+08,1.19E+07,6.25E+02,118.64,2128,1702.4,1276.8,63.84,63.84,0,0,0,0,0,0
355,35,41,25,18,22,3150,7575,5250,7500,5400,7650,5250,8025,5250,4.89E+08,2.71E+07,4.89E+02,271.07,2125,1700,1275,63.75,63.75,0,0,0,0,0,0
360,36,38,25,19,22,3150,7650,5325,7500,5400,7575,5325,8025,5250,4.87E+08,6.96E+06,4.87E+02,69.639,2142,1713.6,1285.2,64.26,64.26,0,11.4,0,60.3,0,60300
365,35,40,25,19,22,3150,7650,5325,7500,5400,7575,5325,8025,5250,1.63E+08,1.26E+07,1.63E+02,125.96,2166,1732.8,1299.6,64.98,64.98,0,0,0,0,0,0
370,39,39,25,19,22,3150,7650,5325,7425,5400,7575,5325,8025,5325,4.52E+08,1.14E+07,4.52E+02,113.88,2088,1670.4,1252.8,62.64,62.64,0,0,0,0,0,0
375,36,38,25,19,22,3150,7575,5250,7425,5400,7650,5325,8025,5325,3.32E+08,1.84E+07,3.32E+02,183.71,2170,1736,1302,65.1,65.1,0,0,0,0,0,0
380,36,38,25,19,22,3225,7575,5250,7425,5400,7650,5325,7950,5250,6.29E+08,5.00E+07,6.29E+02,500.19,2070,1656,1242,62.1,62.1,0,0,0,0,0,0
385,35,40,25,19,22,3150,7650,5325,7500,5400,7575,5325,8025,5250,3.52E+08,1.87E+07,3.52E+02,187.45,2069,1655.2,1241.4,62.07,62.07,0,0,0,0,0,0
390,35,37,25,19,22,3150,7650,5325,7425,5400,7575,5325,7950,5250,4.65E+08,6.67E+06,4.65E+02,66.726,2073,1658.4,1243.8,62.19,62.19,0,9.8,0,62.9,0,62900
395,33,40,25,19,22,3150,7650,5325,7500,5400,7575,5325,7950,5250,2.27E+08,9.27E+06,2.27E+02,92.727,2070,1656,1242,62.1,62.1,0,0,0,0,0,0
400,36,37,25,19,22,3225,7650,5325,7425,5400,7575,5325,7950,5250,5.74E+08,3.53E+07,5.74E+02,353.25,2052,1641.6,1231.2,61.56,61.56,0,0,0,0,0,0
405,36,36,26,19,22,3150,7575,5325,7500,5400,7650,5250,7950,5250,2.30E+08,1.18E+07,2.30E+02,118.21,2068,1654.4,1240.8,62.04,62.04,0,0,0,0,0,0
410,36,37,26,19,22,3150,7650,5325,7500,5400,7575,5325,8025,5250,3.40E+08,2.40E+07,3.40E+02,239.96,2064,1651.2,1238.4,61.92,61.92,0,0,0,0,0,0
415,33,40,26,19,22,3150,7575,5250,7500,5400,7575,5250,7950,5250,2.26E+08,2.38E+07,2.26E+02,238.43,2064,1651.2,1238.4,61.92,61.92,0,0,0,0,0,0
420,36,37,26,19,22,3150,7575,5325,7500,5400,7575,5250,7950,5325,2.28E+08,2.40E+07,2.28E+02,240.01,2078,1662.4,1246.8,62.34,62.34,0,27.8,0,287.2,0,287200
425,33,40,26,19,22,3225,7650,5325,7425,5400,7575,5250,7950,5250,4.59E+08,2.33E+07,4.59E+02,233.26,2107,1685.6,1264.2,63.21,63.21,0,0,0,0,0,0
430,33,40,26,19,22,3150,7575,5325,7500,5400,7650,5250,8025,5250,3.52E+08,2.36E+07,3.52E+02,235.86,2072,1657.6,1243.2,62.16,62.16,0,0,0,0,0,0
435,33,41,26,19,22,3150,7575,5325,7500,5325,7575,5250,7950,5250,2.28E+08,2.04E+07,2.28E+02,203.84,2072,1657.6,1243.2,62.16,62.16,0,0,0,0,0,0
440,33,41,26,19,22,3150,7575,5325,7500,5400,7575,5250,7950,5250,3.39E+08,3.26E+07,3.39E+02,326.02,2061,1648.8,1236.6,61.83,61.83,0,0,0,0,0,0
