 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6791420 7836328 9 92  3  0  0  0  3  0  0  0  0  418  112  183  1  0 99
 0 0 0 6801852 7848016 150 2119 0 0 0 0  0  0  0  0  0  549 1858  280  0  3 97
 0 0 0 6801580 7847912 148 1842 0 0 0 0  0  0  0  0  0  515 1504  313  0  3 97
 0 0 0 6801832 7848020 148 1841 0 0 0 0  0  0  0  0  0  514 1503  318  0  3 97
 0 0 0 6801580 7847912 148 1841 0 0 0 0  0  0  0  0  0  496 1486  269  0  3 97
 0 0 0 6801548 7847884 148 1841 0 0 0 0  0  0  0  0  0  518 1502  318  0  3 97
 0 0 0 6801832 7848016 148 1839 0 0 0 0  0  0  0  0  0  513 1485  305  0  3 97
 0 0 0 6801548 7847880 148 1839 0 1 1 0  0  1  0  0  0  515 1567  311  0  3 97
 0 0 0 6801832 7848016 149 1843 0 0 0 0  0  0  0  0  0  512 1497  319  0  3 97
 0 0 0 6801552 7847896 119 1473 0 0 0 0  0  0  0  0  0  477 1331  251  0  3 97
 0 0 0 6801808 7847992 29 366 0 0  0  0  0  0  0  0  0  420  696  202  0  0 100
 0 0 0 6801808 7847996 148 1841 0 0 0 0  0  0  0  0  0  498 1501  277  0  3 97
 0 0 0 6801556 7847888 148 1840 0 0 0 0  0  0  0  0  0  502 1486  267  0  3 97
 0 0 0 6801524 7847860 148 1839 0 1 1 0  0  2  0  0  0  511 1500  275  0  3 97
 0 0 0 6801808 7847992 148 1840 0 0 0 0  0  0  0  0  0  489 1488  275  0  3 97
 0 0 0 6801524 7847856 148 1841 0 0 0 0  0  0  0  0  0  490 1503  274  0  3 97
 0 0 0 6801808 7847988 148 1840 0 0 0 0  0  0  0  0  0  497 1486  271  0  3 97
 0 0 0 6801552 7847880 148 1839 0 0 0 0  0  0  0  0  0  490 1499  279  0  3 97
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd -- -- --   in   sy   cs us sy id
 0 0 0 6801808 7847984 148 1841 0 0 0 0  0  0  0  0  0  500 1486  271  0  3 97
 0 0 0 6801556 7847876 91 1019 0 1 1  0  0  1  0  0  0  475 1136  230  0  3 97
 0 0 0 6801784 7847972 57 821 0 0  0  0  0  0  0  0  0  452  890  231  0  0 99
 0 0 0 6801500 7847828 148 1842 0 0 0 0  0  0  0  0  0  494 1504  272  0  3 97
