65.58,25,29,24,17,20,1.7251e+07,0,8844,5877,107.5,0,3150,7650,5325,7500,5400,7650,5325,8025,5250
45.42,28,30,24,17,20,2.21e+06,0,5.5881e+05,0,413,0,3150,7650,5325,7500,5325,7650,5325,7950,5325
44.19,25,29,24,17,20,2.0205e+06,0,5.6358e+05,6.5798e+05,0,0,3150,7650,5325,7425,5400,7650,5325,8025,5250
54.06,27,30,24,17,20,1.0747e+07,1.0743e+07,3.3019e+05,0,0,0,3150,7575,5325,7500,5400,7575,5250,8025,5250
43.56,28,30,24,17,20,9.7312e+06,0,49385,4.8459e+05,0,0,3150,7650,5325,7500,5400,7650,5250,8025,5250
42.75,26,29,24,17,20,0,3.4657e+06,5.1866e+05,0,0,0,3150,7575,5325,7500,5400,7575,5250,8025,5325
42.42,27,30,24,17,20,2.6546e+05,0,7.0894e+05,0,0,0,3150,7650,5325,7500,5400,7650,5250,8025,5250
42.51,26,32,24,17,20,0,1.6629e+07,78428,43588,171.5,0,3150,7650,5250,7500,5400,7650,5325,8025,5250
42.48,26,30,24,17,20,0,1.1962e+07,0,3.168e+05,0,0,3150,7575,5325,7500,5400,7575,5250,8025,5325
42.54,26,30,24,17,20,8.6559e+06,8.6697e+06,0,3.8408e+05,0,0,3150,7650,5325,7425,5400,7650,5250,8025,5325
58.53,28,30,24,17,20,1.2789e+06,2.9481e+06,0,7.6051e+05,0,0,3150,7650,5325,7500,5400,7650,5250,8025,5325
42.63,29,30,24,17,20,1.6318e+07,0,0,1.3882e+05,0,0,3150,7650,5325,7500,5400,7650,5325,8025,5325
42.63,26,30,24,17,20,1.87e+07,0,30953,5096,0,0,3150,7575,5250,7500,5400,7575,5325,8025,5250
58.56,27,32,24,17,20,8.2743e+06,0,2.9065e+05,0,216.5,0,3150,7650,5325,7500,5400,7650,5250,7950,5325
42.66,29,31,24,17,20,1.0156e+07,0,2.3715e+05,0,0,0,3150,7575,5325,7500,5400,7575,5325,8025,5250
42.78,26,30,24,17,20,0,1.5999e+07,0,89881,0,0,3150,7575,5250,7500,5400,7575,5325,8025,5325
56.46,28,31,24,18,20,1.9583e+07,1.9586e+07,1.5383e+05,10261,0,0,3150,7575,5250,7500,5400,7575,5325,8025,5250
42.66,29,31,24,18,20,2.8231e+06,0,0,5.8926e+05,0,0,3150,7650,5325,7500,5400,7650,5325,7950,5325
42.66,27,30,24,18,20,3.9337e+06,0,6.1909e+05,4.5472e+05,0,0,3150,7650,5325,7500,5400,7650,5250,8025,5325
42.51,28,31,24,18,20,1.0525e+07,0,2.2968e+05,0,190.5,0,3150,7650,5250,7500,5400,7650,5325,8025,5325
42.63,29,31,24,18,20,8.5605e+06,0,4.8996e+05,0,0,0,3150,7575,5250,7500,5325,7575,5325,7950,5250
42.69,27,30,24,18,20,3.2685e+06,3.2433e+06,5.5718e+05,0,0,0,3150,7575,5250,7500,5400,7575,5325,8025,5325
42.72,27,30,24,18,20,2.051e+06,2.0356e+06,7.4984e+05,6.6131e+05,0,0,3150,7650,5250,7500,5400,7650,5325,7950,5250
42.69,29,31,24,18,20,1.6791e+07,0,1.2602e+05,0,0,0,3150,7575,5325,7500,5400,7575,5250,8025,5325
42.78,27,30,24,18,20,1.2204e+07,1.2213e+07,2.7084e+05,7071,0,0,3150,7650,5325,7500,5400,7650,5325,8025,5325
43.14,27,30,24,18,20,0,7.9281e+06,3.4457e+05,0,205.5,0,3150,7650,5325,7500,5400,7650,5250,7950,5250
59.1,28,31,24,18,20,1.6593e+06,0,0,6.8393e+05,0,0,3150,7650,5325,7500,5325,7650,5250,7950,5250
42.3,27,34,24,18,20,0,1.6499e+07,90191,61022,0,0,3150,7575,5250,7500,5400,7575,5325,8025,5325
